,D,norm
0,1,8.39086533611e+11
1,3,6234175100.35
2,4,12504258449.3
3,9,56136272666.1
4,12,75089390773.4
5,27(Ⅰ),25526387236.2
6,27(Ⅱ),82893908522.0
7,27(Ⅲ),96366240174.3
8,36(Ⅰ),96760326265.2
9,36(Ⅱ),1.01034374174e+11
10,81(Ⅰ),30015251030.0
11,81(Ⅱ),1.25589877966e+11
12,81(Ⅲ),76790055048.3
13,81(Ⅳ),1.32122292546e+11
14,81(Ⅴ),1.02072762753e+11
15,81(Ⅵ),1.07138108787e+11
16,108(Ⅰ),1.42068110458e+11
17,108(Ⅱ),1.03245235677e+11
18,108(Ⅲ),61048971283.1
19,108(Ⅳ),67906791402.1
20,108(Ⅴ),79951318094.6
21,108(Ⅵ),89087260829.5
22,324(Ⅰ),41782612908.4
23,324(Ⅱ),50264559405.4
24,324(Ⅲ),1.52880797202e+11
25,324(Ⅳ),2.80186435839e+11
26,324(Ⅴ),95899481462.5
27,324(Ⅵ),96792886152.6
28,324(Ⅶ),1.26643479627e+11
29,324(Ⅷ),70326227503.6
30,324(Ⅸ),79851389470.2
31,324(Ⅹ),1.03273592773e+11
32,324(ⅩⅠ),1.91139092208e+11
33,324(ⅩⅡ),49050410630.3
34,324(ⅩⅢ),82444347000.4
35,324(ⅩⅣ),88389788330.5
36,324(ⅩⅤ),1.3029864034e+11
