,D,norm
0,1,2.56091225903e+12
1,3,24415723026.0
2,4,21382795444.3
3,9,67130932759.0
4,12,2.32405601752e+11
5,27(Ⅰ),5.49493195603e+11
6,27(Ⅱ),38847750844.9
7,27(Ⅲ),42116954806.8
8,36(Ⅰ),2.16065237733e+11
9,36(Ⅱ),1.94031357458e+11
10,81(Ⅰ),3.00963462159e+11
11,81(Ⅱ),1.90961275468e+11
12,81(Ⅲ),35615536620.6
13,81(Ⅳ),2.68557389948e+11
14,81(Ⅴ),3.87511754014e+11
15,81(Ⅵ),2.22024156357e+11
16,108(Ⅰ),2.28738638283e+11
17,108(Ⅱ),60212220790.5
18,108(Ⅲ),1.82857246318e+11
19,108(Ⅳ),4.96359466306e+11
20,108(Ⅴ),47773756909.2
21,108(Ⅵ),2.19334297946e+11
22,324(Ⅰ),9.27721233449e+11
23,324(Ⅱ),1.76711052669e+11
24,324(Ⅲ),1.4059117001e+11
25,324(Ⅳ),9.90176766824e+11
26,324(Ⅴ),5.66664461222e+11
27,324(Ⅵ),3.68761645912e+11
28,324(Ⅶ),2.26650365253e+11
29,324(Ⅷ),1.27733745705e+11
30,324(Ⅸ),51153186212.1
31,324(Ⅹ),1.47430611654e+11
32,324(ⅩⅠ),2.36839870996e+11
33,324(ⅩⅡ),1.56410294529e+11
34,324(ⅩⅢ),2.36150314808e+11
35,324(ⅩⅣ),2.44109832332e+11
36,324(ⅩⅤ),1.55961543086e+11
