,naiseki
0,1600285.05556
1,155565.927451
2,14661.6930214
3,-33405.1666667
4,128502.944444
5,61268.9444444
6,-36557.5777222
7,-194302.643943
8,41451.5030385
9,143296.98707
10,61848.8230997
11,44310.5890333
12,-446439.25164
13,32293.2562727
14,77422.7713879
15,109491.238923
16,17639.6428983
17,117307.152444
18,-185492.361276
19,-167582.738743
20,-421875.621625
21,-198306.748379
22,-35661.2125522
23,-518097.941061
24,44369.7507422
25,157213.170602
26,-66194.9260908
27,3022.56112482
28,-39853.8756943
29,-78637.5198588
30,-32853.2348022
31,-23024.2856615
32,-58764.1175538
33,-173893.327254
34,-13409.246342
35,-81459.0902023
36,179322.986816
37,-192946.034873
38,-192686.087185
39,-287265.610619
40,-151911.128201
41,62879.8986078
42,-26185.4211861
43,81475.1999897
44,68949.9036661
45,-6178.15746257
46,-183237.88351
47,1153.91379262
48,42698.5644145
49,114756.553208
50,-46840.6388039
51,-320172.532114
52,-162465.993273
53,47390.2100122
54,5866.78736834
55,239127.755841
56,-41703.3044974
57,-415890.694587
58,153562.144639
59,213216.77147
60,-54338.5560853
61,-207928.399644
62,-323622.171248
63,-134970.110076
64,142606.60067
65,38593.9699965
66,55633.8176013
67,-87223.2545316
68,-69720.0857615
69,-42191.1992112
70,-78279.4475404
71,-110199.179996
72,108110.880231
73,-343390.713987
74,-40461.4940672
75,144889.89461
76,-9226.28602776
77,-164975.701367
78,162049.87973
79,-103775.427716
80,66976.6120468
81,-138840.607188
82,-158186.154508
83,-56612.5556015
84,286114.835358
85,-95715.9272649
86,11201.6117739
87,339071.437663
88,121393.608323
89,21272.4785055
90,26872.0741667
91,78263.1203394
92,345530.903561
93,-98936.2171313
94,84154.310813
95,-151972.106195
96,-35146.5162733
97,194540.482007
98,10899.4140686
99,-10907.9974529
100,24075.2456646
101,113755.897175
102,-332301.561493
103,-66077.2745538
104,-106393.143828
105,-93529.4413449
106,155042.110668
107,-101435.836193
108,-3612.20047285
109,-355558.465467
110,-100085.955126
111,251956.468806
112,151919.140861
113,-75664.2714881
114,-99389.3976382
115,9583.10444197
116,-92865.7637874
117,-47170.1327048
118,151304.626985
119,-128452.212462
120,107409.701785
121,54054.3313335
122,300629.468148
123,151175.753603
124,173097.030692
125,158756.933434
126,-310427.502835
127,-236337.99634
128,203798.334862
129,-356335.270476
130,-106742.079949
