,D,norm
0,1,2.47758740547e+12
1,3,70494498568.5
2,4,2.22696533768e+11
3,9,1.8119285914e+11
4,12,2.7989144497e+11
5,27(Ⅰ),2.5024476985e+11
6,27(Ⅱ),2.37341760498e+11
7,27(Ⅲ),3.41599543496e+11
8,36(Ⅰ),5.17944367688e+11
9,36(Ⅱ),4.54655193494e+11
10,81(Ⅰ),3.79236718682e+11
11,81(Ⅱ),3.65314569036e+11
12,81(Ⅲ),1.86504448762e+11
13,81(Ⅳ),4.97437916431e+11
14,81(Ⅴ),4.16200073819e+11
15,81(Ⅵ),7.42802579499e+11
16,108(Ⅰ),7.07932222447e+11
17,108(Ⅱ),2.5157608639e+11
18,108(Ⅲ),2.29566104959e+11
19,108(Ⅳ),3.71127216002e+11
20,108(Ⅴ),4.22902973643e+11
21,108(Ⅵ),4.92866642498e+11
22,324(Ⅰ),2.40232013895e+11
23,324(Ⅱ),2.06600967909e+11
24,324(Ⅲ),2.28088487534e+11
25,324(Ⅳ),1.60454564484e+12
26,324(Ⅴ),6.02145604495e+11
27,324(Ⅵ),6.24622376341e+11
28,324(Ⅶ),2.19905977067e+11
29,324(Ⅷ),6.41040140493e+11
30,324(Ⅸ),4.56056030621e+11
31,324(Ⅹ),2.57174880034e+11
32,324(ⅩⅠ),2.96904462553e+11
33,324(ⅩⅡ),4.98108874065e+11
34,324(ⅩⅢ),4.59451236338e+11
35,324(ⅩⅣ),3.82659410815e+11
36,324(ⅩⅤ),6.80711152683e+11
