,D,norm
0,1,2.15237885344e+13
1,3,1.4370469091e+11
2,4,2.32254024742e+11
3,9,7.56991876941e+11
4,12,2.59241769418e+12
5,27(Ⅰ),3.38954834296e+12
6,27(Ⅱ),9.61833146616e+11
7,27(Ⅲ),8.51454730869e+11
8,36(Ⅰ),2.12567054719e+12
9,36(Ⅱ),2.58177110234e+12
10,81(Ⅰ),4.75718702207e+12
11,81(Ⅱ),2.0291727309e+12
12,81(Ⅲ),2.21220450618e+11
13,81(Ⅳ),7.34453510283e+12
14,81(Ⅴ),2.17887457879e+12
15,81(Ⅵ),2.34399772655e+12
16,108(Ⅰ),5.64991014289e+12
17,108(Ⅱ),7.92715719059e+11
18,108(Ⅲ),9.55955974143e+11
19,108(Ⅳ),4.52160710557e+12
20,108(Ⅴ),5.29006591724e+12
21,108(Ⅵ),1.03563509737e+12
22,324(Ⅰ),1.51323560899e+13
23,324(Ⅱ),5.37571333224e+11
24,324(Ⅲ),1.09658017284e+12
25,324(Ⅳ),9.94662339462e+12
26,324(Ⅴ),6.87424838845e+12
27,324(Ⅵ),5.69034563331e+12
28,324(Ⅶ),4.94642877504e+12
29,324(Ⅷ),4.90788718417e+12
30,324(Ⅸ),4.18307938497e+12
31,324(Ⅹ),1.98082671258e+12
32,324(ⅩⅠ),2.46086735588e+12
33,324(ⅩⅡ),8.22098733271e+11
34,324(ⅩⅢ),1.34760315274e+12
35,324(ⅩⅣ),3.25156929869e+12
36,324(ⅩⅤ),1.9835887591e+12
