,naiseki
0,760099.5
1,154952.433751
2,80933.7947154
3,214674.611111
4,260358.944444
5,135434.055556
6,-243764.927617
7,-93835.0530667
8,-159397.189126
9,293856.302979
10,233303.872045
11,5911.23112178
12,45571.1071457
13,-178996.25883
14,164517.15291
15,-325334.219374
16,-31977.6863842
17,-238682.022813
18,135322.929757
19,-376697.981976
20,170623.11168
21,353640.413945
22,225007.578858
23,113299.349196
24,32958.5865166
25,-115339.476188
26,-36985.5866684
27,51836.790086
28,-62270.2363724
29,197279.424785
30,188337.653621
31,-25001.1338335
32,-77414.993435
33,146045.159028
34,-276169.173153
35,31378.712232
36,-251426.979563
37,355932.632869
38,-267894.082283
39,-438584.948763
40,285882.760945
41,-122644.9308
42,-44218.4118733
43,7108.35119218
44,-116547.61813
45,130797.853285
46,-242607.236681
47,-197125.272623
48,-176869.640555
49,39185.3039119
50,152301.176159
51,29678.630096
52,-99547.1211948
53,143753.612783
54,435726.40381
55,-333860.304733
56,302600.730176
57,372641.824813
58,556330.036985
59,-89443.2815674
60,154036.2147
61,-420813.009162
62,185066.078814
63,338520.655586
64,353240.115176
65,-47551.3016373
66,-224756.10153
67,41453.8344946
68,-280193.783364
69,-82290.9973912
70,157153.813822
71,-17981.1019769
72,-150170.413584
73,-52350.9235592
74,-126629.385503
75,264246.534499
76,206986.857006
77,59008.5800914
78,105344.568758
79,303603.955398
80,-121527.512075
81,-200303.845824
82,-742.017509513
83,258960.002232
84,19689.9516918
85,61841.2738751
86,-206376.953922
87,235953.311192
88,251109.83967
89,-12845.4386915
90,130599.731683
91,59661.2323394
92,-149943.050671
93,-11370.3927325
94,-47191.6762648
95,23739.9052818
96,-146929.628894
97,-3009.89519123
98,65637.1617787
99,153082.95568
100,136135.693909
101,236369.609913
102,143363.601457
103,26524.6449076
104,-75485.6145543
105,15359.7075669
106,-29123.520196
107,60647.6245157
108,470685.019871
109,-437011.922037
110,-498823.113978
111,-335123.257533
112,-643637.726625
113,-14360.4105113
114,54986.5174825
115,-71079.9843568
116,-144102.423474
117,-70043.2752902
118,-83945.7118437
119,-204078.219665
120,230558.423327
121,144856.506932
122,-53069.767775
123,-182768.800645
124,-3532.56421705
125,-44760.8845345
126,100288.805751
127,243437.78836
128,-54414.1099065
129,405084.602639
130,-205308.726705
131,-62372.1486736
132,-195975.435236
133,-143574.696291
134,-38798.9887496
135,388388.150521
136,92219.8011818
137,354532.112565
138,-55142.2079623
139,-53375.1953991
140,236412.490094
141,-261368.541091
142,171385.995729
143,153107.283996
144,70038.3250585
145,88705.777545
146,159723.54372
147,152393.886924
148,148786.375385
149,-128263.681582
150,-187970.061507
151,163639.310709
152,241266.725827
153,-114593.104471
154,-211473.475881
155,80555.9189919
156,-191365.429342
157,-54100.7713787
158,-236639.808405
159,-29825.0081412
160,157022.74949
161,-3808.06436428
162,-690788.904043
163,246013.455591
164,-650147.912094
165,-256178.175737
166,693347.972757
167,-74594.7494901
168,102909.335882
169,388602.709584
170,131775.499307
171,-283656.393342
172,290385.304282
173,-77037.2619151
174,166214.706126
175,14182.7150695
176,130447.622221
177,-168873.17589
178,205905.4108
179,-90309.1796091
180,-188564.011626
181,487660.355437
182,309962.610646
183,347046.565538
184,-421078.354948
185,-17602.6627972
186,-362166.932747
187,-220652.042197
188,-194264.214574
189,412977.062157
190,458073.07357
191,281823.627506
192,-74618.610674
193,-407581.226383
194,-145674.663902
195,-424167.456494
196,-381952.140641
197,-66200.6216008
198,-356960.905754
199,-216835.068837
200,86689.4872227
201,-385652.579086
202,-233533.011658
203,-316128.257879
204,57897.1996051
205,299317.567218
206,-63830.9075098
207,-324458.08869
208,160542.863744
209,205132.375053
210,81815.2835447
211,287746.943686
212,-3819.19008946
213,248867.475862
214,-181504.173966
215,-283598.345328
216,-37370.5714558
217,77568.5860759
218,-127515.710105
219,273958.597678
220,-91454.1777494
221,-259934.295257
222,-12188.525067
223,-160617.095118
224,42559.0634788
225,30289.558244
226,-106786.116995
227,147648.87643
228,-113157.169514
229,-186844.474644
230,80830.3669179
231,-304118.807872
232,-287351.344686
233,-61203.6973221
234,-183174.740114
235,-21768.944127
236,-81353.2787747
237,-305231.616434
238,44685.0111725
239,-242657.93491
240,22887.0763589
241,-4240.02828616
242,-2341.26665137
243,-185136.927205
244,-138527.667819
245,-83303.0777087
246,30174.9513499
247,-155063.124201
248,-139795.274548
249,-96149.2861139
250,92146.5191586
251,-119144.761026
252,1228.97950182
253,63506.9823682
254,34628.6983148
255,-98474.7235896
256,159729.139238
257,172131.561166
258,105848.728353
259,65834.739753
260,143438.59305
261,-32815.3317765
262,121036.204146
263,-114698.931216
264,163702.285344
265,16664.3219821
266,-178211.805987
267,210534.388504
268,-70179.4304445
269,109406.09141
270,-90868.282703
271,-79807.5171746
272,220713.338097
273,208046.752676
274,-64024.9158178
275,197048.713117
276,-34831.0130502
277,-19269.6981033
278,112315.767122
279,126927.857396
280,-143191.782652
281,-126649.108437
282,-153560.840513
283,-117501.171591
284,-73761.748759
285,-127230.783511
286,24203.998877
287,175660.891003
288,46641.8739409
289,23404.8376293
290,170622.641305
291,-39403.6514317
292,171138.608469
293,50159.3343111
294,69379.2577244
295,-13145.4882558
296,314512.207449
297,12211.5980911
298,-3364.64203451
299,-62717.5988221
300,21373.5914271
301,-5302.7827096
302,202891.762756
303,-137413.122359
304,-204864.800429
305,-75906.5496233
306,-139799.430174
307,-133114.633
308,-115053.909377
309,84140.9305377
310,35837.9733035
311,-21405.7176659
312,177001.979778
313,-91812.7963272
314,-265176.093434
315,51044.8181131
316,-176164.967116
317,145540.417361
318,-239173.01968
319,-31135.6622622
320,156654.479715
321,21309.8635564
322,-63954.1475429
323,11832.3494398
