,D,norm
0,1,1.03343817205e+12
1,3,9176284398.96
2,4,1.39841249439e+11
3,9,56622555123.1
4,12,48739444102.4
5,27(Ⅰ),1.78699170288e+11
6,27(Ⅱ),1.52934849256e+11
7,27(Ⅲ),2.0193440389e+11
8,36(Ⅰ),2.06219317302e+11
9,36(Ⅱ),1.66243318727e+11
10,81(Ⅰ),1.81126903151e+11
11,81(Ⅱ),98435779815.7
12,81(Ⅲ),46182496877.9
13,81(Ⅳ),2.13726491546e+11
14,81(Ⅴ),1.36966617238e+11
15,81(Ⅵ),2.1722051562e+11
16,108(Ⅰ),5.64938285599e+11
17,108(Ⅱ),73920541597.7
18,108(Ⅲ),18875056811.2
19,108(Ⅳ),2.79033271347e+11
20,108(Ⅴ),2.18882850976e+11
21,108(Ⅵ),1.99345941791e+11
22,324(Ⅰ),1.34500594067e+11
23,324(Ⅱ),61143607562.9
24,324(Ⅲ),1.29536836335e+11
25,324(Ⅳ),5.70543894567e+11
26,324(Ⅴ),3.18239558251e+11
27,324(Ⅵ),1.65933364562e+11
28,324(Ⅶ),2.07759977127e+11
29,324(Ⅷ),1.69557962356e+11
30,324(Ⅸ),2.16902215017e+11
31,324(Ⅹ),1.29937177851e+11
32,324(ⅩⅠ),1.61308834882e+11
33,324(ⅩⅡ),2.67171337566e+11
34,324(ⅩⅢ),1.43874854065e+11
35,324(ⅩⅣ),1.2150850374e+11
36,324(ⅩⅤ),1.86190752337e+11
