,D,norm
0,1,1.22849674161e+12
1,3,12307958646.9
2,4,1.10523532643e+11
3,9,64970540662.7
4,12,22456593912.7
5,27(Ⅰ),2.02241572951e+11
6,27(Ⅱ),71030084958.9
7,27(Ⅲ),63461081573.6
8,36(Ⅰ),1.4627867099e+11
9,36(Ⅱ),1.59409026664e+11
10,81(Ⅰ),96201946518.2
11,81(Ⅱ),2.13205852253e+11
12,81(Ⅲ),69629042333.1
13,81(Ⅳ),1.44913980602e+11
14,81(Ⅴ),2.81280585196e+11
15,81(Ⅵ),2.94447480999e+11
16,108(Ⅰ),1.54008981364e+11
17,108(Ⅱ),71259637215.8
18,108(Ⅲ),78421495592.4
19,108(Ⅳ),3.32067300309e+11
20,108(Ⅴ),2.72506721682e+11
21,108(Ⅵ),1.07772599544e+11
22,324(Ⅰ),2.71585164207e+11
23,324(Ⅱ),85712434610.0
24,324(Ⅲ),1.07891906197e+11
25,324(Ⅳ),4.57904698486e+11
26,324(Ⅴ),4.14160730968e+11
27,324(Ⅵ),3.30557837742e+11
28,324(Ⅶ),2.2541593294e+11
29,324(Ⅷ),2.59906315024e+11
30,324(Ⅸ),1.33118957071e+11
31,324(Ⅹ),1.33530140945e+11
32,324(ⅩⅠ),1.68977764455e+11
33,324(ⅩⅡ),1.33722957499e+11
34,324(ⅩⅢ),3.49771241936e+11
35,324(ⅩⅣ),2.88753777361e+11
36,324(ⅩⅤ),1.51818480006e+11
