,D,norm
0,1,4.53204672823e+11
1,3,17548668272.5
2,4,5626770329.64
3,9,39010295550.6
4,12,60852119920.8
5,27(Ⅰ),80127162929.6
6,27(Ⅱ),59801981798.6
7,27(Ⅲ),37095455677.9
8,36(Ⅰ),75784572315.1
9,36(Ⅱ),55186062863.6
10,81(Ⅰ),33317368886.4
11,81(Ⅱ),1.44740156917e+11
12,81(Ⅲ),45067117576.5
13,81(Ⅳ),34052586053.0
14,81(Ⅴ),1.62702032115e+11
15,81(Ⅵ),67464687889.2
16,108(Ⅰ),1.77681955955e+11
17,108(Ⅱ),88023324950.8
18,108(Ⅲ),47936451066.6
19,108(Ⅳ),1.13995577645e+11
20,108(Ⅴ),79634688496.2
21,108(Ⅵ),95293188487.3
22,324(Ⅰ),44888851081.1
23,324(Ⅱ),8941426138.8
24,324(Ⅲ),48436188449.9
25,324(Ⅳ),2.79237242399e+11
26,324(Ⅴ),1.17652162625e+11
27,324(Ⅵ),1.43375209641e+11
28,324(Ⅶ),79788642926.8
29,324(Ⅷ),1.69899543485e+11
30,324(Ⅸ),1.07408095974e+11
31,324(Ⅹ),1.45879995509e+11
32,324(ⅩⅠ),87292083116.9
33,324(ⅩⅡ),71417603642.5
34,324(ⅩⅢ),87075170577.6
35,324(ⅩⅣ),1.08878768148e+11
36,324(ⅩⅤ),1.19441230017e+11
