,D,norm
0,1,3.44914307691e+11
1,3,4888407069.12
2,4,5389265545.19
3,9,21848788495.8
4,12,53363192740.2
5,27(Ⅰ),44329417431.9
6,27(Ⅱ),22429043623.2
7,27(Ⅲ),66892538412.2
8,36(Ⅰ),29828564332.8
9,36(Ⅱ),61459930395.9
10,81(Ⅰ),39536303753.2
11,81(Ⅱ),13140267999.0
12,81(Ⅲ),1.12130554063e+11
13,81(Ⅳ),43072061380.8
14,81(Ⅴ),1.38824796974e+11
15,81(Ⅵ),74776287796.1
16,108(Ⅰ),48840791333.8
17,108(Ⅱ),72299699639.3
18,108(Ⅲ),60431860125.6
19,108(Ⅳ),57646524008.7
20,108(Ⅴ),1.03403557956e+11
21,108(Ⅵ),1.36537120683e+11
22,324(Ⅰ),59171958137.4
23,324(Ⅱ),81375286564.4
24,324(Ⅲ),26481832095.8
25,324(Ⅳ),1.76732384734e+11
26,324(Ⅴ),57724960528.4
27,324(Ⅵ),53440596112.0
28,324(Ⅶ),68914088894.4
29,324(Ⅷ),74959791499.6
30,324(Ⅸ),46891631045.4
31,324(Ⅹ),91370070493.1
32,324(ⅩⅠ),1.12285813525e+11
33,324(ⅩⅡ),1.09065657503e+11
34,324(ⅩⅢ),84488514910.2
35,324(ⅩⅣ),92727978341.3
36,324(ⅩⅤ),94852007722.9
