,D,norm
0,1,1.11285773017e+12
1,3,2515410618.82
2,4,9451433670.38
3,9,94698824054.2
4,12,68882773107.5
5,27(Ⅰ),3.16426702832e+11
6,27(Ⅱ),1.11983942176e+11
7,27(Ⅲ),31074602335.0
8,36(Ⅰ),2.30884162178e+11
9,36(Ⅱ),1.58207113086e+11
10,81(Ⅰ),2.30530947296e+11
11,81(Ⅱ),84224982524.8
12,81(Ⅲ),51894496077.5
13,81(Ⅳ),1.05051640899e+11
14,81(Ⅴ),1.68006397573e+11
15,81(Ⅵ),1.582565276e+11
16,108(Ⅰ),4.8039239795e+11
17,108(Ⅱ),43719306904.9
18,108(Ⅲ),1.16565139065e+11
19,108(Ⅳ),1.463970885e+11
20,108(Ⅴ),1.20238909888e+11
21,108(Ⅵ),1.17417208538e+11
22,324(Ⅰ),2.87373733692e+11
23,324(Ⅱ),1.23893295179e+11
24,324(Ⅲ),56747038473.7
25,324(Ⅳ),4.55042255921e+11
26,324(Ⅴ),2.05090904867e+11
27,324(Ⅵ),1.58418435373e+11
28,324(Ⅶ),2.15153384692e+11
29,324(Ⅷ),2.0541836665e+11
30,324(Ⅸ),2.37105901722e+11
31,324(Ⅹ),1.86704079757e+11
32,324(ⅩⅠ),1.68129401305e+11
33,324(ⅩⅡ),2.44271962814e+11
34,324(ⅩⅢ),61154245799.2
35,324(ⅩⅣ),1.45648880584e+11
36,324(ⅩⅤ),2.43101155875e+11
