,D,norm
0,1,1.54451414196e+12
1,3,10115634081.3
2,4,2.06915093354e+11
3,9,1.63527703694e+11
4,12,1.39617832882e+11
5,27(Ⅰ),2.26232757109e+11
6,27(Ⅱ),1.06331813228e+11
7,27(Ⅲ),1.83435073919e+11
8,36(Ⅰ),2.59474589472e+11
9,36(Ⅱ),4.11417841747e+11
10,81(Ⅰ),7.36805776179e+11
11,81(Ⅱ),51678495156.3
12,81(Ⅲ),1.92036492785e+11
13,81(Ⅳ),3.3920301429e+11
14,81(Ⅴ),5.83978268933e+11
15,81(Ⅵ),2.54173712943e+11
16,108(Ⅰ),6.28686663416e+11
17,108(Ⅱ),81294435353.9
18,108(Ⅲ),1.18355931685e+11
19,108(Ⅳ),3.66116428752e+11
20,108(Ⅴ),3.3042962163e+11
21,108(Ⅵ),3.85647619323e+11
22,324(Ⅰ),1.16170775309e+12
23,324(Ⅱ),1.80680956565e+11
24,324(Ⅲ),1.85683669669e+11
25,324(Ⅳ),6.48350671444e+11
26,324(Ⅴ),3.62632528308e+11
27,324(Ⅵ),1.99747655963e+11
28,324(Ⅶ),5.21495161471e+11
29,324(Ⅷ),4.10334800199e+11
30,324(Ⅸ),2.09196615156e+11
31,324(Ⅹ),3.14137609228e+11
32,324(ⅩⅠ),3.11912760665e+11
33,324(ⅩⅡ),3.0993449128e+11
34,324(ⅩⅢ),4.40059752643e+11
35,324(ⅩⅣ),2.20381502056e+11
36,324(ⅩⅤ),3.13667234821e+11
