,name,pop,lat,lon,
0,Alb-Donau-Kreis,187000,48.4011324,9.8362713,
1,Baden-Baden,53084,48.7580777,8.2415239,
2,Biberach,184548,48.6085862,8.212817,
3,Böblingen,367830,48.684969,9.0113444,
4,Bodenseekreis,200948,47.7145053,9.3789822,
5,Breisgau-Hochschwarzwald,243043,47.941164,7.8471664,
6,Calw,160115,48.7153344,8.7381796,
7,Emmendingen,152953,48.1206565,7.850993,
8,Enzkreis,193873,48.9099929,8.7397318,
9,Esslingen,505340,48.7427584,9.3071685,
10,Freiburg im Breisgau,208294,48.0021322,7.823903,
11,Freudenstadt,121682,48.4637727,8.4111727,
12,Göppingen,257651,48.7052936,9.6607959,
13,Heidelberg,141509,49.4093608,8.6948125,
14,Heidenheim,137055,48.6767637,10.152923,
15,Heilbronn,324043,49.1422908,9.2186549,
16,Heilbronn Stadt,120163,49.1422908,9.2186549,
17,Hohenlohekreis,108920,49.2725125,9.6057331,
18,Karlsruhe,422952,49.0140679,8.4044366,
19,Karlsruhe Stadt,279578,49.01585255,8.4097980563,
20,Konstanz,268859,47.659216,9.1750718,
21,Lörrach,219149,47.6120896,7.6607218,
22,Ludwigsburg,503229,48.8956194,9.1895147,
23,Main-Tauber-Kreis,137508,49.5712667,9.7000589,
24,Mannheim,308385,49.4895914,8.4672361,
25,Neckar-Odenwald-Kreis,150091,49.4221407,9.2186222,
26,Ortenaukreis,411491,48.4111059,8.0062094,
27,Ostalbkreis,315345,48.8777738,10.0337317,
28,Pforzheim,118002,48.8908846,8.7029532,
29,Rastatt,224309,48.8574209,8.2088088,
30,Ravensburg,270572,47.7811014,9.612468,
31,Rems-Murr-Kreis,412959,48.8934,9.4672129,
32,Reutlingen,279177,48.4919508,9.2114144,
33,Rhein-Neckar-Kreis,527796,49.3684797,8.7352403,
34,Rottweil,141761,48.165531,8.6251283,
35,Schwäbisch Hall,186967,49.1123963,9.7369047,
36,Schwarzwald-Baar-Kreis,211321,48.048325,8.396666,
37,Sigmaringen,133671,48.0854402,9.2179178,
38,Stuttgart,587152,48.7784485,9.1800132,
39,Tübingen,211058,48.5236164,9.0535531,
40,Tuttlingen,133866,47.9844382,8.818666,
41,Ulm,118347,48.398312,9.9910464,
42,Waldshut,166114,47.6221367,8.2170582,
43,Zollernalbkreis,193196,48.247988,8.8893344,
44,Aichach-Friedberg,124501,48.4335,11.0772281,
45,Altötting,109023,48.2268085,12.6757914,
46,Amberg,44217,49.4454211,11.858728,
47,Amberg-Sulzbach,109083,49.4801852,11.7836407,
48,Ansbach,183668,49.3027671,10.5722194,
49,Ansbach Stadt,40412,49.3027671,10.5722194,
50,Aschaffenburg,174577,49.9740542,9.1493636,
51,Aschaffenburg Stadt,68361,49.9740542,9.1493636,
52,Augsburg,238536,48.3668041,10.8986971,
53,Augsburg Stadt,257836,48.34336385,10.8951546142,
54,Bad Kissingen,109498,50.1996726,10.0780665,
55,Bad Tölz-Wolfratshausen,117416,47.7825524,11.4873095,
56,Bamberg,143107,49.8926723,10.8876149,
57,Bamberg Stadt,69396,49.8926723,10.8876149,
58,Bayreuth,109249,49.9427202,11.5763079,
59,Bayreuth Stadt,74519,49.9427202,11.5763079,
60,Berchtesgadener Land,100626,47.7494467,12.9216667,
61,Cham,131416,49.2178194,12.6663832,
62,Coburg,92199,50.258112,10.964463,
63,Coburg Stadt,42798,50.258112,10.964463,
64,Dachau,131345,48.2588318,11.4339286,
65,Deggendorf,116558,48.8333535,12.96205,
66,Dillingen an der Donau,94435,48.5811652,10.4954947,
67,Dingolfing-Landau,91218,48.6366667,12.5877667,
68,Donau-Ries,130335,48.8148705,10.69735,
69,Ebersberg,120416,48.0765786,11.9647521,
