,naiseki
0,2114931.38889
1,250484.406224
2,-259950.193795
3,-10915.5
4,43276.2777778
5,-29393.9444444
6,-332.497321994
7,148050.017792
8,105413.554037
9,115040.217729
10,4106.95475255
11,218717.660789
12,-261224.258286
13,-123059.098691
14,421012.084625
15,-49792.8192429
16,-20726.7925376
17,288846.143876
18,-172813.976593
19,583940.074598
20,-324345.907045
21,40212.1312993
22,81073.830995
23,154006.024447
24,19415.0736802
25,-340074.141437
26,252309.613687
27,202172.553354
28,175002.739177
29,-133629.72073
30,-232299.090548
31,130443.353183
32,-61455.0960305
33,125978.642478
34,-130953.90739
35,-21160.0426668
36,103613.535159
37,-276100.496165
38,-38574.2855458
39,191738.232306
40,99805.608007
41,-227274.953204
42,-76700.6582295
43,22270.6246586
44,-151328.315079
45,16841.6028089
46,76148.4471171
47,-305381.900674
48,-182205.704028
49,-18151.1272422
50,-166194.370912
51,100729.278031
52,-314832.262539
53,96353.6048118
54,-365896.550968
55,-19344.3703129
56,-40863.1233305
57,39155.8079714
58,-189583.983137
59,89927.524956
60,185153.124618
61,105127.045501
62,-42023.8565707
63,227236.424584
64,78419.3325998
65,299215.539179
66,67307.4708933
67,128210.561906
68,171239.500806
69,100221.91027
70,-26026.7929348
71,-214623.130153
72,-181431.674561
73,-55169.4708871
74,-52297.2992234
75,-107094.915998
76,-167393.100085
77,-141652.583304
78,-55277.4215414
79,49857.5339189
80,-275925.061068
81,6248.84435973
82,205059.865402
83,-165942.953652
84,-146378.804838
85,157578.795909
86,-120855.778633
87,497328.079106
88,165399.822583
89,316547.857162
90,-382157.996377
91,-286751.914226
92,54493.1410837
93,-26219.3562374
94,-161667.594639
95,-91134.6419172
96,39797.6752075
97,-275466.019903
98,114864.52458
99,81688.5848742
100,10289.799066
101,143048.18509
102,180061.783837
103,171069.426657
104,-13598.9285157
105,-46313.1669746
106,164772.508369
107,-113095.628359
108,85286.8761369
109,-27590.3762125
110,-196496.083639
111,125047.2165
112,423426.528076
113,-34534.6694306
114,149939.453719
115,-369293.031993
116,-136749.47968
117,-254495.18458
118,-39030.8545068
119,-185599.699515
120,183974.382899
121,-30873.4301249
