,name,pop
0,Haguenau,130835
1,Molsheim,99024
2,Saverne,93471
3,Sélestat-Erstein,153829
4,Strasbourg-Campagne,284815
5,Strasbourg-Ville,274394
6,Wissembourg,68299
7,Boulay-Moselle,79847
8,Château-Salins,29818
9,Forbach,167518
10,Metz-Campagne,222352
11,Metz-Ville,119551
12,Sarrebourg,64374
13,Sarreguemines,100236
14,Thionville-Est,140845
15,Thionville-Ouest,121927
