,D,norm
0,1,4.3049050051e+12
1,3,18218932608.7
2,4,46599742650.4
3,9,93344420036.3
4,12,3.00965744389e+11
5,27(Ⅰ),99997170947.7
6,27(Ⅱ),4.4843319046e+11
7,27(Ⅲ),1.01018150656e+11
8,36(Ⅰ),1.82843217846e+11
9,36(Ⅱ),3.7051610411e+11
10,81(Ⅰ),4.24507675211e+11
11,81(Ⅱ),1.01295790398e+11
12,81(Ⅲ),1.3915829028e+11
13,81(Ⅳ),2.1783449308e+11
14,81(Ⅴ),4.78337840826e+11
15,81(Ⅵ),5.91529872609e+11
16,108(Ⅰ),4.91527103209e+11
17,108(Ⅱ),4.58650236858e+11
18,108(Ⅲ),2.42240697642e+11
19,108(Ⅳ),5.39691782054e+11
20,108(Ⅴ),2.75956162537e+11
21,108(Ⅵ),3.47439831803e+11
22,324(Ⅰ),6.46197004795e+11
23,324(Ⅱ),1.0485021017e+11
24,324(Ⅲ),1.09377561433e+11
25,324(Ⅳ),1.47198029211e+12
26,324(Ⅴ),2.70731956823e+11
27,324(Ⅵ),3.92787097826e+11
28,324(Ⅶ),2.76434530152e+11
29,324(Ⅷ),4.90281241752e+11
30,324(Ⅸ),1.79869030619e+11
31,324(Ⅹ),1.319189118e+11
32,324(ⅩⅠ),3.18467815623e+11
33,324(ⅩⅡ),8.61208112688e+11
34,324(ⅩⅢ),4.41086553674e+11
35,324(ⅩⅣ),5.02696872193e+11
36,324(ⅩⅤ),1.08238562992e+11
