,naiseki
0,1399291.83333
1,256831.553826
2,39351.0527183
3,216335.833333
4,-82473.3888889
5,35507.2777778
6,229067.477468
7,87871.362039
8,57594.4365833
9,52249.861579
10,-298492.87116
11,84124.0509813
12,-10734.1952081
13,-18426.9670042
14,213131.883345
15,147755.94294
16,264144.609292
17,-118146.783095
18,145629.359433
19,-221262.803048
20,-81666.5811869
21,220828.812797
22,140603.925756
23,-391829.400138
24,-126465.838295
25,70379.8683154
26,-248034.34068
27,294298.726131
28,-29528.3757804
29,102019.199782
30,37569.7772376
31,-1218.32228351
32,34817.2415688
33,-441445.286338
34,-206239.748355
35,55444.437109
36,92610.4822388
37,102823.59176
38,315845.782259
39,148699.064532
40,80895.5299252
41,18419.4824516
42,150080.507312
43,46063.7432751
44,-16556.7481466
45,-12919.4254001
46,-18445.4696429
47,-302282.887901
48,-90825.5875882
49,-15310.9438858
50,37050.2740138
51,-101390.09593
52,139723.867842
53,-77806.4767276
54,-148182.02202
55,569592.318654
56,-509311.701708
57,135381.76904
58,246135.169118
59,356102.467246
60,-87281.3516538
61,-189587.261966
62,230394.690613
63,-83275.8766621
64,-114133.424712
65,197431.471551
66,-28287.9271135
67,210650.567475
68,41370.3805118
69,198365.125268
70,-148101.976558
71,-153170.462353
72,-73702.8791477
73,77153.97949
74,6026.77469156
75,46901.40293
76,25924.2955051
77,1012.7543895
78,124028.198212
79,151586.818338
80,-151016.206475
81,220348.840067
82,-272531.111137
83,-67299.5950691
84,-144704.834255
85,82108.3003631
86,235791.151861
87,49791.9713709
88,-10216.3014726
89,44498.9625731
90,97227.2562701
91,4202.22793912
92,137917.969882
93,207314.216299
94,190871.552519
95,213050.14745
96,28439.7798837
97,-40102.0181196
98,-107131.01727
99,-166007.809789
100,70942.9696277
101,62357.1953111
102,-108686.638221
103,-49240.5442411
104,98723.2216135
105,74440.9130715
106,-105681.775522
107,-22883.7626022
108,-107684.87333
109,-149728.010581
110,-35626.8656762
111,-2477.99059186
112,6077.30076088
113,87828.4366409
114,-51594.6951604
115,-227508.240552
116,-106229.07356
117,-248455.82599
118,81594.0693325
119,-244865.757416
120,-130257.559584
121,118912.57163
122,168492.769534
123,-25789.3240605
124,83108.7061454
125,-185791.558085
126,90649.0451907
127,70744.6771929
128,-156593.88246
129,-10714.2428688
130,-4645.13843036
131,149342.08432
132,170303.305629
133,192254.01713
134,-12829.6778164
135,83380.2624962
136,-47635.8593619
137,219590.438305
138,-25208.0090126
139,-88808.7363622
140,-284272.897777
141,57756.1551313
142,-132325.66827
143,-216101.160113
144,-66696.6781776
145,-72474.5011525
146,-133519.795218
147,-450343.107565
148,-228.869130937
149,-3509.62326775
150,15705.3407362
151,-143857.968875
152,-262627.551891
153,165848.136859
154,-95283.4193279
155,65402.7299432
156,-364792.44328
157,103630.282276
158,-158514.107215
159,109160.040145
160,-49236.3098043
161,66670.1573623
162,325980.409789
163,251180.177757
164,-362425.59669
165,-141803.363438
166,-219786.681461
167,-13995.0700025
168,-2707.70064291
169,30132.5743024
170,-406551.551152
171,-243262.863508
172,154984.030869
173,-92150.6288647
174,48157.5193871
175,-142946.439503
176,251020.723516
177,-35650.2838959
178,287523.726847
179,207405.751227
180,-25066.9729428
181,-214771.312404
182,104142.769114
183,-40159.1822633
184,119663.112025
185,-15566.2229853
186,-261122.63403
187,2136.59956317
188,120289.665644
189,-77480.7205824
190,-85107.2572028
191,160053.558298
192,-14348.9005834
193,78669.1316143
194,95789.3331639
195,92127.4808025
196,-50080.9433245
197,310977.977544
198,-81070.2438519
