,D,norm
0,1,1.58511555274e+12
1,3,27637102629.4
2,4,41637209185.7
3,9,1.03769550543e+11
4,12,32273817003.3
5,27(Ⅰ),1.17881605045e+11
6,27(Ⅱ),88756100737.1
7,27(Ⅲ),56029154011.4
8,36(Ⅰ),3.15380169649e+11
9,36(Ⅱ),1.94818562717e+11
10,81(Ⅰ),2.87444409115e+11
11,81(Ⅱ),1.90024874745e+11
12,81(Ⅲ),26423095015.2
13,81(Ⅳ),1.92456057994e+11
14,81(Ⅴ),1.40504790343e+11
15,81(Ⅵ),2.16602957464e+11
16,108(Ⅰ),2.35040436058e+11
17,108(Ⅱ),56475406231.6
18,108(Ⅲ),38947033953.2
19,108(Ⅳ),2.88692899043e+11
20,108(Ⅴ),2.12771240682e+11
21,108(Ⅵ),1.06245593508e+11
22,324(Ⅰ),6.92135103077e+11
23,324(Ⅱ),1.36458651667e+11
24,324(Ⅲ),77167217941.1
25,324(Ⅳ),8.10965340966e+11
26,324(Ⅴ),3.91064388573e+11
27,324(Ⅵ),3.42811159338e+11
28,324(Ⅶ),99227768528.0
29,324(Ⅷ),1.71065615235e+11
30,324(Ⅸ),1.86319956387e+11
31,324(Ⅹ),1.32339047095e+11
32,324(ⅩⅠ),1.99353064861e+11
33,324(ⅩⅡ),1.76828543816e+11
34,324(ⅩⅢ),95233728134.8
35,324(ⅩⅣ),80328145060.6
36,324(ⅩⅤ),3.15078192078e+11
