,D,norm
0,1,2.83948299808e+12
1,3,21840955572.0
2,4,1.44265126308e+11
3,9,7.87198302733e+11
4,12,9.45188188599e+11
5,27(Ⅰ),7.49376458349e+11
6,27(Ⅱ),2.1644401228e+11
7,27(Ⅲ),9.70135650813e+11
8,36(Ⅰ),1.43252499101e+12
9,36(Ⅱ),1.43108897742e+12
10,81(Ⅰ),1.06565490761e+12
11,81(Ⅱ),1.13012016142e+12
12,81(Ⅲ),3.15659731424e+11
13,81(Ⅳ),1.64861725033e+12
14,81(Ⅴ),1.08814453081e+12
15,81(Ⅵ),1.99598719477e+12
16,108(Ⅰ),5.79706994565e+11
17,108(Ⅱ),1.22771292806e+12
18,108(Ⅲ),5.06976129136e+11
19,108(Ⅳ),1.91212300651e+12
20,108(Ⅴ),1.36793957732e+12
21,108(Ⅵ),8.55002060915e+11
22,324(Ⅰ),1.77034709471e+12
23,324(Ⅱ),7.59923554161e+11
24,324(Ⅲ),1.28240199533e+12
25,324(Ⅳ),3.301923427e+12
26,324(Ⅴ),2.30657844701e+12
27,324(Ⅵ),2.14204907946e+12
28,324(Ⅶ),1.25466830051e+12
29,324(Ⅷ),6.17927784311e+11
30,324(Ⅸ),1.48492317815e+12
31,324(Ⅹ),8.96123135388e+11
32,324(ⅩⅠ),1.68140082019e+12
33,324(ⅩⅡ),1.30070823269e+12
34,324(ⅩⅢ),1.04823735066e+12
35,324(ⅩⅣ),8.11822598365e+11
36,324(ⅩⅤ),1.58479906864e+12
