,D,norm
0,1,2.36222315803e+12
1,3,13834305040.9
2,4,99370804941.6
3,9,1.9998493036e+11
4,12,2.33681521049e+11
5,27(Ⅰ),4.15492902452e+11
6,27(Ⅱ),2.46332617832e+11
7,27(Ⅲ),1.30885981964e+11
8,36(Ⅰ),41850734358.0
9,36(Ⅱ),3.55294400738e+11
10,81(Ⅰ),8.13210033073e+11
11,81(Ⅱ),1.39712000495e+11
12,81(Ⅲ),1.86551136049e+11
13,81(Ⅳ),3.53729929625e+11
14,81(Ⅴ),2.32009882168e+11
15,81(Ⅵ),2.4408317752e+11
16,108(Ⅰ),1.55400576689e+11
17,108(Ⅱ),3.6056446054e+11
18,108(Ⅲ),1.54840119892e+11
19,108(Ⅳ),4.22971701375e+11
20,108(Ⅴ),2.62624954238e+11
21,108(Ⅵ),3.50247336444e+11
22,324(Ⅰ),3.14301391332e+11
23,324(Ⅱ),48290338042.2
24,324(Ⅲ),67024803718.9
25,324(Ⅳ),3.91437652322e+11
26,324(Ⅴ),3.37470815725e+11
27,324(Ⅵ),2.19286833921e+11
28,324(Ⅶ),2.6085663564e+11
29,324(Ⅷ),1.96918048523e+11
30,324(Ⅸ),3.64141827143e+11
31,324(Ⅹ),1.84809951782e+11
32,324(ⅩⅠ),2.36389050918e+11
33,324(ⅩⅡ),4.67396429728e+11
34,324(ⅩⅢ),2.81617250244e+11
35,324(ⅩⅣ),5.32558153235e+11
36,324(ⅩⅤ),4.01802478063e+11
