,D,norm
0,1,1.47234576183e+12
1,3,23075574254.6
2,4,33834977012.6
3,9,87356814645.8
4,12,1.88509900931e+11
5,27(Ⅰ),3.19214048933e+11
6,27(Ⅱ),1.79135364999e+11
7,27(Ⅲ),1.2997542283e+11
8,36(Ⅰ),1.75586106086e+11
9,36(Ⅱ),1.05394220757e+11
10,81(Ⅰ),6.80919007221e+11
11,81(Ⅱ),1.77376945654e+11
12,81(Ⅲ),92532477092.9
13,81(Ⅳ),3.95521393646e+11
14,81(Ⅴ),1.83532940641e+11
15,81(Ⅵ),1.73380116127e+11
16,108(Ⅰ),4.69212421239e+11
17,108(Ⅱ),97879175959.7
18,108(Ⅲ),97442773997.7
19,108(Ⅳ),1.86117666456e+11
20,108(Ⅴ),2.75620057123e+11
21,108(Ⅵ),1.0492913469e+11
22,324(Ⅰ),4.96471147977e+11
23,324(Ⅱ),1.9345158497e+11
24,324(Ⅲ),1.20612728617e+11
25,324(Ⅳ),5.44398760082e+11
26,324(Ⅴ),6.32868739136e+11
27,324(Ⅵ),3.98274680545e+11
28,324(Ⅶ),1.17925110527e+11
29,324(Ⅷ),3.2942174734e+11
30,324(Ⅸ),94811046788.8
31,324(Ⅹ),1.11176441705e+11
32,324(ⅩⅠ),1.67942525276e+11
33,324(ⅩⅡ),1.50209386711e+11
34,324(ⅩⅢ),2.15798930158e+11
35,324(ⅩⅣ),1.19968369284e+11
36,324(ⅩⅤ),1.35894048739e+11
