,D,norm
0,1,4.85129353095e+11
1,3,1700658281.94
2,4,38033395595.0
3,9,19372167867.2
4,12,39413672986.9
5,27(Ⅰ),1.21916113313e+11
6,27(Ⅱ),70858774909.3
7,27(Ⅲ),72278999621.3
8,36(Ⅰ),73174367616.6
9,36(Ⅱ),1.93633272939e+11
10,81(Ⅰ),1.81963144336e+11
11,81(Ⅱ),43536576105.3
12,81(Ⅲ),1.73831979299e+11
13,81(Ⅳ),78190505516.5
14,81(Ⅴ),1.28287685224e+11
15,81(Ⅵ),1.78613288909e+11
16,108(Ⅰ),2.05513623918e+11
17,108(Ⅱ),48347993217.0
18,108(Ⅲ),67006580176.5
19,108(Ⅳ),89153322048.7
20,108(Ⅴ),60146350086.9
21,108(Ⅵ),2.59730811367e+11
22,324(Ⅰ),3.12867296053e+11
23,324(Ⅱ),48137600820.6
24,324(Ⅲ),1.41949099555e+11
25,324(Ⅳ),3.39048392334e+11
26,324(Ⅴ),1.8100257685e+11
27,324(Ⅵ),77867725441.1
28,324(Ⅶ),65253830935.2
29,324(Ⅷ),1.68812089926e+11
30,324(Ⅸ),1.47854959749e+11
31,324(Ⅹ),58607598734.9
32,324(ⅩⅠ),1.93175861361e+11
33,324(ⅩⅡ),73947841157.8
34,324(ⅩⅢ),1.84766451909e+11
35,324(ⅩⅣ),1.3705426087e+11
36,324(ⅩⅤ),1.63153320634e+11
