,D,norm
0,1,1.21856062911e+13
1,3,34620148672.3
2,4,5.07206527652e+11
3,9,1.14511591564e+12
4,12,1.26301732536e+12
5,27(Ⅰ),7.9628815618e+11
6,27(Ⅱ),6.59139314219e+11
7,27(Ⅲ),9.99770812133e+11
8,36(Ⅰ),5.30641057185e+12
9,36(Ⅱ),9.30432956034e+11
10,81(Ⅰ),1.37681271533e+12
11,81(Ⅱ),6.07751333657e+11
12,81(Ⅲ),8.72939118731e+11
13,81(Ⅳ),3.55040281514e+12
14,81(Ⅴ),1.93437400802e+12
15,81(Ⅵ),1.59631133696e+12
16,108(Ⅰ),1.01455546087e+12
17,108(Ⅱ),8.11865701694e+11
18,108(Ⅲ),1.2131910624e+12
19,108(Ⅳ),1.60099479471e+12
20,108(Ⅴ),2.23663421178e+12
21,108(Ⅵ),1.94978958792e+12
22,324(Ⅰ),3.84490198061e+12
23,324(Ⅱ),1.97397004707e+12
24,324(Ⅲ),4.09105057228e+11
25,324(Ⅳ),2.73286125089e+12
26,324(Ⅴ),2.30255962661e+12
27,324(Ⅵ),3.06606341329e+12
28,324(Ⅶ),1.86640939545e+12
29,324(Ⅷ),2.30679386048e+12
30,324(Ⅸ),2.30784153372e+12
31,324(Ⅹ),1.38557001426e+12
32,324(ⅩⅠ),2.10306710086e+12
33,324(ⅩⅡ),1.43095243252e+12
34,324(ⅩⅢ),2.91334089767e+12
35,324(ⅩⅣ),1.31310123677e+12
36,324(ⅩⅤ),2.29992968553e+12
