,D,norm
0,1,7.20984867391e+11
1,3,34643007158.6
2,4,11080664379.6
3,9,20664167861.7
4,12,64913820459.2
5,27(Ⅰ),1.88191970747e+11
6,27(Ⅱ),50879772682.5
7,27(Ⅲ),14417539871.5
8,36(Ⅰ),1.05057316934e+11
9,36(Ⅱ),1.72959060994e+11
10,81(Ⅰ),2.67296274163e+11
11,81(Ⅱ),41652205029.7
12,81(Ⅲ),47042550064.6
13,81(Ⅳ),1.34743762044e+11
14,81(Ⅴ),72250043626.5
15,81(Ⅵ),1.28211663331e+11
16,108(Ⅰ),2.49050415791e+11
17,108(Ⅱ),41245817783.6
18,108(Ⅲ),25909267898.6
19,108(Ⅳ),1.34936510078e+11
20,108(Ⅴ),1.13970954436e+11
21,108(Ⅵ),1.20892917428e+11
22,324(Ⅰ),4.1839779692e+11
23,324(Ⅱ),63670951889.4
24,324(Ⅲ),54320037373.8
25,324(Ⅳ),4.90744868469e+11
26,324(Ⅴ),3.42643386151e+11
27,324(Ⅵ),1.7417269721e+11
28,324(Ⅶ),1.2761326966e+11
29,324(Ⅷ),2.02008755646e+11
30,324(Ⅸ),1.03250159524e+11
31,324(Ⅹ),87876328874.3
32,324(ⅩⅠ),43352992573.3
33,324(ⅩⅡ),1.06651112249e+11
34,324(ⅩⅢ),47931211571.2
35,324(ⅩⅣ),1.48324204434e+11
36,324(ⅩⅤ),97110274548.6
