,D,norm
0,1,5.90673969993e+11
1,3,10688566545.0
2,4,67837867012.8
3,9,71395655485.9
4,12,83062547122.6
5,27(Ⅰ),1.18627182066e+11
6,27(Ⅱ),46273495399.2
7,27(Ⅲ),15939219924.5
8,36(Ⅰ),1.23905029028e+11
9,36(Ⅱ),69051233608.0
10,81(Ⅰ),31424653655.0
11,81(Ⅱ),1.63775540012e+11
12,81(Ⅲ),1.17809008386e+11
13,81(Ⅳ),2.03185438808e+11
14,81(Ⅴ),1.1485733998e+11
15,81(Ⅵ),1.82223796482e+11
16,108(Ⅰ),1.16661560075e+11
17,108(Ⅱ),1.31368026629e+11
18,108(Ⅲ),48952689134.3
19,108(Ⅳ),93904730552.3
20,108(Ⅴ),2.30245510548e+11
21,108(Ⅵ),1.23795033863e+11
22,324(Ⅰ),1.41000827421e+11
23,324(Ⅱ),75899982202.9
24,324(Ⅲ),92924409422.3
25,324(Ⅳ),3.16563949696e+11
26,324(Ⅴ),1.67734493646e+11
27,324(Ⅵ),94573610145.5
28,324(Ⅶ),2.6973494959e+11
29,324(Ⅷ),1.18948071236e+11
30,324(Ⅸ),94716828507.9
31,324(Ⅹ),2.61000392757e+11
32,324(ⅩⅠ),1.47249290793e+11
33,324(ⅩⅡ),1.42074268938e+11
34,324(ⅩⅢ),3.20062496794e+11
35,324(ⅩⅣ),1.45333687517e+11
36,324(ⅩⅤ),1.35878446363e+11
