,D,norm
0,1,9.83175368704e+11
1,3,1556681403.17
2,4,38813025700.5
3,9,41075674978.9
4,12,32615656565.2
5,27(Ⅰ),1.61638612122e+11
6,27(Ⅱ),51481050438.1
7,27(Ⅲ),41359954662.4
8,36(Ⅰ),3.04734598269e+11
9,36(Ⅱ),1.07707024361e+11
10,81(Ⅰ),1.57503626133e+11
11,81(Ⅱ),1.44308378157e+11
12,81(Ⅲ),90587552078.4
13,81(Ⅳ),1.03721465469e+11
14,81(Ⅴ),80283146701.3
15,81(Ⅵ),78204646406.1
16,108(Ⅰ),5.28024924378e+11
17,108(Ⅱ),18353118464.1
18,108(Ⅲ),62522479351.8
19,108(Ⅳ),1.68249913707e+11
20,108(Ⅴ),1.11587042785e+11
21,108(Ⅵ),82636369726.1
22,324(Ⅰ),3.40068753871e+11
23,324(Ⅱ),70887332882.4
24,324(Ⅲ),12302608610.4
25,324(Ⅳ),4.53059776927e+11
26,324(Ⅴ),2.6479471738e+11
27,324(Ⅵ),1.84748439841e+11
28,324(Ⅶ),1.58708249976e+11
29,324(Ⅷ),1.33964229222e+11
30,324(Ⅸ),1.25587994833e+11
31,324(Ⅹ),77422803121.5
32,324(ⅩⅠ),1.19766664912e+11
33,324(ⅩⅡ),91507980257.4
34,324(ⅩⅢ),1.51333449287e+11
35,324(ⅩⅣ),80905208205.9
36,324(ⅩⅤ),1.42081399108e+11
