,D,norm
0,1,1.62534068743e+12
1,3,63592804117.9
2,4,73271822002.4
3,9,3.12152497197e+11
4,12,3.38442545532e+11
5,27(Ⅰ),1.25483906712e+11
6,27(Ⅱ),89948616221.2
7,27(Ⅲ),66300682131.3
8,36(Ⅰ),2.00141139157e+11
9,36(Ⅱ),5.37747442741e+11
10,81(Ⅰ),3.71210050871e+11
11,81(Ⅱ),1.30932387916e+11
12,81(Ⅲ),2.21035312356e+11
13,81(Ⅳ),4.13995335581e+11
14,81(Ⅴ),2.66528648914e+11
15,81(Ⅵ),2.72885764561e+11
16,108(Ⅰ),3.75193580878e+11
17,108(Ⅱ),2.07293287659e+11
18,108(Ⅲ),85377471537.4
19,108(Ⅳ),1.77606482059e+11
20,108(Ⅴ),2.69592018814e+11
21,108(Ⅵ),3.33842663375e+11
22,324(Ⅰ),1.48310137942e+11
23,324(Ⅱ),1.5568256695e+11
24,324(Ⅲ),2.23029210791e+11
25,324(Ⅳ),7.70333093097e+11
26,324(Ⅴ),4.77689412127e+11
27,324(Ⅵ),3.13991070763e+11
28,324(Ⅶ),5.17650709705e+11
29,324(Ⅷ),6.39115438541e+11
30,324(Ⅸ),2.8996081876e+11
31,324(Ⅹ),4.35413850789e+11
32,324(ⅩⅠ),4.24933506739e+11
33,324(ⅩⅡ),3.39151173788e+11
34,324(ⅩⅢ),4.80738824939e+11
35,324(ⅩⅣ),4.4227391201e+11
36,324(ⅩⅤ),3.73979586734e+11
