,D,norm
0,1,1.7510160131e+14
1,3,6.24807103049e+11
2,4,6.02522183776e+11
3,9,3.05642683267e+12
4,12,5.24613405489e+12
5,27(Ⅰ),7.95507127308e+12
6,27(Ⅱ),1.54585338313e+13
7,27(Ⅲ),1.48977368282e+12
8,36(Ⅰ),2.04552117054e+13
9,36(Ⅱ),1.38206119232e+13
10,81(Ⅰ),5.27241395163e+13
11,81(Ⅱ),1.36786455144e+13
12,81(Ⅲ),2.92251246976e+12
13,81(Ⅳ),2.55054214156e+13
14,81(Ⅴ),1.18192379048e+13
15,81(Ⅵ),1.19031461041e+13
16,108(Ⅰ),1.11043301458e+13
17,108(Ⅱ),4.39209109184e+12
18,108(Ⅲ),2.81343181291e+12
19,108(Ⅳ),2.89789484804e+13
20,108(Ⅴ),1.97385415666e+13
21,108(Ⅵ),1.10314758476e+13
22,324(Ⅰ),4.41173303507e+13
23,324(Ⅱ),3.79418673825e+12
24,324(Ⅲ),4.52659153093e+12
25,324(Ⅳ),3.15995302117e+13
26,324(Ⅴ),3.39627848575e+13
27,324(Ⅵ),2.67474195137e+13
28,324(Ⅶ),1.28740170656e+13
29,324(Ⅷ),1.80971795768e+13
30,324(Ⅸ),1.10873157118e+13
31,324(Ⅹ),1.97757648384e+13
32,324(ⅩⅠ),2.97236520492e+13
33,324(ⅩⅡ),1.36132291902e+13
34,324(ⅩⅢ),1.22930409674e+13
35,324(ⅩⅣ),1.11431379863e+13
36,324(ⅩⅤ),1.1541498803e+13
