,D,norm
0,1,1.61965272871e+14
1,3,2.01067004623e+12
2,4,1.28919320303e+12
3,9,3.75196222016e+12
4,12,1.22968545837e+13
5,27(Ⅰ),1.06114039644e+13
6,27(Ⅱ),1.20745175217e+13
7,27(Ⅲ),4.11730671028e+12
8,36(Ⅰ),2.02612661399e+13
9,36(Ⅱ),1.49497386131e+13
10,81(Ⅰ),5.43386139852e+13
11,81(Ⅱ),1.60413840922e+13
12,81(Ⅲ),3.58793180779e+12
13,81(Ⅳ),1.97393138145e+13
14,81(Ⅴ),1.68904769498e+13
15,81(Ⅵ),1.88930217911e+13
16,108(Ⅰ),9.87194377495e+12
17,108(Ⅱ),5.63829352849e+12
18,108(Ⅲ),5.46993598386e+12
19,108(Ⅳ),2.81512477946e+13
20,108(Ⅴ),1.85182977141e+13
21,108(Ⅵ),1.61291557767e+13
22,324(Ⅰ),5.23336914248e+13
23,324(Ⅱ),5.02047738471e+12
24,324(Ⅲ),4.68930389512e+12
25,324(Ⅳ),3.08513662706e+13
26,324(Ⅴ),3.51368049569e+13
27,324(Ⅵ),2.51031047507e+13
28,324(Ⅶ),1.50682816396e+13
29,324(Ⅷ),2.01461682841e+13
30,324(Ⅸ),1.58478503855e+13
31,324(Ⅹ),2.2022086787e+13
32,324(ⅩⅠ),2.08737396853e+13
33,324(ⅩⅡ),1.42095884415e+13
34,324(ⅩⅢ),1.60656064411e+13
35,324(ⅩⅣ),1.61127697989e+13
36,324(ⅩⅤ),1.6001553126e+13
