,D,norm
0,1,1.21846348149e+12
1,3,28359430972.9
2,4,30399850320.5
3,9,20533913899.8
4,12,99706825260.5
5,27(Ⅰ),2.30295536018e+11
6,27(Ⅱ),28565106857.7
7,27(Ⅲ),15210652709.8
8,36(Ⅰ),2.18296241689e+11
9,36(Ⅱ),1.65803882664e+11
10,81(Ⅰ),2.86924741041e+11
11,81(Ⅱ),1.34908839514e+11
12,81(Ⅲ),1.21920737816e+11
13,81(Ⅳ),1.77319671245e+11
14,81(Ⅴ),1.04841901634e+11
15,81(Ⅵ),1.08829185367e+11
16,108(Ⅰ),2.26956227208e+11
17,108(Ⅱ),46147471511.6
18,108(Ⅲ),48724839655.5
19,108(Ⅳ),2.46830028917e+11
20,108(Ⅴ),93067924949.1
21,108(Ⅵ),1.29483857063e+11
22,324(Ⅰ),5.3229386478e+11
23,324(Ⅱ),89172898035.9
24,324(Ⅲ),49795039959.5
25,324(Ⅳ),5.01932242527e+11
26,324(Ⅴ),3.08438121965e+11
27,324(Ⅵ),1.97421263855e+11
28,324(Ⅶ),74370406100.5
29,324(Ⅷ),1.28137221972e+11
30,324(Ⅸ),1.8461155349e+11
31,324(Ⅹ),1.52525007205e+11
32,324(ⅩⅠ),92895186624.6
33,324(ⅩⅡ),80732450464.5
34,324(ⅩⅢ),1.48895083685e+11
35,324(ⅩⅣ),1.01425150157e+11
36,324(ⅩⅤ),83458929745.9
