,name,pop,lat,lon,
356,Harz,219618,51.7499207,10.6334206,
357,Jerichower Land,91359,52.2598284,11.9890582,
358,Magdeburg,232305,52.1315889,11.6399609,
359,Mansfeld-Südharz,142054,51.593159,11.4522586,
360,Saalekreis,186510,51.4545448,11.8504631783,
361,Salzlandkreis,196750,51.8508739,11.6007040109,
362,Stendal,114668,52.6051341,11.8593217,
363,Wittenberg,128721,51.91552465,12.6427281489,
364,Dithmarschen,132685,54.0744326,9.2881557,
365,Flensburg,84694,54.7833021,9.4333264,
366,Herzogtum Lauenburg,190703,53.6082248,10.5105236,
367,Kiel,243148,54.3216753,10.1371858,
368,Lübeck,214420,53.8664436,10.6847384,
369,Neumünster,77588,54.0715956,9.9865296,
370,Nordfriesland,162203,54.6072964,8.8840629,
371,Ostholstein,198355,54.1766629,10.84762,
372,Pinneberg,304087,53.6615506,9.7968682,
373,Plön,126865,54.1580815,10.4177105,
374,Rendsburg-Eckernförde,268628,54.32778565,9.7204796572,
375,Schleswig-Flensburg,195593,54.7743578,9.447881,
376,Segeberg,264972,53.9232287,10.1612312,
377,Steinburg,130218,53.9409342,9.5157896,
378,Stormarn,236705,53.7215127,10.3586145,
379,Altenburger Land,92705,50.9574967,12.3084845703,
380,Eichsfeld,100730,51.4758395,7.488074,
381,Eisenach,41884,50.9833,10.3166999,
382,Erfurt,206219,50.9777974,11.0287364,
383,Gera,94492,50.8772301,12.0796208,
384,Gotha,135381,50.9462725,10.6945265,
385,Greiz,101382,50.6562556,12.2008694,
386,Hildburghausen,64673,50.4266785,10.7296992,
387,Ilm-Kreis,108899,50.73144175,10.9314099233,
388,Jena,108207,50.9331401,11.5833091,
389,Kyffhäuserkreis,77148,51.31461125,10.8386459418,
390,Nordhausen,85055,51.504916,10.7925145,
391,Saale-Holzland-Kreis,83966,50.9166089,11.8097050574,
392,Saale-Orla-Kreis,82887,50.58645455,11.7761741819,
393,Saalfeld-Rudolstadt,109646,50.6481277,11.3616652,
394,Schmalkalden-Meiningen,125056,50.722024,10.4514289,
395,Sömmerda,70537,51.1620125,11.1178539,
396,Sonneberg,56809,50.3575412,11.1691714,
397,Suhl,36208,50.6086518,10.6926437,
398,Unstrut-Hainich-Kreis,103922,51.1880771,10.5737597164,
399,Wartburgkreis,125835,50.88491535,10.2375982898,
400,Weimar,63477,50.9802813,11.3290855,
401,Weimarer Land,81641,50.95679885,11.2053748223,ger
402,Eisenstadt (Stadt),13101,47.83875775,16.536215865,aus
403,Eisenstadt-Umgebung,40936,47.8545964,16.668686334,
404,Güssing,26624,47.058765,16.3243364,
405,Jennersdorf,17573,46.9376401,16.1424422,
406,Mattersburg,39050,47.72096675,16.3841730409,
407,Neusiedl am See,55337,47.9491855,16.8425149,
408,Oberpullendorf,37583,47.5012557,16.505547,
409,Oberwart,53585,47.2861513,16.2124214,
410,Rust (Stadt),1896,47.8003348,16.6749878,
411,Feldkirchen,30285,46.7205396,14.0987985,
412,Hermagor,18718,46.6538637,13.1002620036,
413,Klagenfurt Land,58499,46.5821384,14.1508411979,
414,Klagenfurt (Stadt),94483,46.64156035,14.3027720067,
415,Sankt Veit an der Glan,56061,46.7672516,14.3613196,
416,Spittal an der Drau,78043,46.7982211,13.4963308,
417,Villach Land,64499,46.63673265,13.6788723136,
418,Villach (Stadt),59324,46.61340635,13.8269610987,
419,Völkermarkt,42237,46.5990959,14.6918849636,
420,Wolfsberg,54024,46.8390956,14.8448315,
421,Amstetten,112355,48.0897643,14.7326052197,
422,Baden,139039,48.0085749,16.2334951,
423,Bruck an der Leitha,42910,48.0255094,16.7790041,
424,Gänserndorf,95841,48.3404132,16.7184526,
425,Gmünd,37761,46.9065611,13.5359844,
426,Hollabrunn,50301,48.5625384,16.0798033,
427,Horn,31429,48.7296109,15.6446483653,
428,Korneuburg,75281,48.44041125,16.2137866452,
429,Krems an der Donau (Stadt),24032,48.4098093,15.6063186641,
430,Krems (Land),55874,48.4509881,15.4820293972,
431,Lilienfeld,26369,48.0149797,15.5966191,
432,Melk,76344,48.2272068,15.3369992,
433,Mistelbach,73962,48.56451565,16.5344861529,
434,Mödling,114086,48.0782179,16.2770714943,
435,Neunkirchen,85460,47.66438595,15.9680330485,
436,Sankt Pölten (Land),96522,48.1385839,15.8176063691,
437,Sankt Pölten (Stadt),51955,48.193315,15.6198714983,
438,Scheibbs,41020,48.0036771,15.1642501,
439,Tulln,70963,48.3478322,15.9632678771,
440,Waidhofen an der Thaya,26738,48.8475066,15.3783421592,
441,Waidhofen an der Ybbs (Stadt),11455,47.95126495,14.7445258559,
442,Wiener Neustadt (Land),75064,47.86594825,15.9441992946,
443,Wiener Neustadt (Stadt),41305,47.8087008,16.2369729243,
444,Wien Umgebung,114920,48.073257,16.4960882552,
445,Zwettl,43707,48.55353765,15.068078082,
446,Braunau am Inn,97826,48.253136,13.039506,
447,Eferding,31741,48.3082607,14.0203999,
448,Freistadt,65113,48.5112961,14.5047566,
449,Gmunden,99403,47.9185855,13.8003048,
450,Grieskirchen,62555,48.235011,13.826192,
451,Kirchdorf an der Krems,55557,47.85374205,14.2458938397,
452,Linz-Land,139116,48.1730987,14.3124526,
453,Linz (Stadt),189889,48.2948808,14.301744083,
454,Perg,65738,48.29053155,14.6974639923,
455,Ried im Innkreis,58553,48.2085868,13.48839,
456,Rohrbach,56688,48.5728849,13.9897981174,
457,Schärding,56426,48.4569975,13.4318,
458,Steyr-Land,58700,47.9071065,14.5283802057,
459,Steyr (Stadt),38205,48.0564418,14.4185043458,
460,Urfahr-Umgebung,81400,48.4,14.2833333,
461,Vöcklabruck,130316,48.0078587,13.6460378,
462,Wels-Land,67945,48.13,13.93,
463,Wels (Stadt),58591,48.1563978,14.0246656,
464,Hallein,57651,47.6821521,13.0956313,
465,Salzburg,145270,47.8001977,13.0410592,
466,Salzburg-Umgebung,143081,47.8331394,13.1840938569,
467,Sankt Johann im Pongau,78138,47.2845718,13.3403548088,
468,Tamsweg,20502,47.1261065,13.8103817,
469,Zell am See,84424,47.3239539,12.7962369,
470,Bruck-Mürzzuschlag,101979,47.56783755,15.3793010026,
471,Deutschlandsberg,60689,46.8184067,15.212387,
472,Graz (Stadt),261726,47.0749638,15.4452153,
473,Graz-Umgebung,143258,47.1097664,15.280327967,
474,Hartberg-Fürstenfeld,90117,47.2478715,15.9284805472,
475,Leibnitz,79446,46.81618915,15.5397766162,
476,Leoben,61912,47.3827417,15.0942137,
477,Liezen,80144,47.567685,14.2420508,
478,Murau,29186,47.11224,14.16919,
479,Murtal,73684,47.23281755,14.7130631645,
480,Südoststeiermark,86598,46.85967165,15.8503647474,
481,Voitsberg,52063,47.0504742,15.1474771,
482,Weiz,87773,47.2174206,15.6221694,
483,Imst,56557,47.2381536,10.7406982,
484,Innsbruck-Land,166762,47.2065094,11.38369459,
485,Innsbruck-Stadt,119617,47.2655707,11.3934374,
486,Kitzbühel,61705,47.4463585,12.3911473,
487,Kufstein,101047,47.582996,12.1692134,
488,Landeck,43591,47.1424135,10.5704571,
489,Lienz,49319,48.3059078,14.286198,
490,Reutte,31618,47.4891092,10.7187955,
491,Schwaz,79103,47.3449529,11.7084253,
492,Bludenz,61025,47.153037,9.8219314,
493,Bregenz,126930,47.5008652,9.7479477,
494,Dornbirn,82386,47.4135969,9.7423955,
495,Feldkirch,100099,47.2375671,9.5981724,
496,Alsergrund,39291,48.22494185,16.358415885,
497,Brigittenau,83356,48.2442356,16.3781463499,
498,Döbling,68307,48.2612506,16.3284710204,
499,Donaustadt,161419,48.2143607,16.4861263464,
500,Favoriten,177989,48.1529937,16.3828218365,
501,Floridsdorf,143962,48.27981505,16.4121345553,
502,Hernals,52520,48.23567325,16.2844383382,
503,Hietzing,50626,48.183,16.2939672,
504,Innere Stadt,16374,48.20885945,16.3697671434,
505,Josefstadt,23529,48.2108519,16.3473598619,
506,Landstraße,84527,48.19364355,16.3962863914,
507,Leopoldstadt,96113,48.2006384,16.4268953115,
508,Liesing,94456,48.14110605,16.2939118777,
509,Margareten,52595,48.18807345,16.3533860772,
510,Mariahilf,29375,48.1954789,16.347190332,
511,Meidling,88503,48.1719649,16.3286874076,
512,Neubau,30019,48.20208325,16.3490612031,
513,Ottakring,95694,48.2149566,16.3020868769,
514,Penzing,84871,48.22566175,16.2227901448,
515,Rudolfsheim-Fünfhaus,71286,48.195607,16.3264819411,
516,Simmering,91087,48.16310865,16.4580088051,
517,Währing,47627,48.23410535,16.321654225,
518,Wieden,30701,48.2083537,16.3725042,aus
519,Haguenau,130835,48.8172236,7.7885978,fra
520,Molsheim,99024,48.5436171,7.4930563,
521,Saverne,93471,48.7420277,7.3625104,
522,Sélestat-Erstein,153829,48.304258,7.486580029,
523,Strasbourg-Campagne,284815,48.6032392,7.7569783,
524,Strasbourg-Ville,274394,48.585401,7.7335399,
525,Wissembourg,68299,49.0383877,7.9490308,
526,Boulay-Moselle,79847,49.1842243,6.4935123,
527,Château-Salins,29818,48.8230783,6.5113122,
528,Forbach,167518,49.1861533,6.8957413,
