,D,norm
0,1,8.21679803409e+11
1,3,80637175622.7
2,4,3600614211.73
3,9,1.28295308545e+11
4,12,1.37069839607e+11
5,27(Ⅰ),1.26992923875e+11
6,27(Ⅱ),44408183792.0
7,27(Ⅲ),1.91055038138e+11
8,36(Ⅰ),1.75807758306e+11
9,36(Ⅱ),1.39633172757e+11
10,81(Ⅰ),84774782214.1
11,81(Ⅱ),29373753917.5
12,81(Ⅲ),1.00615943594e+11
13,81(Ⅳ),2.14664994568e+11
14,81(Ⅴ),2.43142651723e+11
15,81(Ⅵ),1.74145466839e+11
16,108(Ⅰ),1.24862852643e+11
17,108(Ⅱ),49566442805.4
18,108(Ⅲ),99135560229.1
19,108(Ⅳ),1.95493462405e+11
20,108(Ⅴ),2.53198669043e+11
21,108(Ⅵ),2.62852722239e+11
22,324(Ⅰ),1.3598214747e+11
23,324(Ⅱ),1.37537471042e+11
24,324(Ⅲ),2.20969728864e+11
25,324(Ⅳ),6.67325872761e+11
26,324(Ⅴ),2.09419007464e+11
27,324(Ⅵ),1.96263667099e+11
28,324(Ⅶ),1.46724173734e+11
29,324(Ⅷ),1.4381415085e+11
30,324(Ⅸ),2.9165057087e+11
31,324(Ⅹ),2.88782714046e+11
32,324(ⅩⅠ),1.64575760874e+11
33,324(ⅩⅡ),1.98287699754e+11
34,324(ⅩⅢ),1.50079699111e+11
35,324(ⅩⅣ),3.39066452308e+11
36,324(ⅩⅤ),2.90486742558e+11
