,D,norm
0,1,1.09002392977e+12
1,3,1.1683194822e+11
2,4,29180772943.2
3,9,79143906055.7
4,12,1.04681364393e+11
5,27(Ⅰ),75244140525.3
6,27(Ⅱ),61750781987.1
7,27(Ⅲ),94427396456.5
8,36(Ⅰ),1.35184444149e+11
9,36(Ⅱ),2.69499642955e+11
10,81(Ⅰ),1.7288957906e+11
11,81(Ⅱ),32590225721.6
12,81(Ⅲ),69621423376.3
13,81(Ⅳ),1.96505408591e+11
14,81(Ⅴ),2.26692531303e+11
15,81(Ⅵ),1.84240166937e+11
16,108(Ⅰ),2.38834829105e+11
17,108(Ⅱ),63159120478.4
18,108(Ⅲ),50480889840.7
19,108(Ⅳ),2.05078877517e+11
20,108(Ⅴ),1.55738633354e+11
21,108(Ⅵ),2.39159430278e+11
22,324(Ⅰ),4.04297083104e+11
23,324(Ⅱ),43459555654.3
24,324(Ⅲ),1.26946617746e+11
25,324(Ⅳ),6.29411551457e+11
26,324(Ⅴ),1.89159562872e+11
27,324(Ⅵ),2.60692736609e+11
28,324(Ⅶ),2.70369848359e+11
29,324(Ⅷ),2.35171884477e+11
30,324(Ⅸ),2.80077460363e+11
31,324(Ⅹ),3.17959376025e+11
32,324(ⅩⅠ),1.46978294267e+11
33,324(ⅩⅡ),1.92810028491e+11
34,324(ⅩⅢ),2.25786903892e+11
35,324(ⅩⅣ),1.8765264469e+11
36,324(ⅩⅤ),3.439814861e+11
