,D,norm
0,1,2.28683133966e+12
1,3,9884165397.72
2,4,1.452134345e+11
3,9,8.98087648288e+11
4,12,7.42203043783e+11
5,27(Ⅰ),1.55660643322e+12
6,27(Ⅱ),4.05509985799e+11
7,27(Ⅲ),6.59140649586e+11
8,36(Ⅰ),1.29434498691e+12
9,36(Ⅱ),1.32806932991e+12
10,81(Ⅰ),2.2298666091e+12
11,81(Ⅱ),9.5075086932e+11
12,81(Ⅲ),9.21519309951e+11
13,81(Ⅳ),1.14391123946e+12
14,81(Ⅴ),1.66746542358e+12
15,81(Ⅵ),8.35215034325e+11
16,108(Ⅰ),5.93945408389e+11
17,108(Ⅱ),6.92206145893e+11
18,108(Ⅲ),7.25503303358e+11
19,108(Ⅳ),1.06097061478e+12
20,108(Ⅴ),1.19669034677e+12
21,108(Ⅵ),8.24585907088e+11
22,324(Ⅰ),1.22627616991e+12
23,324(Ⅱ),5.22233133839e+11
24,324(Ⅲ),2.81247666102e+11
25,324(Ⅳ),1.58335764579e+12
26,324(Ⅴ),2.30009206244e+12
27,324(Ⅵ),1.6430503259e+12
28,324(Ⅶ),8.30962601626e+11
29,324(Ⅷ),1.39450611913e+12
30,324(Ⅸ),1.74526696858e+12
31,324(Ⅹ),1.63570862747e+12
32,324(ⅩⅠ),1.07571620955e+12
33,324(ⅩⅡ),1.52302987071e+12
34,324(ⅩⅢ),5.96545764825e+11
35,324(ⅩⅣ),1.25279978527e+12
36,324(ⅩⅤ),9.03312460659e+11
