,naiseki
0,1017838.55556
1,52084.974814
2,70146.3779711
3,77857.6666667
4,-24077.6666667
5,100889.666667
6,-64996.4696525
7,-28200.703243
8,-61290.6408634
9,233614.3007
10,134349.306333
11,137350.442471
12,-20814.2773599
13,19189.7789345
14,-144128.514549
15,-82731.0397727
16,-267136.810204
17,120195.577141
18,122320.648711
19,-209243.483691
20,108955.07967
21,228905.841559
22,-78381.8394509
23,-27333.5427441
24,-56096.8739331
25,98568.8273658
26,55392.390144
27,56041.2461468
28,55356.5304691
29,167233.844833
30,249685.84351
31,101760.417397
32,76054.8115049
33,-108896.783152
34,-135406.797239
35,23712.0079079
36,-153785.118306
37,197322.59263
38,5271.36320262
39,27167.086613
40,83093.6499219
41,28029.0348371
42,-41988.3542203
43,231532.370502
44,73938.6205748
45,114837.658535
46,-98053.2009847
47,-175566.97319
48,-92628.6313128
49,-221854.096321
50,104659.935344
51,-18436.0165075
52,-7989.95307402
53,98041.4393275
54,-88451.4639819
55,-100690.307069
56,-72372.7362547
57,5711.91330199
58,191265.360969
59,77637.9139352
60,186327.988808
61,-81495.3184048
62,23262.2644234
63,-34862.4149976
64,39343.0462997
65,-101425.348312
66,-61314.9794492
67,-135830.563542
68,92135.4445927
69,122931.357397
70,-92218.1821001
71,138592.691321
72,129681.06292
73,-1310.19513913
74,22402.8227948
75,-113487.243223
76,119388.653991
77,-135935.383765
78,181777.120582
79,257330.673695
80,43119.1019906
81,-237854.803105
82,299320.051623
83,3507.05965473
84,71661.0282282
85,-102015.121336
86,-82115.1491084
87,130752.747261
88,166374.363048
89,-80174.3264655
90,116160.998501
91,57174.0373895
92,97309.7091903
93,28614.6114109
94,-95506.9653256
95,-17327.2134863
96,24141.3778759
97,-11656.1874046
98,23569.96217
99,92513.9335224
100,-128012.16961
101,24880.3444688
102,53186.7677701
103,52552.2368435
104,-203230.212748
105,42762.1109285
106,33061.111955
107,60785.1809246
108,248696.53308
109,-47482.358552
110,120566.688978
111,24588.6592779
112,-87720.8535553
113,-171941.699437
114,-73349.3134999
115,151402.463698
116,72652.2048324
117,-155971.988811
118,80529.8682611
119,-210285.397037
120,4741.32817767
121,161272.090753
122,185846.08449
123,-85717.4258695
124,129147.931017
125,-47316.7909007
126,-229677.884841
127,168350.422747
128,-2690.24523558
129,246948.270421
130,-197048.392263
131,6737.88152238
132,-147935.193402
133,-260977.976193
134,114162.996433
135,-195284.091916
136,-221504.342483
137,122083.077714
138,55410.3456363
139,266905.919254
140,-94414.2128394
141,-27938.3868129
142,41607.2819778
143,83165.8025843
144,149274.595166
145,-151667.854661
146,82163.7904739
147,185307.456253
148,66936.5759708
149,-18796.2202856
150,-130567.556379
151,44264.0719864
152,-180796.435732
153,63725.7126674
154,-28024.3391044
155,-83280.7816234
156,-67996.1565892
157,-185955.385102
158,-176925.166887
159,-67133.5598494
160,147516.958794
161,-115137.82288
162,-78125.6992781
163,262015.768138
164,-520344.499467
165,143641.155842
166,-98474.7840396
167,29213.1580337
168,96820.9078543
169,178958.779075
170,-100262.831281
171,-83524.1544807
172,102243.186892
173,-84228.0498703
174,163499.221027
175,11155.8977958
176,-35445.7515813
177,-146154.35668
178,101310.964664
179,-149670.385945
180,-34283.5842605
181,133130.605999
182,6291.11134157
183,55101.3410943
184,-252023.988386
185,26543.3085136
186,-159553.715085
187,-153571.883071
188,-216277.03525
189,-5297.37675256
190,284169.784032
191,116516.320446
192,75490.362776
193,15552.4507452
194,-44714.0411106
195,-277155.436974
196,101153.289544
197,-27933.2693108
198,-18172.5714417
199,196411.080953
200,-62586.2048187
201,108094.544281
202,-54542.6834807
203,-4199.41986307
204,20233.9740398
205,-254889.593941
206,10576.4040746
207,-46451.4670536
208,-28593.7840915
209,-29279.643715
210,87126.6392636
211,-107472.061667
212,-153546.126217
213,164342.482965
214,191601.579405
215,-49131.9096537
216,11732.6421935
217,-191944.215472
218,72063.0728979
219,98657.1294896
220,-114476.849413
221,-11127.7984728
222,-100070.196178
223,-224603.35612
224,-38282.2666472
225,146404.464817
226,11739.888325
227,-67064.7614698
228,-126054.806693
229,-228987.155115
230,-29022.2356154
231,-189834.855066
232,-164736.53161
233,-70480.1048891
234,33116.0046054
235,18634.9477444
236,12660.9847605
237,54678.8285104
238,-76148.7832233
239,17748.9663537
240,146917.449097
241,-161590.545958
242,-27512.4337123
243,-181979.19556
244,-143292.28645
245,29095.108916
246,-135698.767339
247,79642.1208845
248,-80985.6497967
249,25419.1327993
250,3210.54721984
251,-67320.9046355
252,25706.4838801
253,-148693.550253
254,-41170.0120921
255,-10548.5693948
256,250368.165601
257,181219.740295
258,-69412.1835568
259,150210.492953
260,104530.693176
261,-15005.7543214
262,-126444.4624
263,-151249.87165
264,20821.848584
265,-21417.9261232
266,89632.6667423
267,37183.2170934
268,-61184.0654625
269,10284.8893579
270,-135891.932855
271,62305.4365061
272,44165.7709879
273,-73691.6444396
274,11471.0921924
275,51647.1755412
276,-60884.2345343
277,-27016.694725
278,-78459.6802072
279,47474.1742416
280,-46921.203134
281,-220369.961152
282,-20350.9362887
283,-47442.6577976
284,4827.2820391
285,-36879.8283644
286,-198573.013663
287,65488.9059716
288,40226.0936855
289,-157851.551422
290,143539.643388
291,-52300.6859709
292,12037.6369764
293,80923.0916919
294,134229.246083
295,121635.604719
296,-49397.6050065
297,-70547.6449219
298,96343.1579727
299,78320.4175807
300,-118521.130183
301,152718.014267
302,-143069.101368
303,-38717.2400062
304,-72877.6950331
305,55288.9957446
306,39869.1442611
307,-31217.9266977
308,111645.558901
309,-16759.9623589
310,-47365.5523142
311,61725.5209081
312,-50911.8963876
313,137127.045463
314,-26652.5060768
315,113120.047327
316,-125912.968007
317,43705.6050535
318,-80580.253685
319,51398.8195556
320,268401.886417
321,-14090.922477
322,-160389.503787
323,-138391.225769
