2638,"Hunt, Texas",88493,33.1161567,-96.0808922
2639,"Hutchinson, Texas",21773,35.8148236,-101.34844
2640,"Irion, Texas",1574,31.2931196,-100.980073
2641,"Jack, Texas",8855,33.2127019,-98.1639199
2642,"Jackson, Texas",14739,28.9224028,-96.55561
2643,"Jasper, Texas",35552,30.9201995,-93.9965759
2644,"Jeff Davis, Texas",2204,30.7018281,-104.1501698
2645,"Jefferson, Texas",252235,32.7573626,-94.3451926
2646,"Jim Hogg, Texas",5255,27.0065425,-98.7047316
2647,"Jim Wells, Texas",41353,27.8067733,-98.1084601
2648,"Johnson, Texas",157456,32.3766071,-97.3568623
2649,"Jones, Texas",19936,32.7135946,-99.8606106
2650,"Karnes, Texas",14906,28.8791858,-97.9062893
2651,"Kaufman, Texas",111236,32.5670875,-96.3073324743
2652,"Kendall, Texas",38880,29.943885,-98.7258845
2653,"Kenedy, Texas",400,26.9205171,-97.7461361
2654,"Kent, Texas",785,33.1665316,-100.7846477
2655,"Kerr, Texas",50562,30.045717,-99.3884839
2656,"Kimble, Texas",4438,30.4744131,-99.8199792
2657,"King, Texas",262,33.588178,-100.2178972
2658,"Kinney, Texas",3526,29.326416,-100.4165707
2659,"Kleberg, Texas",32190,27.3983129,-97.7485096
2660,"Knox, Texas",3858,33.5871385,-99.7073621
2661,"Lamar, Texas",49523,33.6383552,-95.582343
2662,"Lamb, Texas",13574,34.0321667,-102.3429233
2663,"Lampasas, Texas",20156,31.063784,-98.1816957
2664,"La Salle, Texas",7474,28.3391148,-99.0982257
2665,"Lavaca, Texas",19721,29.3703333,-96.9334531
2666,"Lee, Texas",16742,30.3031353,-96.9588587
2667,"Leon, Texas",16861,31.2715127,-95.9953382
2668,"Liberty, Texas",78117,30.0501565,-94.8036268553
2669,"Limestone, Texas",23524,31.5261854,-96.580617
2670,"Lipscomb, Texas",3553,36.2695629,-100.2711772
2671,"Live Oak, Texas",12091,28.2678746,-98.101923
2672,"Llano, Texas",19510,30.758567,-98.6774674813
2673,"Loving, Texas",86,31.8364044,-103.5663536
2674,"Lubbock, Texas",293974,33.6725165,-101.858014189
2675,"Lynn, Texas",5771,33.1474257,-101.812592
2676,"Madison, Texas",13861,30.9551586,-95.9507234
2677,"Marion, Texas",10149,32.7931661,-94.344488
2678,"Martin, Texas",5460,32.2675039,-101.9190317
2679,"Mason, Texas",4071,30.7485085,-99.2316381578
2680,"Matagorda, Texas",36519,28.8879823,-96.0035095
2681,"Maverick, Texas",57023,28.792861,-100.3110817
2682,"McCulloch, Texas",8199,31.1699604,-99.3885277
2683,"McLennan, Texas",243441,31.5487691,-97.2189254
2684,"McMullen, Texas",805,28.3138785,-98.5527241
2685,"Medina, Texas",47894,29.2836281,-99.1126826
2686,"Menard, Texas",2147,30.9176736,-99.7864587
2687,"Midland, Texas",155830,31.9973662,-102.0779482
2688,"Milam, Texas",24256,30.7626867,-96.9981706
2689,"Mills, Texas",4870,31.4861082,-98.5527272
2690,"Mitchell, Texas",9076,32.2898049,-100.9213003
2691,"Montague, Texas",19416,33.6648266,-97.7205857
2692,"Montgomery, Texas",518947,30.301949,-95.5065944
2693,"Moore, Texas",22148,35.8156121,-101.9104355
2694,"Morris, Texas",12743,33.0738633,-94.7392197
2695,"Motley, Texas",1153,34.0395459,-100.7744062
2696,"Nacogdoches, Texas",65301,31.5970503,-94.5927451
2697,"Navarro, Texas",48195,32.0279525,-96.4985456
2698,"Newton, Texas",14138,30.8485337,-93.7574008
2699,"Nolan, Texas",15093,32.2719306,-100.3987748
2700,"Nueces, Texas",356221,27.7153774,-97.6199942
2701,"Ochiltree, Texas",10758,36.2559217,-100.8138152
2702,"Oldham, Texas",2070,35.3907651,-102.6193428
2703,"Orange, Texas",83433,30.1228634,-93.9041169
2704,"Palo Pinto, Texas",28096,32.7215726,-98.2814881
2705,"Panola, Texas",23769,32.1367712,-94.3130073
2706,"Parker, Texas",123164,32.7599475,-97.7935767
2707,"Parmer, Texas",9908,34.4901153,-102.768021
2708,"Pecos, Texas",15893,31.395836,-103.494624035
2709,"Polk, Texas",46079,30.7642828,-94.8192175
2710,"Potter, Texas",121627,35.3683354,-101.8776577
2711,"Presidio, Texas",6976,29.5608984,-104.3716924
2712,"Rains, Texas",11032,32.8685085,-95.7964017
2713,"Randall, Texas",128220,34.9444713,-101.8850309
2714,"Reagan, Texas",3755,31.3458428,-101.5295291
2715,"Real, Texas",3371,29.7949383,-99.8280905
2716,"Red River, Texas",12446,33.571979,-95.0429674
2717,"Reeves, Texas",14349,31.232003,-103.6583657
2718,"Refugio, Texas",7302,28.3045305,-97.2745885
2719,"Roberts, Texas",928,35.8309752,-100.8058034
2720,"Robertson, Texas",16500,31.0339058,-96.5079742
2721,"Rockwall, Texas",87809,32.9312336,-96.4597089
2722,"Runnels, Texas",10416,31.8282551,-99.9779922
2723,"Rusk, Texas",53923,31.7960064,-95.1502214
2724,"Sabine, Texas",10350,31.3325489,-93.8722218
2725,"San Augustine, Texas",8610,31.5299029,-94.1060282
2726,"San Jacinto, Texas",27099,30.5083577,-95.1902362
2727,"San Patricio, Texas",66915,27.9973226,-97.5130456
2728,"San Saba, Texas",5622,31.198787,-98.6987716878
2729,"Schleicher, Texas",3162,30.8791222,-100.5418961
2730,"Scurry, Texas",17328,32.7225172,-100.9052015
2731,"Shackelford, Texas",3343,32.7088752,-99.3307616
2732,"Shelby, Texas",25515,31.7716364,-94.1301652
2733,"Sherman, Texas",3084,33.617501,-96.5954934339
2734,"Smith, Texas",218842,32.3402898,-95.2563971
2735,"Somervell, Texas",8694,32.2275813,-97.7724138
2736,"Starr, Texas",62955,26.5630409,-98.7479897
2737,"Stephens, Texas",9405,32.6944793,-98.8200722
2738,"Sterling, Texas",1339,31.8151416,-101.0452671
2739,"Stonewall, Texas",1403,33.1571742,-100.2453011
2740,"Sutton, Texas",3972,30.5672947,-100.6432359
2741,"Swisher, Texas",7581,34.47235,-101.7119955
2742,"Tarrant, Texas",1945360,32.7513658,-97.335696
2743,"Taylor, Texas",135143,30.5707551,-97.4094438
2744,"Terrell, Texas",927,32.7359626,-96.2752569
2745,"Terry, Texas",12739,33.1514254,-102.3328121
2746,"Throckmorton, Texas",1608,33.1787153,-99.1775756
2747,"Titus, Texas",32506,33.2040399,-94.9651725
2748,"Tom Green, Texas",116608,31.3782559,-100.4133839
2749,"Travis, Texas",1151145,30.2878569,-97.7561392
2750,"Trinity, Texas",14224,31.0834452,-95.1219348
2751,"Tyler, Texas",21418,32.3512601,-95.3010624
2752,"Upshur, Texas",40354,32.7263725,-94.9286251
2753,"Upton, Texas",3454,31.3720387,-102.0386055
2754,"Uvalde, Texas",27117,29.300357,-99.7733181
2755,"Val Verde, Texas",48974,29.9153286,-101.1284631
2756,"Van Zandt, Texas",52910,32.5375642,-95.8292165
2757,"Victoria, Texas",91081,28.8297135,-96.9725369223
2758,"Walker, Texas",69789,30.6795741,-95.5522823
2759,"Waller, Texas",46820,29.9443902,-95.9955885
2760,"Ward, Texas",11625,31.5007583,-103.0781186
2761,"Washington, Texas",34438,30.2226352,-96.3936114
2762,"Webb, Texas",266673,27.6983621,-99.2523577
2763,"Wharton, Texas",41168,29.30524,-96.0754815379
2764,"Wheeler, Texas",5714,35.4453257,-100.2709552
2765,"Wichita, Texas",132355,33.9516534,-98.7088886
2766,"Wilbarger, Texas",12973,34.0265157,-99.2085961
2767,"Willacy, Texas",21903,26.4553947,-97.5947484
2768,"Williamson, Texas",489250,30.6580927,-97.6041649
2769,"Wilson, Texas",46402,29.1589961,-98.1251465
2770,"Winkler, Texas",7821,31.8005913,-103.0762299
2771,"Wise, Texas",61638,33.2139213,-97.6563925
2772,"Wood, Texas",42852,32.7577475,-95.3812941
2773,"Yoakum, Texas",8286,29.2877469,-97.151931
2774,"Young, Texas",18350,33.1508315,-98.6962766
2775,"Zapata, Texas",14319,26.9879626,-99.1673556
2776,"Zavala, Texas",12267,28.8366612,-99.767631
2777,"Beaver, Utah",6461,38.3335694,-113.2754828
2778,"Box Elder, Utah",51518,41.3586056,-113.2112072
2779,"Cache, Utah",118343,41.7042978,-111.7451159
2780,"Carbon, Utah",20660,39.6023917,-110.6505023
2781,"Daggett, Utah",1117,40.915567,-109.4798174
2782,"Davis, Utah",329692,41.0263758,-112.1197426
2783,"Duchesne, Utah",20380,40.2960433,-110.4715153
2784,"Emery, Utah",10631,38.9844774,-110.8038549
2785,"Garfield, Utah",5024,37.8018067,-111.5853156
2786,"Grand, Utah",9429,38.9634637,-109.6619899
2787,"Iron, Utah",47269,37.8546136,-113.2867347
2788,"Juab, Utah",10486,39.6949628,-112.8342117
2789,"Kane, Utah",7254,37.2439691,-112.0048393
2790,"Millard, Utah",12606,39.0364951,-113.0861444
2791,"Morgan, Utah",10608,41.0784068,-111.6509149
2792,"Piute, Utah",1484,38.310801,-112.1012191
2793,"Rich, Utah",2293,41.661286,-111.2123631
2794,"Salt Lake, Utah",1091742,40.6632297,-111.9103124
2795,"San Juan, Utah",15251,37.5859438,-109.7852018
2796,"Sanpete, Utah",28477,39.3606305,-111.5767825
2797,"Sevier, Utah",20773,38.7312956,-111.7866483
2798,"Summit, Utah",39105,40.8320852,-111.1233396
2799,"Tooele, Utah",61598,40.5307776,-112.29828
2800,"Uintah, Utah",36867,40.1943199,-109.5770955
2801,"Utah, Utah",560974,40.0881195,-111.6238946
2802,"Wasatch, Utah",27714,40.3348338,-111.1186992
2803,"Washington, Utah",151948,37.2393471,-113.525776
2804,"Wayne, Utah",2723,38.3079634,-111.1243088
2805,"Weber, Utah",240475,41.2728039,-111.8860648
2806,"Addison, Vermont",37009,44.0285618,-73.1491036
2807,"Bennington, Vermont",36445,42.8783183,-73.1971692
2808,"Caledonia, Vermont",30981,44.4678493,-72.0897101
2809,"Chittenden, Vermont",160531,44.4531756,-73.0673673
2810,"Essex, Vermont",6125,44.7065484,-71.7344471
2811,"Franklin, Vermont",48642,44.8753987,-72.9297141
2812,"Grand Isle, Vermont",6994,44.706737,-73.3042618
2813,"Lamoille, Vermont",25082,44.6090486,-72.6714363
2814,"Orange, Vermont",28859,43.9950352,-72.3763533
2815,"Orleans, Vermont",27082,44.8708524,-72.2565721
2816,"Rutland, Vermont",60086,43.6106237,-72.9726065
2817,"Washington, Vermont",58998,44.2690924,-72.6146505
2818,"Windham, Vermont",43714,43.0028875,-72.7634259
2819,"Windsor, Vermont",56014,43.5480465,-72.5944539
2820,"Accomack, Virginia",33021,37.7422207,-75.6743538
2821,"Albemarle, Virginia",104489,38.0085107,-78.6086754
2822,"Alexandria, Virginia",150575,38.8051095,-77.0470229
2823,"Alleghany, Virginia",15820,37.8167022,-80.0227166
2824,"Amelia, Virginia",12855,37.3319664,-78.008448
2825,"Amherst, Virginia",32041,37.5997548,-79.1483701
2826,"Appomattox, Virginia",15279,37.3719712,-78.8028108
2827,"Arlington, Virginia",226908,38.8903961,-77.0841585
2828,"Augusta, Virginia",73862,38.1793809,-79.1525761
2829,"Bath, Virginia",4563,38.0569352,-79.7473786
2830,"Bedford, Virginia",76583,37.3123905,-79.5399003
2831,"Bland, Virginia",6625,37.1312101,-81.1154109
2832,"Botetourt, Virginia",33100,37.5520825,-79.8029569
2833,"Bristol, Virginia",17184,36.5964948,-82.1884666
2834,"Brunswick, Virginia",16498,36.7788996,-77.8670883
2835,"Buchanan, Virginia",23106,37.2600448,-82.0320334
2836,"Buckingham, Virginia",16913,37.5558826,-78.5547172
2837,"Buena Vista, Virginia",6603,37.7342962,-79.3539292
2838,"Campbell, Virginia",54885,37.2158191,-79.1165953
2839,"Caroline, Virginia",29778,38.0320305,-77.362363
2840,"Carroll, Virginia",29621,36.7365816,-80.7439791
2841,"Charles City, Virginia",7023,37.3434765,-77.0730198
2842,"Charlotte, Virginia",12225,37.0416273,-78.6523968
2843,"Charlottesville, Virginia",45593,38.029306,-78.4766781
2844,"Chesapeake, Virginia",233371,36.7183708,-76.2466798
2845,"Chesterfield, Virginia",332499,37.3859982,-77.578509
2846,"Clarke, Virginia",14423,39.1235255,-77.9701240516
2847,"Colonial Heights, Virginia",17731,37.2535906,-77.4012463
2848,"Covington, Virginia",5802,37.7934528,-79.9939484
2849,"Craig, Virginia",5234,37.4760225,-80.1990826
2850,"Culpeper, Virginia",49166,38.4912207,-77.9618216
2851,"Cumberland, Virginia",9827,37.4966375,-78.2446058
2852,"Danville, Virginia",42444,36.5859718,-79.3950228
2853,"Dickenson, Virginia",15308,37.1226368,-82.359691
2854,"Dinwiddie, Virginia",27859,37.0712818,-77.6480714
2855,"Emporia, Virginia",5462,36.6964405,-77.5349314341
2856,"Essex, Virginia",11103,37.9140592,-76.9326385
2857,"Fairfax, Virginia",1137538,38.8462236,-77.3063733
2858,"Fairfax, Virginia",24483,38.8462236,-77.3063733
2859,"Falls Church, Virginia",13601,38.882334,-77.1710914
2860,"Fauquier, Virginia",68248,38.7513714,-77.8141221
2861,"Floyd, Virginia",15578,36.9157056,-80.3876889
2862,"Fluvanna, Virginia",26092,37.8488527,-78.2789994
2863,"Franklin, Virginia",56358,36.9911656,-79.8839701
2864,"Franklin, Virginia",8526,36.9911656,-79.8839701
2865,"Frederick, Virginia",82377,39.2127031,-78.279166
2866,"Fredericksburg, Virginia",28350,38.3031837,-77.4605399
2867,"Galax, Virginia",7014,36.6612387,-80.9239671
2868,"Giles, Virginia",16815,37.3088528,-80.7098781
2869,"Gloucester, Virginia",37141,37.4452288,-76.5594479
2870,"Goochland, Virginia",21936,37.6824439,-77.884925
2871,"Grayson, Virginia",15093,36.6512208,-81.2114025
2872,"Greene, Virginia",19031,38.2954503,-78.4704823
2873,"Greensville, Virginia",11681,36.6405713,-77.5768298
2874,"Halifax, Virginia",35200,36.747244,-78.9425634
2875,"Hampton, Virginia",136879,37.0300969,-76.3452057
2876,"Hanover, Virginia",101918,37.744783,-77.4464165
2877,"Harrisonburg, Virginia",52478,38.4493315,-78.8688833
2878,"Henrico, Virginia",321924,37.5455191,-77.4234124
2879,"Henry, Virginia",52081,36.6725813,-79.9242922
2880,"Highland, Virginia",2248,38.3607485,-79.5514101
2881,"Hopewell, Virginia",22196,37.287745,-77.2944256903
2882,"Isle of Wight, Virginia",36007,36.8953677,-76.7248143
2883,"James City, Virginia",72583,37.3211485,-76.7972515
2884,"King and Queen, Virginia",7175,37.7196754,-76.8794158
2885,"King George, Virginia",25371,38.2786312,-77.175356
2886,"King William, Virginia",16186,37.5315335,-76.7962504
2887,"Lancaster, Virginia",11044,37.7625738,-76.4723233
2888,"Lee, Virginia",24951,36.6841272,-83.0973211
2889,"Lexington, Virginia",7311,37.7840208,-79.4428157
2890,"Loudoun, Virginia",363050,39.0984586,-77.6705008
2891,"Louisa, Virginia",34348,37.9854441,-77.9486307
2892,"Lunenburg, Virginia",12466,36.9609839,-78.2655525
2893,"Lynchburg, Virginia",79047,37.40088,-79.1844922946
2894,"Madison, Virginia",13157,38.4114615,-78.2846634
2895,"Manassas, Virginia",42081,38.744947,-77.4824441252
2896,"Manassas Park, Virginia",15174,38.7840035,-77.4697111
2897,"Martinsville, Virginia",13711,36.6915262,-79.8725386
2898,"Mathews, Virginia",8836,37.4370819,-76.3199494
2899,"Mecklenburg, Virginia",31192,36.6798483,-78.314746
2900,"Middlesex, Virginia",10696,37.6221412,-76.5904374
2901,"Montgomery, Virginia",97244,37.1810438,-80.3918782
2902,"Nelson, Virginia",14850,37.7755351,-78.8973622
2903,"New Kent, Virginia",20021,37.4971441,-76.9964301
2904,"Newport News, Virginia",182965,37.016827,-76.4505196
2905,"Norfolk, Virginia",245428,36.9306505,-76.2573110672
2906,"Northampton, Virginia",12121,37.3688433,-75.9265679
2907,"Northumberland, Virginia",12251,37.9314992,-76.4836686
2908,"Norton, Virginia",4031,36.9336934,-82.6298965
2909,"Nottoway, Virginia",15579,37.1489448,-78.0583926
2910,"Orange, Virginia",35026,38.2490349,-78.013983
2911,"Page, Virginia",23848,38.6002354,-78.5016516
2912,"Patrick, Virginia",18264,36.6818706,-80.284636
2913,"Petersburg, Virginia",32701,37.2044555,-77.3905311051
2914,"Pittsylvania, Virginia",62383,36.8121678,-79.4364106
2915,"Poquoson, Virginia",12048,37.1223664,-76.3457773
2916,"Portsmouth, Virginia",96004,36.8354258,-76.2982742
2917,"Powhatan, Virginia",28449,37.4006706,-81.4203809
2918,"Prince Edward, Virginia",23074,37.2293293,-78.4628573
2919,"Prince George, Virginia",37333,37.1815024,-77.2153144
2920,"Prince William, Virginia",446094,39.6016319,-79.4986169
2921,"Pulaski, Virginia",34322,37.0580572,-80.7297289
2922,"Radford, Virginia",17646,37.1317924,-80.5764477
2923,"Rappahannock, Virginia",7361,38.6926326,-78.1495818
2924,"Richmond, Virginia",8902,37.5385087,-77.4342799
2925,"Richmond, Virginia",217853,37.5385087,-77.4342799
2926,"Roanoke, Virginia",93785,37.270973,-79.9414313
2927,"Roanoke, Virginia",99428,37.270973,-79.9414313
2928,"Rockbridge, Virginia",22327,37.8331804,-79.4622597
2929,"Rockingham, Virginia",78171,38.5080288,-78.8949442
2930,"Russell, Virginia",28023,36.9251814,-82.1147841
2931,"Salem, Virginia",25483,37.293378,-80.054667
2932,"Scott, Virginia",22384,36.7117473,-82.5893052
2933,"Shenandoah, Virginia",43021,38.856559,-78.5890893
2934,"Smyth, Virginia",31555,36.8361654,-81.5298828
2935,"Southampton, Virginia",18059,36.6959378,-77.1586002
2936,"Spotsylvania, Virginia",129188,38.200965,-77.589154
2937,"Stafford, Virginia",139992,38.4167265,-77.4579783
