,name,pop,
2323,"Berkeley, South Carolina",198205,
2324,"Calhoun, South Carolina",14878,
2325,"Charleston, South Carolina",381015,
2326,"Cherokee, South Carolina",56024,
2327,"Chester, South Carolina",32337,
2328,"Chesterfield, South Carolina",46125,
2329,"Clarendon, South Carolina",34113,
2330,"Colleton, South Carolina",37771,
2331,"Darlington, South Carolina",67799,
2332,"Dillon, South Carolina",31127,
2333,"Dorchester, South Carolina",148469,
2334,"Edgefield, South Carolina",26553,
2335,"Fairfield, South Carolina",22976,
2336,"Florence, South Carolina",139231,
2337,"Georgetown, South Carolina",60773,
2338,"Greenville, South Carolina",482752,
2339,"Greenwood, South Carolina",69520,
2340,"Hampton, South Carolina",20405,
2341,"Horry, South Carolina",298832,
2342,"Jasper, South Carolina",27170,
2343,"Kershaw, South Carolina",63161,
2344,"Lancaster, South Carolina",83160,
2345,"Laurens, South Carolina",66533,
2346,"Lee, South Carolina",18343,
2347,"Lexington, South Carolina",277888,
2348,"Marion, South Carolina",31933,
2349,"Marlboro, South Carolina",27924,
2350,"McCormick, South Carolina",9846,
2351,"Newberry, South Carolina",37783,
2352,"Oconee, South Carolina",75192,
2353,"Orangeburg, South Carolina",90090,
2354,"Pickens, South Carolina",120368,
2355,"Richland, South Carolina",401566,
2356,"Saluda, South Carolina",20026,
2357,"Spartanburg, South Carolina",293542,
2358,"Sumter, South Carolina",107919,
2359,"Union, South Carolina",27876,
2360,"Williamsburg, South Carolina",32695,
2361,"York, South Carolina",245346,
2362,"Aurora, South Dakota",2745,
2363,"Beadle, South Dakota",18169,
2364,"Bennett, South Dakota",3430,
2365,"Bon Homme, South Dakota",7023,
2366,"Brookings, South Dakota",33314,
2367,"Brown, South Dakota",38408,
2368,"Brule, South Dakota",5309,
2369,"Buffalo, South Dakota",2077,
2370,"Butte, South Dakota",10298,
2371,"Campbell, South Dakota",1386,
2372,"Charles Mix, South Dakota",9287,
2373,"Clark, South Dakota",3645,
2374,"Clay, South Dakota",13932,
2375,"Codington, South Dakota",27938,
2376,"Corson, South Dakota",4182,
2377,"Custer, South Dakota",8445,
2378,"Davison, South Dakota",19885,
2379,"Day, South Dakota",5588,
2380,"Deuel, South Dakota",4312,
2381,"Dewey, South Dakota",5662,
2382,"Douglas, South Dakota",2973,
2383,"Edmunds, South Dakota",3983,
2384,"Fall River, South Dakota",6845,
2385,"Faulk, South Dakota",2357,
2386,"Grant, South Dakota",7241,
2387,"Gregory, South Dakota",4217,
2388,"Haakon, South Dakota",1847,
2389,"Hamlin, South Dakota",5989,
2390,"Hand, South Dakota",3345,
2391,"Hanson, South Dakota",3419,
2392,"Harding, South Dakota",1250,
2393,"Hughes, South Dakota",17642,
2394,"Hutchinson, South Dakota",7200,
2395,"Hyde, South Dakota",1396,
2396,"Jackson, South Dakota",3274,
2397,"Jerauld, South Dakota",2007,
2398,"Jones, South Dakota",975,
2399,"Kingsbury, South Dakota",5075,
2400,"Lake, South Dakota",12368,
2401,"Lawrence, South Dakota",24657,
2402,"Lincoln, South Dakota",51548,
2403,"Lyman, South Dakota",3877,
2404,"Marshall, South Dakota",4683,
2405,"McCook, South Dakota",5649,
2406,"McPherson, South Dakota",2429,
2407,"Meade, South Dakota",26951,
2408,"Mellette, South Dakota",2100,
2409,"Miner, South Dakota",2316,
2410,"Minnehaha, South Dakota",182882,
2411,"Moody, South Dakota",6367,
2412,"Pennington, South Dakota",108242,
2413,"Perkins, South Dakota",3033,
2414,"Potter, South Dakota",2340,
2415,"Roberts, South Dakota",10374,
2416,"Sanborn, South Dakota",2336,
2417,"Shannon, South Dakota",14218,
2418,"Spink, South Dakota",6598,
2419,"Stanley, South Dakota",2983,
2420,"Sully, South Dakota",1438,
2421,"Todd, South Dakota",9882,
2422,"Tripp, South Dakota",5512,
2423,"Turner, South Dakota",8272,
2424,"Union, South Dakota",15029,
2425,"Walworth, South Dakota",5511,
2426,"Yankton, South Dakota",22684,
2427,"Ziebach, South Dakota",2826,
2428,"Anderson, Tennessee",75528,
2429,"Bedford, Tennessee",46627,
2430,"Benton, Tennessee",16145,
2431,"Bledsoe, Tennessee",13931,
2432,"Blount, Tennessee",126339,
2433,"Bradley, Tennessee",102975,
2434,"Campbell, Tennessee",39918,
2435,"Cannon, Tennessee",13757,
2436,"Carroll, Tennessee",28370,
2437,"Carter, Tennessee",56886,
2438,"Cheatham, Tennessee",39764,
2439,"Chester, Tennessee",17379,
2440,"Claiborne, Tennessee",31592,
2441,"Clay, Tennessee",7765,
2442,"Cocke, Tennessee",35374,
2443,"Coffee, Tennessee",53623,
2444,"Crockett, Tennessee",14668,
2445,"Cumberland, Tennessee",57985,
2446,"Davidson, Tennessee",668347,
2447,"Decatur, Tennessee",11666,
2448,"DeKalb, Tennessee",19268,
2449,"Dickson, Tennessee",50575,
2450,"Dyer, Tennessee",37935,
2451,"Fayette, Tennessee",39011,
2452,"Fentress, Tennessee",17855,
2453,"Franklin, Tennessee",41402,
2454,"Gibson, Tennessee",49472,
2455,"Giles, Tennessee",28853,
2456,"Grainger, Tennessee",22864,
2457,"Greene, Tennessee",68335,
2458,"Grundy, Tennessee",13425,
2459,"Hamblen, Tennessee",63036,
2460,"Hamilton, Tennessee",351220,
2461,"Hancock, Tennessee",6657,
2462,"Hardeman, Tennessee",25965,
2463,"Hardin, Tennessee",25870,
2464,"Hawkins, Tennessee",56735,
2465,"Haywood, Tennessee",18185,
2466,"Henderson, Tennessee",28009,
2467,"Henry, Tennessee",32204,
2468,"Hickman, Tennessee",24384,
2469,"Houston, Tennessee",8267,
2470,"Humphreys, Tennessee",18135,
2471,"Jackson, Tennessee",11568,
2472,"Jefferson, Tennessee",52677,
2473,"Johnson, Tennessee",17859,
2474,"Knox, Tennessee",448644,
2475,"Lake, Tennessee",7631,
2476,"Lauderdale, Tennessee",27382,
2477,"Lawrence, Tennessee",42274,
2478,"Lewis, Tennessee",11906,
2479,"Lincoln, Tennessee",33637,
2480,"Loudon, Tennessee",50771,
2481,"Macon, Tennessee",23003,
2482,"Madison, Tennessee",98178,
2483,"Marion, Tennessee",28407,
2484,"Marshall, Tennessee",31269,
2485,"Maury, Tennessee",85515,
2486,"McMinn, Tennessee",52626,
2487,"McNairy, Tennessee",26267,
2488,"Meigs, Tennessee",11701,
2489,"Monroe, Tennessee",45233,
2490,"Montgomery, Tennessee",189961,
2491,"Moore, Tennessee",6319,
2492,"Morgan, Tennessee",21660,
2493,"Obion, Tennessee",30941,
2494,"Overton, Tennessee",22028,
2495,"Perry, Tennessee",7822,
2496,"Pickett, Tennessee",5124,
2497,"Polk, Tennessee",16730,
2498,"Putnam, Tennessee",74165,
2499,"Rhea, Tennessee",32641,
2500,"Roane, Tennessee",52748,
2501,"Robertson, Tennessee",68079,
2502,"Rutherford, Tennessee",288906,
2503,"Scott, Tennessee",21987,
2504,"Sequatchie, Tennessee",14704,
2505,"Sevier, Tennessee",95110,
2506,"Shelby, Tennessee",938803,
2507,"Smith, Tennessee",19009,
2508,"Stewart, Tennessee",13279,
2509,"Sullivan, Tennessee",157047,
2510,"Sumner, Tennessee",172706,
2511,"Tipton, Tennessee",61623,
2512,"Trousdale, Tennessee",8002,
2513,"Unicoi, Tennessee",17963,
2514,"Union, Tennessee",19113,
2515,"Van Buren, Tennessee",5633,
2516,"Warren, Tennessee",39969,
2517,"Washington, Tennessee",126242,
2518,"Wayne, Tennessee",16913,
2519,"Weakley, Tennessee",34373,
2520,"White, Tennessee",26301,
2521,"Williamson, Tennessee",205226,
2522,"Wilson, Tennessee",125376,
2523,"Anderson, Texas",57627,
2524,"Andrews, Texas",17477,
2525,"Angelina, Texas",87750,
2526,"Aransas, Texas",24972,
2527,"Archer, Texas",8811,
2528,"Armstrong, Texas",1955,
2529,"Atascosa, Texas",47774,
2530,"Austin, Texas",29114,
2531,"Bailey, Texas",6910,
2532,"Bandera, Texas",20892,
2533,"Bastrop, Texas",78069,
2534,"Baylor, Texas",3592,
2535,"Bee, Texas",32863,
2536,"Bell, Texas",329140,
2537,"Bexar, Texas",1855866,
2538,"Blanco, Texas",10812,
2539,"Borden, Texas",652,
2540,"Bosque, Texas",17780,
2541,"Bowie, Texas",93275,
2542,"Brazoria, Texas",338124,
2543,"Brazos, Texas",209152,
2544,"Brewster, Texas",9173,
2545,"Briscoe, Texas",1536,
2546,"Brooks, Texas",7194,
2547,"Brown, Texas",37653,
2548,"Burleson, Texas",17253,
2549,"Burnet, Texas",44943,
2550,"Caldwell, Texas",39810,
2551,"Calhoun, Texas",21797,
2552,"Callahan, Texas",13513,
2553,"Cameron, Texas",420392,
2554,"Camp, Texas",12621,
2555,"Carson, Texas",6013,
2556,"Cass, Texas",30261,
2557,"Castro, Texas",7781,
2558,"Chambers, Texas",38145,
2559,"Cherokee, Texas",50902,
2560,"Childress, Texas",7089,
2561,"Clay, Texas",10370,
2562,"Cochran, Texas",2935,
2563,"Coke, Texas",3254,
2564,"Coleman, Texas",8430,
2565,"Collin, Texas",885241,
2566,"Collingsworth, Texas",3017,
2567,"Colorado, Texas",20719,
2568,"Comal, Texas",123694,
2569,"Comanche, Texas",13550,
2570,"Concho, Texas",4050,
2571,"Cooke, Texas",38761,
2572,"Coryell, Texas",75562,
2573,"Cottle, Texas",1415,
2574,"Crane, Texas",4950,
2575,"Crockett, Texas",3812,
2576,"Crosby, Texas",5899,
2577,"Culberson, Texas",2266,
2578,"Dallam, Texas",7135,
2579,"Dallas, Texas",2518638,
2580,"Dawson, Texas",13372,
2581,"Deaf Smith, Texas",19195,
2582,"Delta, Texas",5238,
2583,"Denton, Texas",753363,
2584,"DeWitt, Texas",20684,
2585,"Dickens, Texas",2218,
2586,"Dimmit, Texas",11089,
2587,"Donley, Texas",3543,
2588,"Duval, Texas",11533,
2589,"Eastland, Texas",18176,
2590,"Ector, Texas",153904,
2591,"Edwards, Texas",1879,
2592,"Ellis, Texas",159317,
2593,"El Paso, Texas",833487,
2594,"Erath, Texas",40147,
2595,"Falls, Texas",16989,
2596,"Fannin, Texas",33752,
2597,"Fayette, Texas",24833,
2598,"Fisher, Texas",3831,
2599,"Floyd, Texas",5949,
2600,"Foard, Texas",1275,
2601,"Fort Bend, Texas",685345,
2602,"Franklin, Texas",10600,
2603,"Freestone, Texas",19762,
2604,"Frio, Texas",18531,
2605,"Gaines, Texas",19425,
2606,"Galveston, Texas",314198,
2607,"Garza, Texas",6435,
2608,"Gillespie, Texas",25520,
2609,"Glasscock, Texas",1291,
2610,"Goliad, Texas",7549,
2611,"Gonzales, Texas",20462,
2612,"Gray, Texas",23044,
2613,"Grayson, Texas",123534,
2614,"Gregg, Texas",123204,
2615,"Grimes, Texas",27172,
2616,"Guadalupe, Texas",147250,
2617,"Hale, Texas",34720,
2618,"Hall, Texas",3147,
2619,"Hamilton, Texas",8199,
2620,"Hansford, Texas",5509,
2621,"Hardeman, Texas",3928,
2622,"Hardin, Texas",55621,
2623,"Harris, Texas",4441370,
2624,"Harrison, Texas",67336,
2625,"Hartley, Texas",6089,
2626,"Haskell, Texas",5769,
2627,"Hays, Texas",185025,
2628,"Hemphill, Texas",4180,
2629,"Henderson, Texas",79290,
2630,"Hidalgo, Texas",831073,
2631,"Hill, Texas",34848,
2632,"Hockley, Texas",23577,
2633,"Hood, Texas",53921,
2634,"Hopkins, Texas",35921,
2635,"Houston, Texas",22741,
2636,"Howard, Texas",36651,
2637,"Hudspeth, Texas",3211,
2638,"Hunt, Texas",88493,
2639,"Hutchinson, Texas",21773,
2640,"Irion, Texas",1574,
2641,"Jack, Texas",8855,
2642,"Jackson, Texas",14739,
2643,"Jasper, Texas",35552,
2644,"Jeff Davis, Texas",2204,
2645,"Jefferson, Texas",252235,
2646,"Jim Hogg, Texas",5255,
2647,"Jim Wells, Texas",41353,
2648,"Johnson, Texas",157456,
2649,"Jones, Texas",19936,
2650,"Karnes, Texas",14906,
2651,"Kaufman, Texas",111236,
2652,"Kendall, Texas",38880,
2653,"Kenedy, Texas",400,
2654,"Kent, Texas",785,
2655,"Kerr, Texas",50562,
2656,"Kimble, Texas",4438,
2657,"King, Texas",262,
2658,"Kinney, Texas",3526,
2659,"Kleberg, Texas",32190,
2660,"Knox, Texas",3858,
2661,"Lamar, Texas",49523,
2662,"Lamb, Texas",13574,
2663,"Lampasas, Texas",20156,
2664,"La Salle, Texas",7474,
2665,"Lavaca, Texas",19721,
2666,"Lee, Texas",16742,
2667,"Leon, Texas",16861,
2668,"Liberty, Texas",78117,
2669,"Limestone, Texas",23524,
2670,"Lipscomb, Texas",3553,
2671,"Live Oak, Texas",12091,
2672,"Llano, Texas",19510,
2673,"Loving, Texas",86,
2674,"Lubbock, Texas",293974,
2675,"Lynn, Texas",5771,
2676,"Madison, Texas",13861,
2677,"Marion, Texas",10149,
2678,"Martin, Texas",5460,
2679,"Mason, Texas",4071,
2680,"Matagorda, Texas",36519,
2681,"Maverick, Texas",57023,
2682,"McCulloch, Texas",8199,
2683,"McLennan, Texas",243441,
2684,"McMullen, Texas",805,
2685,"Medina, Texas",47894,
2686,"Menard, Texas",2147,
2687,"Midland, Texas",155830,
2688,"Milam, Texas",24256,
2689,"Mills, Texas",4870,
2690,"Mitchell, Texas",9076,
2691,"Montague, Texas",19416,
2692,"Montgomery, Texas",518947,
2693,"Moore, Texas",22148,
2694,"Morris, Texas",12743,
2695,"Motley, Texas",1153,
2696,"Nacogdoches, Texas",65301,
2697,"Navarro, Texas",48195,
2698,"Newton, Texas",14138,
2699,"Nolan, Texas",15093,
2700,"Nueces, Texas",356221,
2701,"Ochiltree, Texas",10758,
2702,"Oldham, Texas",2070,
2703,"Orange, Texas",83433,
2704,"Palo Pinto, Texas",28096,
2705,"Panola, Texas",23769,
2706,"Parker, Texas",123164,
2707,"Parmer, Texas",9908,
2708,"Pecos, Texas",15893,
2709,"Polk, Texas",46079,
2710,"Potter, Texas",121627,
2711,"Presidio, Texas",6976,
2712,"Rains, Texas",11032,
2713,"Randall, Texas",128220,
2714,"Reagan, Texas",3755,
2715,"Real, Texas",3371,
2716,"Red River, Texas",12446,
2717,"Reeves, Texas",14349,
2718,"Refugio, Texas",7302,
2719,"Roberts, Texas",928,
2720,"Robertson, Texas",16500,
2721,"Rockwall, Texas",87809,
2722,"Runnels, Texas",10416,
2723,"Rusk, Texas",53923,
2724,"Sabine, Texas",10350,
2725,"San Augustine, Texas",8610,
2726,"San Jacinto, Texas",27099,
2727,"San Patricio, Texas",66915,
2728,"San Saba, Texas",5622,
2729,"Schleicher, Texas",3162,
2730,"Scurry, Texas",17328,
2731,"Shackelford, Texas",3343,
2732,"Shelby, Texas",25515,
2733,"Sherman, Texas",3084,
2734,"Smith, Texas",218842,
2735,"Somervell, Texas",8694,
2736,"Starr, Texas",62955,
2737,"Stephens, Texas",9405,
2738,"Sterling, Texas",1339,
2739,"Stonewall, Texas",1403,
2740,"Sutton, Texas",3972,
2741,"Swisher, Texas",7581,
2742,"Tarrant, Texas",1945360,
2743,"Taylor, Texas",135143,
2744,"Terrell, Texas",927,
2745,"Terry, Texas",12739,
2746,"Throckmorton, Texas",1608,
2747,"Titus, Texas",32506,
2748,"Tom Green, Texas",116608,
2749,"Travis, Texas",1151145,
2750,"Trinity, Texas",14224,
2751,"Tyler, Texas",21418,
2752,"Upshur, Texas",40354,
2753,"Upton, Texas",3454,
2754,"Uvalde, Texas",27117,
2755,"Val Verde, Texas",48974,
2756,"Van Zandt, Texas",52910,
2757,"Victoria, Texas",91081,
2758,"Walker, Texas",69789,
2759,"Waller, Texas",46820,
2760,"Ward, Texas",11625,
2761,"Washington, Texas",34438,
2762,"Webb, Texas",266673,
2763,"Wharton, Texas",41168,
2764,"Wheeler, Texas",5714,
2765,"Wichita, Texas",132355,
2766,"Wilbarger, Texas",12973,
2767,"Willacy, Texas",21903,
2768,"Williamson, Texas",489250,
2769,"Wilson, Texas",46402,
2770,"Winkler, Texas",7821,
2771,"Wise, Texas",61638,
2772,"Wood, Texas",42852,
2773,"Yoakum, Texas",8286,
2774,"Young, Texas",18350,
2775,"Zapata, Texas",14319,
2776,"Zavala, Texas",12267,
2777,"Beaver, Utah",6461,
2778,"Box Elder, Utah",51518,
2779,"Cache, Utah",118343,
2780,"Carbon, Utah",20660,
2781,"Daggett, Utah",1117,
2782,"Davis, Utah",329692,
2783,"Duchesne, Utah",20380,
2784,"Emery, Utah",10631,
2785,"Garfield, Utah",5024,
2786,"Grand, Utah",9429,
2787,"Iron, Utah",47269,
2788,"Juab, Utah",10486,
2789,"Kane, Utah",7254,
2790,"Millard, Utah",12606,
2791,"Morgan, Utah",10608,
2792,"Piute, Utah",1484,
2793,"Rich, Utah",2293,
2794,"Salt Lake, Utah",1091742,
2795,"San Juan, Utah",15251,
2796,"Sanpete, Utah",28477,
2797,"Sevier, Utah",20773,
2798,"Summit, Utah",39105,
2799,"Tooele, Utah",61598,
2800,"Uintah, Utah",36867,
2801,"Utah, Utah",560974,
2802,"Wasatch, Utah",27714,
2803,"Washington, Utah",151948,
2804,"Wayne, Utah",2723,
2805,"Weber, Utah",240475,
2806,"Addison, Vermont",37009,
2807,"Bennington, Vermont",36445,
2808,"Caledonia, Vermont",30981,
2809,"Chittenden, Vermont",160531,
2810,"Essex, Vermont",6125,
2811,"Franklin, Vermont",48642,
2812,"Grand Isle, Vermont",6994,
2813,"Lamoille, Vermont",25082,
2814,"Orange, Vermont",28859,
2815,"Orleans, Vermont",27082,
2816,"Rutland, Vermont",60086,
2817,"Washington, Vermont",58998,
2818,"Windham, Vermont",43714,
2819,"Windsor, Vermont",56014,
2820,"Accomack, Virginia",33021,
2821,"Albemarle, Virginia",104489,
2822,"Alexandria, Virginia",150575,
2823,"Alleghany, Virginia",15820,
2824,"Amelia, Virginia",12855,
2825,"Amherst, Virginia",32041,
2826,"Appomattox, Virginia",15279,
2827,"Arlington, Virginia",226908,
2828,"Augusta, Virginia",73862,
2829,"Bath, Virginia",4563,
2830,"Bedford, Virginia",76583,
2831,"Bland, Virginia",6625,
2832,"Botetourt, Virginia",33100,
2833,"Bristol, Virginia",17184,
2834,"Brunswick, Virginia",16498,
2835,"Buchanan, Virginia",23106,
2836,"Buckingham, Virginia",16913,
2837,"Buena Vista, Virginia",6603,
2838,"Campbell, Virginia",54885,
2839,"Caroline, Virginia",29778,
2840,"Carroll, Virginia",29621,
2841,"Charles City, Virginia",7023,
2842,"Charlotte, Virginia",12225,
2843,"Charlottesville, Virginia",45593,
2844,"Chesapeake, Virginia",233371,
2845,"Chesterfield, Virginia",332499,
2846,"Clarke, Virginia",14423,
2847,"Colonial Heights, Virginia",17731,
2848,"Covington, Virginia",5802,
2849,"Craig, Virginia",5234,
2850,"Culpeper, Virginia",49166,
2851,"Cumberland, Virginia",9827,
2852,"Danville, Virginia",42444,
2853,"Dickenson, Virginia",15308,
2854,"Dinwiddie, Virginia",27859,
2855,"Emporia, Virginia",5462,
2856,"Essex, Virginia",11103,
2857,"Fairfax, Virginia",1137538,
2858,"Fairfax, Virginia",24483,
2859,"Falls Church, Virginia",13601,
2860,"Fauquier, Virginia",68248,
2861,"Floyd, Virginia",15578,
2862,"Fluvanna, Virginia",26092,
2863,"Franklin, Virginia",56358,
2864,"Franklin, Virginia",8526,
2865,"Frederick, Virginia",82377,
2866,"Fredericksburg, Virginia",28350,
2867,"Galax, Virginia",7014,
2868,"Giles, Virginia",16815,
2869,"Gloucester, Virginia",37141,
2870,"Goochland, Virginia",21936,
2871,"Grayson, Virginia",15093,
2872,"Greene, Virginia",19031,
2873,"Greensville, Virginia",11681,
2874,"Halifax, Virginia",35200,
2875,"Hampton, Virginia",136879,
2876,"Hanover, Virginia",101918,
2877,"Harrisonburg, Virginia",52478,
2878,"Henrico, Virginia",321924,
2879,"Henry, Virginia",52081,
2880,"Highland, Virginia",2248,
2881,"Hopewell, Virginia",22196,
2882,"Isle of Wight, Virginia",36007,
2883,"James City, Virginia",72583,
2884,"King and Queen, Virginia",7175,
2885,"King George, Virginia",25371,
2886,"King William, Virginia",16186,
2887,"Lancaster, Virginia",11044,
2888,"Lee, Virginia",24951,
2889,"Lexington, Virginia",7311,
2890,"Loudoun, Virginia",363050,
2891,"Louisa, Virginia",34348,
2892,"Lunenburg, Virginia",12466,
2893,"Lynchburg, Virginia",79047,
2894,"Madison, Virginia",13157,
2895,"Manassas, Virginia",42081,
2896,"Manassas Park, Virginia",15174,
2897,"Martinsville, Virginia",13711,
2898,"Mathews, Virginia",8836,
2899,"Mecklenburg, Virginia",31192,
2900,"Middlesex, Virginia",10696,
2901,"Montgomery, Virginia",97244,
2902,"Nelson, Virginia",14850,
2903,"New Kent, Virginia",20021,
2904,"Newport News, Virginia",182965,
2905,"Norfolk, Virginia",245428,
2906,"Northampton, Virginia",12121,
2907,"Northumberland, Virginia",12251,
2908,"Norton, Virginia",4031,
2909,"Nottoway, Virginia",15579,
2910,"Orange, Virginia",35026,
2911,"Page, Virginia",23848,
2912,"Patrick, Virginia",18264,
2913,"Petersburg, Virginia",32701,
2914,"Pittsylvania, Virginia",62383,
2915,"Poquoson, Virginia",12048,
2916,"Portsmouth, Virginia",96004,
2917,"Powhatan, Virginia",28449,
2918,"Prince Edward, Virginia",23074,
2919,"Prince George, Virginia",37333,
2920,"Prince William, Virginia",446094,
2921,"Pulaski, Virginia",34322,
2922,"Radford, Virginia",17646,
2923,"Rappahannock, Virginia",7361,
2924,"Richmond, Virginia",8902,
2925,"Richmond, Virginia",217853,
2926,"Roanoke, Virginia",93785,
2927,"Roanoke, Virginia",99428,
2928,"Rockbridge, Virginia",22327,
2929,"Rockingham, Virginia",78171,
2930,"Russell, Virginia",28023,
2931,"Salem, Virginia",25483,
2932,"Scott, Virginia",22384,
2933,"Shenandoah, Virginia",43021,
2934,"Smyth, Virginia",31555,
2935,"Southampton, Virginia",18059,
2936,"Spotsylvania, Virginia",129188,
2937,"Stafford, Virginia",139992,
2938,"Staunton, Virginia",24538,
2939,"Suffolk, Virginia",86806,
2940,"Surry, Virginia",6790,
2941,"Sussex, Virginia",11767,
2942,"Tazewell, Virginia",43452,
2943,"Virginia Beach, Virginia",450980,
2944,"Warren, Virginia",38987,
2945,"Washington, Virginia",54729,
2946,"Waynesboro, Virginia",21366,
2947,"Westmoreland, Virginia",17477,
2948,"Williamsburg, Virginia",14691,
2949,"Winchester, Virginia",27543,
2950,"Wise, Virginia",39935,
2951,"Wythe, Virginia",29121,
2952,"York, Virginia",66342,
2953,"Adams, Washington",19179,
2954,"Asotin, Washington",22189,
2955,"Benton, Washington",186486,
2956,"Chelan, Washington",74588,
2957,"Clallam, Washington",72715,
2958,"Clark, Washington",451008,
2959,"Columbia, Washington",3985,
2960,"Cowlitz, Washington",102133,
2961,"Douglas, Washington",39804,
2962,"Ferry, Washington",7667,
2963,"Franklin, Washington",87809,
2964,"Garfield, Washington",2215,
2965,"Grant, Washington",93147,
2966,"Grays Harbor, Washington",70818,
2967,"Island, Washington",79275,
2968,"Jefferson, Washington",30228,
2969,"King, Washington",2079967,
2970,"Kitsap, Washington",254183,
2971,"Kittitas, Washington",42522,
2972,"Klickitat, Washington",20861,
2973,"Lewis, Washington",75128,
2974,"Lincoln, Washington",10250,
2975,"Mason, Washington",60711,
2976,"Okanogan, Washington",41290,
2977,"Pacific, Washington",20561,
2978,"Pend Oreille, Washington",12985,
2979,"Pierce, Washington",831928,
2980,"San Juan, Washington",16015,
2981,"Skagit, Washington",120365,
2982,"Skamania, Washington",11340,
2983,"Snohomish, Washington",759583,
2984,"Spokane, Washington",484318,
2985,"Stevens, Washington",43650,
2986,"Thurston, Washington",265851,
2987,"Wahkiakum, Washington",4067,
2988,"Walla Walla, Washington",59844,
2989,"Whatcom, Washington",208351,
2990,"Whitman, Washington",46827,
2991,"Yakima, Washington",247687,
2992,"Barbour, West Virginia",16766,
2993,"Berkeley, West Virginia",110497,
2994,"Boone, West Virginia",23714,
2995,"Braxton, West Virginia",14463,
2996,"Brooke, West Virginia",23530,
2997,"Cabell, West Virginia",97109,
2998,"Calhoun, West Virginia",7513,
2999,"Clay, West Virginia",8941,
3000,"Doddridge, West Virginia",8391,
3001,"Fayette, West Virginia",45132,
3002,"Gilmer, West Virginia",8618,
3003,"Grant, West Virginia",11687,
3004,"Greenbrier, West Virginia",35450,
3005,"Hampshire, West Virginia",23483,
3006,"Hancock, West Virginia",30112,
3007,"Hardy, West Virginia",13923,
3008,"Harrison, West Virginia",68761,
3009,"Jackson, West Virginia",29126,
3010,"Jefferson, West Virginia",55713,
3011,"Kanawha, West Virginia",190223,
3012,"Lewis, West Virginia",16414,
3013,"Lincoln, West Virginia",21561,
3014,"Logan, West Virginia",35348,
3015,"Marion, West Virginia",56803,
3016,"Marshall, West Virginia",32416,
3017,"Mason, West Virginia",27016,
3018,"McDowell, West Virginia",20448,
3019,"Mercer, West Virginia",61785,
3020,"Mineral, West Virginia",27578,
3021,"Mingo, West Virginia",25716,
3022,"Monongalia, West Virginia",103463,
3023,"Monroe, West Virginia",13582,
3024,"Morgan, West Virginia",17453,
3025,"Nicholas, West Virginia",25827,
3026,"Ohio, West Virginia",43328,
3027,"Pendleton, West Virginia",7371,
3028,"Pleasants, West Virginia",7634,
3029,"Pocahontas, West Virginia",8662,
3030,"Preston, West Virginia",33788,
3031,"Putnam, West Virginia",56770,
3032,"Raleigh, West Virginia",78241,
3033,"Randolph, West Virginia",29429,
3034,"Ritchie, West Virginia",10011,
3035,"Roane, West Virginia",14664,
3036,"Summers, West Virginia",13417,
3037,"Taylor, West Virginia",17069,
3038,"Tucker, West Virginia",6927,
3039,"Tyler, West Virginia",9098,
3040,"Upshur, West Virginia",24731,
3041,"Wayne, West Virginia",41122,
3042,"Webster, West Virginia",8834,
3043,"Wetzel, West Virginia",15988,
3044,"Wirt, West Virginia",5845,
3045,"Wood, West Virginia",86237,
3046,"Wyoming, West Virginia",22598,
3047,"Adams, Wisconsin",20215,
3048,"Ashland, Wisconsin",16103,
3049,"Barron, Wisconsin",45455,
3050,"Bayfield, Wisconsin",14985,
3051,"Brown, Wisconsin",256670,
3052,"Buffalo, Wisconsin",13188,
3053,"Burnett, Wisconsin",15328,
3054,"Calumet, Wisconsin",49491,
3055,"Chippewa, Wisconsin",63460,
3056,"Clark, Wisconsin",34423,
3057,"Columbia, Wisconsin",56615,
3058,"Crawford, Wisconsin",16392,
3059,"Dane, Wisconsin",516284,
3060,"Dodge, Wisconsin",88574,
3061,"Door, Wisconsin",27766,
3062,"Douglas, Wisconsin",43698,
3063,"Dunn, Wisconsin",44305,
3064,"Eau Claire, Wisconsin",101564,
3065,"Florence, Wisconsin",4481,
3066,"Fond du Lac, Wisconsin",101759,
3067,"Forest, Wisconsin",9127,
3068,"Grant, Wisconsin",51829,
3069,"Green, Wisconsin",37063,
3070,"Green Lake, Wisconsin",18836,
3071,"Iowa, Wisconsin",23825,
3072,"Iron, Wisconsin",5917,
3073,"Jackson, Wisconsin",20652,
3074,"Jefferson, Wisconsin",84395,
3075,"Juneau, Wisconsin",26395,
3076,"Kenosha, Wisconsin",168068,
3077,"Kewaunee, Wisconsin",20444,
3078,"La Crosse, Wisconsin",118011,
3079,"Lafayette, Wisconsin",16853,
3080,"Langlade, Wisconsin",19410,
3081,"Lincoln, Wisconsin",28493,
3082,"Manitowoc, Wisconsin",80160,
3083,"Marathon, Wisconsin",135780,
3084,"Marinette, Wisconsin",41298,
3085,"Marquette, Wisconsin",15050,
3086,"Menominee, Wisconsin",4522,
3087,"Milwaukee, Wisconsin",956406,
3088,"Monroe, Wisconsin",45379,
3089,"Oconto, Wisconsin",37417,
3090,"Oneida, Wisconsin",35563,
3091,"Outagamie, Wisconsin",182006,
3092,"Ozaukee, Wisconsin",87470,
3093,"Pepin, Wisconsin",7335,
