,name,pop,
819,"Dubuque, Iowa",96370,
820,"Emmet, Iowa",9990,
821,"Fayette, Iowa",20343,
822,"Floyd, Iowa",16077,
823,"Franklin, Iowa",10436,
824,"Fremont, Iowa",7022,
825,"Greene, Iowa",9200,
826,"Grundy, Iowa",12375,
827,"Guthrie, Iowa",10722,
828,"Hamilton, Iowa",15117,
829,"Hancock, Iowa",11027,
830,"Hardin, Iowa",17311,
831,"Harrison, Iowa",14324,
832,"Henry, Iowa",20217,
833,"Howard, Iowa",9449,
834,"Humboldt, Iowa",9640,
835,"Ida, Iowa",7042,
836,"Iowa, Iowa",16375,
837,"Jackson, Iowa",19482,
838,"Jasper, Iowa",36872,
839,"Jefferson, Iowa",17325,
840,"Johnson, Iowa",142287,
841,"Jones, Iowa",20454,
842,"Keokuk, Iowa",10231,
843,"Kossuth, Iowa",15222,
844,"Lee, Iowa",35286,
845,"Linn, Iowa",217751,
846,"Louisa, Iowa",11161,
847,"Lucas, Iowa",8701,
848,"Lyon, Iowa",11683,
849,"Madison, Iowa",15609,
850,"Mahaska, Iowa",22370,
851,"Marion, Iowa",33365,
852,"Marshall, Iowa",40866,
853,"Mills, Iowa",14831,
854,"Mitchell, Iowa",10779,
855,"Monona, Iowa",8996,
856,"Monroe, Iowa",8001,
857,"Montgomery, Iowa",10421,
858,"Muscatine, Iowa",42903,
859,"O'Brien, Iowa",14056,
860,"Osceola, Iowa",6218,
861,"Page, Iowa",15496,
862,"Palo Alto, Iowa",9099,
863,"Plymouth, Iowa",24874,
864,"Pocahontas, Iowa",7138,
865,"Polk, Iowa",459862,
866,"Pottawattamie, Iowa",93128,
867,"Poweshiek, Iowa",18668,
868,"Ringgold, Iowa",5051,
869,"Sac, Iowa",10035,
870,"Scott, Iowa",171387,
871,"Shelby, Iowa",11948,
872,"Sioux, Iowa",34681,
873,"Story, Iowa",94073,
874,"Tama, Iowa",17451,
875,"Taylor, Iowa",6143,
876,"Union, Iowa",12516,
877,"Van Buren, Iowa",7468,
878,"Wapello, Iowa",35212,
879,"Warren, Iowa",47956,
880,"Washington, Iowa",22070,
881,"Wayne, Iowa",6395,
882,"Webster, Iowa",36955,
883,"Winnebago, Iowa",10559,
884,"Winneshiek, Iowa",20768,
885,"Woodbury, Iowa",102271,
886,"Worth, Iowa",7624,
887,"Wright, Iowa",12840,
888,"Allen, Kansas",12909,
889,"Anderson, Kansas",7883,
890,"Atchison, Kansas",16513,
891,"Barber, Kansas",4897,
892,"Barton, Kansas",27385,
893,"Bourbon, Kansas",14772,
894,"Brown, Kansas",9815,
895,"Butler, Kansas",66227,
896,"Chase, Kansas",2692,
897,"Chautauqua, Kansas",3481,
898,"Cherokee, Kansas",20787,
899,"Cheyenne, Kansas",2693,
900,"Clark, Kansas",2144,
901,"Clay, Kansas",8317,
902,"Cloud, Kansas",9385,
903,"Coffey, Kansas",8433,
904,"Comanche, Kansas",1954,
905,"Cowley, Kansas",35963,
906,"Crawford, Kansas",39290,
907,"Decatur, Kansas",2908,
908,"Dickinson, Kansas",19394,
909,"Doniphan, Kansas",7874,
910,"Douglas, Kansas",116585,
911,"Edwards, Kansas",3030,
912,"Elk, Kansas",2694,
913,"Ellis, Kansas",29013,
914,"Ellsworth, Kansas",6392,
915,"Finney, Kansas",37184,
916,"Ford, Kansas",34795,
917,"Franklin, Kansas",25611,
918,"Geary, Kansas",36713,
919,"Gove, Kansas",2727,
920,"Graham, Kansas",2566,
921,"Grant, Kansas",7816,
922,"Gray, Kansas",6082,
923,"Greeley, Kansas",1301,
924,"Greenwood, Kansas",6328,
925,"Hamilton, Kansas",2603,
926,"Harper, Kansas",5818,
927,"Harvey, Kansas",34820,
928,"Haskell, Kansas",4106,
929,"Hodgeman, Kansas",1916,
930,"Jackson, Kansas",13539,
931,"Jefferson, Kansas",18855,
932,"Jewell, Kansas",3043,
933,"Johnson, Kansas",574272,
934,"Kearny, Kansas",3915,
935,"Kingman, Kansas",7698,
936,"Kiowa, Kansas",2513,
937,"Labette, Kansas",20960,
938,"Lane, Kansas",1687,
939,"Leavenworth, Kansas",78797,
940,"Lincoln, Kansas",3167,
941,"Linn, Kansas",9502,
942,"Logan, Kansas",2794,
943,"Lyon, Kansas",33212,
944,"Marion, Kansas",12208,
945,"Marshall, Kansas",10006,
946,"McPherson, Kansas",29241,
947,"Meade, Kansas",4357,
948,"Miami, Kansas",32822,
949,"Mitchell, Kansas",6284,
950,"Montgomery, Kansas",34065,
951,"Morris, Kansas",5698,
952,"Morton, Kansas",3110,
953,"Nemaha, Kansas",10148,
954,"Neosho, Kansas",16416,
955,"Ness, Kansas",3105,
956,"Norton, Kansas",5560,
957,"Osage, Kansas",15936,
958,"Osborne, Kansas",3756,
959,"Ottawa, Kansas",6065,
960,"Pawnee, Kansas",6916,
961,"Phillips, Kansas",5533,
962,"Pottawatomie, Kansas",22897,
963,"Pratt, Kansas",9850,
964,"Rawlins, Kansas",2584,
965,"Reno, Kansas",63794,
966,"Republic, Kansas",4803,
967,"Rice, Kansas",10015,
968,"Riley, Kansas",75194,
969,"Rooks, Kansas",5155,
970,"Rush, Kansas",3197,
971,"Russell, Kansas",6956,
972,"Saline, Kansas",55755,
973,"Scott, Kansas",5080,
974,"Sedgwick, Kansas",508803,
975,"Seward, Kansas",23465,
976,"Shawnee, Kansas",178406,
977,"Sheridan, Kansas",2539,
978,"Sherman, Kansas",6110,
979,"Smith, Kansas",3769,
980,"Stafford, Kansas",4297,
981,"Stanton, Kansas",2111,
982,"Stevens, Kansas",5801,
983,"Sumner, Kansas",23528,
984,"Thomas, Kansas",7891,
985,"Trego, Kansas",2902,
986,"Wabaunsee, Kansas",7022,
987,"Wallace, Kansas",1506,
988,"Washington, Kansas",5598,
989,"Wichita, Kansas",2176,
990,"Wilson, Kansas",9028,
991,"Woodson, Kansas",3157,
992,"Wyandotte, Kansas",161636,
993,"Adair, Kentucky",19204,
994,"Allen, Kentucky",20384,
995,"Anderson, Kentucky",21888,
996,"Ballard, Kentucky",8240,
997,"Barren, Kentucky",43148,
998,"Bath, Kentucky",12206,
999,"Bell, Kentucky",27778,
1000,"Boone, Kentucky",126413,
1001,"Bourbon, Kentucky",19972,
1002,"Boyd, Kentucky",48832,
1003,"Boyle, Kentucky",29706,
1004,"Bracken, Kentucky",8406,
1005,"Breathitt, Kentucky",13409,
1006,"Breckinridge, Kentucky",19888,
1007,"Bullitt, Kentucky",77955,
1008,"Butler, Kentucky",12875,
1009,"Caldwell, Kentucky",12725,
1010,"Calloway, Kentucky",38282,
1011,"Campbell, Kentucky",91833,
1012,"Carlisle, Kentucky",4978,
1013,"Carroll, Kentucky",10815,
1014,"Carter, Kentucky",27223,
1015,"Casey, Kentucky",15891,
1016,"Christian, Kentucky",74250,
1017,"Clark, Kentucky",35758,
1018,"Clay, Kentucky",21147,
1019,"Clinton, Kentucky",10165,
1020,"Crittenden, Kentucky",9224,
1021,"Cumberland, Kentucky",6745,
1022,"Daviess, Kentucky",98275,
1023,"Edmonson, Kentucky",12013,
1024,"Elliott, Kentucky",7672,
1025,"Estill, Kentucky",14447,
1026,"Fayette, Kentucky",310797,
1027,"Fleming, Kentucky",14545,
1028,"Floyd, Kentucky",38108,
1029,"Franklin, Kentucky",49880,
1030,"Fulton, Kentucky",6265,
1031,"Gallatin, Kentucky",8589,
1032,"Garrard, Kentucky",16858,
1033,"Grant, Kentucky",24875,
1034,"Graves, Kentucky",37618,
1035,"Grayson, Kentucky",26194,
1036,"Green, Kentucky",11043,
1037,"Greenup, Kentucky",36308,
1038,"Hancock, Kentucky",8753,
1039,"Hardin, Kentucky",108266,
1040,"Harlan, Kentucky",28163,
1041,"Harrison, Kentucky",18592,
1042,"Hart, Kentucky",18597,
1043,"Henderson, Kentucky",46467,
1044,"Henry, Kentucky",15572,
1045,"Hickman, Kentucky",4734,
1046,"Hopkins, Kentucky",46376,
1047,"Jackson, Kentucky",13289,
1048,"Jefferson, Kentucky",760026,
1049,"Jessamine, Kentucky",50815,
1050,"Johnson, Kentucky",23262,
1051,"Kenton, Kentucky",163929,
1052,"Knott, Kentucky",15892,
1053,"Knox, Kentucky",31798,
1054,"Larue, Kentucky",14180,
1055,"Laurel, Kentucky",60015,
1056,"Lawrence, Kentucky",15804,
1057,"Lee, Kentucky",7594,
1058,"Leslie, Kentucky",10918,
1059,"Letcher, Kentucky",23359,
1060,"Lewis, Kentucky",13880,
1061,"Lincoln, Kentucky",24445,
1062,"Livingston, Kentucky",9359,
1063,"Logan, Kentucky",26867,
1064,"Lyon, Kentucky",8430,
1065,"Madison, Kentucky",87340,
1066,"Magoffin, Kentucky",12913,
1067,"Marion, Kentucky",20007,
1068,"Marshall, Kentucky",30953,
1069,"Martin, Kentucky",12537,
1070,"Mason, Kentucky",17166,
1071,"McCracken, Kentucky",65316,
1072,"McCreary, Kentucky",17863,
1073,"McLean, Kentucky",9478,
1074,"Meade, Kentucky",29139,
1075,"Menifee, Kentucky",6287,
1076,"Mercer, Kentucky",21319,
1077,"Metcalfe, Kentucky",9990,
1078,"Monroe, Kentucky",10704,
1079,"Montgomery, Kentucky",27474,
1080,"Morgan, Kentucky",13303,
1081,"Muhlenberg, Kentucky",31207,
1082,"Nelson, Kentucky",44812,
1083,"Nicholas, Kentucky",7041,
1084,"Ohio, Kentucky",23977,
1085,"Oldham, Kentucky",63490,
1086,"Owen, Kentucky",10645,
1087,"Owsley, Kentucky",4508,
1088,"Pendleton, Kentucky",14493,
1089,"Perry, Kentucky",27597,
1090,"Pike, Kentucky",63034,
1091,"Powell, Kentucky",12434,
1092,"Pulaski, Kentucky",63825,
1093,"Robertson, Kentucky",2197,
1094,"Rockcastle, Kentucky",16826,
1095,"Rowan, Kentucky",23655,
1096,"Russell, Kentucky",17774,
1097,"Scott, Kentucky",51284,
1098,"Shelby, Kentucky",44875,
1099,"Simpson, Kentucky",17826,
1100,"Spencer, Kentucky",17668,
1101,"Taylor, Kentucky",25257,
1102,"Todd, Kentucky",12520,
1103,"Trigg, Kentucky",14142,
1104,"Trimble, Kentucky",8786,
1105,"Union, Kentucky",15165,
1106,"Warren, Kentucky",120460,
1107,"Washington, Kentucky",11959,
1108,"Wayne, Kentucky",20486,
1109,"Webster, Kentucky",13236,
1110,"Whitley, Kentucky",35503,
1111,"Wolfe, Kentucky",7214,
1112,"Woodford, Kentucky",25563,
1113,"Acadia, Louisiana",62486,
1114,"Allen, Louisiana",25713,
1115,"Ascension, Louisiana",117029,
1116,"Assumption, Louisiana",23034,
1117,"Avoyelles, Louisiana",41145,
1118,"Beauregard, Louisiana",36198,
1119,"Bienville, Louisiana",13885,
1120,"Bossier, Louisiana",125064,
1121,"Caddo, Louisiana",252603,
1122,"Calcasieu, Louisiana",197204,
1123,"Caldwell, Louisiana",9894,
1124,"Cameron, Louisiana",6679,
1125,"Catahoula, Louisiana",10151,
1126,"Claiborne, Louisiana",16412,
1127,"Concordia, Louisiana",20466,
1128,"De Soto, Louisiana",27142,
1129,"East Baton Rouge, Louisiana",446042,
1130,"East Carroll, Louisiana",7487,
1131,"East Feliciana, Louisiana",19813,
1132,"Evangeline, Louisiana",33700,
1133,"Franklin, Louisiana",20441,
1134,"Grant, Louisiana",22384,
1135,"Iberia, Louisiana",73913,
1136,"Iberville, Louisiana",33327,
1137,"Jackson, Louisiana",15994,
1138,"Jefferson, Louisiana",435716,
1139,"Jefferson Davis, Louisiana",31477,
1140,"Lafayette, Louisiana",235644,
1141,"Lafourche, Louisiana",98020,
1142,"La Salle, Louisiana",14839,
1143,"Lincoln, Louisiana",47617,
1144,"Livingston, Louisiana",135751,
1145,"Madison, Louisiana",11843,
1146,"Morehouse, Louisiana",26760,
1147,"Natchitoches, Louisiana",39166,
1148,"Orleans, Louisiana",384320,
1149,"Ouachita, Louisiana",156325,
1150,"Plaquemines, Louisiana",23447,
1151,"Pointe Coupee, Louisiana",22406,
1152,"Rapides, Louisiana",132488,
1153,"Red River, Louisiana",8669,
1154,"Richland, Louisiana",20740,
1155,"Sabine, Louisiana",24199,
1156,"St. Bernard, Louisiana",44409,
1157,"St. Charles, Louisiana",52745,
1158,"St. Helena, Louisiana",10619,
1159,"St. James, Louisiana",21638,
1160,"St. John the Baptist, Louisiana",43745,
1161,"St. Landry, Louisiana",83709,
1162,"St. Martin, Louisiana",53315,
1163,"St. Mary, Louisiana",53162,
1164,"St. Tammany, Louisiana",245829,
1165,"Tangipahoa, Louisiana",127049,
1166,"Tensas, Louisiana",4830,
1167,"Terrebonne, Louisiana",113328,
1168,"Union, Louisiana",22539,
1169,"Vermilion, Louisiana",59616,
1170,"Vernon, Louisiana",52132,
1171,"Washington, Louisiana",46286,
1172,"Webster, Louisiana",40333,
1173,"West Baton Rouge, Louisiana",25085,
1174,"West Carroll, Louisiana",11525,
1175,"West Feliciana, Louisiana",15406,
1176,"Winn, Louisiana",14743,
1177,"Androscoggin, Maine",107440,
1178,"Aroostook, Maine",69447,
1179,"Cumberland, Maine",287797,
1180,"Franklin, Maine",30296,
1181,"Hancock, Maine",54696,
1182,"Kennebec, Maine",121112,
1183,"Knox, Maine",39676,
1184,"Lincoln, Maine",34170,
1185,"Oxford, Maine",57238,
1186,"Penobscot, Maine",153414,
1187,"Piscataquis, Maine",17026,
1188,"Sagadahoc, Maine",35045,
1189,"Somerset, Maine",51163,
1190,"Waldo, Maine",39051,
1191,"Washington, Maine",31808,
1192,"York, Maine",200710,
1193,"Allegany, Maryland",72952,
1194,"Anne Arundel, Maryland",560133,
1195,"Baltimore, Maryland",826925,
1196,"Baltimore City, Maryland",622793,
1197,"Calvert, Maryland",90613,
1198,"Caroline, Maryland",32538,
1199,"Carroll, Maryland",167830,
1200,"Cecil, Maryland",102383,
1201,"Charles, Maryland",154747,
1202,"Dorchester, Maryland",32578,
1203,"Frederick, Maryland",243675,
1204,"Garrett, Maryland",29679,
1205,"Harford, Maryland",250105,
1206,"Howard, Maryland",309284,
1207,"Kent, Maryland",19820,
1208,"Montgomery, Maryland",1030447,
1209,"Prince George's, Maryland",904430,
1210,"Queen Anne's, Maryland",48804,
1211,"Somerset, Maryland",25859,
1212,"St. Mary's, Maryland",110382,
1213,"Talbot, Maryland",37643,
1214,"Washington, Maryland",149573,
1215,"Wicomico, Maryland",101539,
1216,"Worcester, Maryland",51675,
1217,"Barnstable, Massachusetts",214914,
1218,"Berkshire, Massachusetts",128715,
1219,"Bristol, Massachusetts",554194,
1220,"Dukes, Massachusetts",17356,
1221,"Essex, Massachusetts",769091,
1222,"Franklin, Massachusetts",70862,
1223,"Hampden, Massachusetts",468161,
1224,"Hampshire, Massachusetts",160939,
1225,"Middlesex, Massachusetts",1570315,
1226,"Nantucket, Massachusetts",10856,
1227,"Norfolk, Massachusetts",692254,
1228,"Plymouth, Massachusetts",507022,
1229,"Suffolk, Massachusetts",767254,
1230,"Worcester, Massachusetts",813475,
1231,"Alcona, Michigan",10454,
1232,"Alger, Michigan",9459,
1233,"Allegan, Michigan",113847,
1234,"Alpena, Michigan",28988,
1235,"Antrim, Michigan",23267,
1236,"Arenac, Michigan",15353,
1237,"Baraga, Michigan",8654,
1238,"Barry, Michigan",59281,
1239,"Bay, Michigan",106179,
1240,"Benzie, Michigan",17519,
1241,"Berrien, Michigan",155233,
1242,"Branch, Michigan",43545,
1243,"Calhoun, Michigan",134878,
1244,"Cass, Michigan",51608,
1245,"Charlevoix, Michigan",26121,
1246,"Cheboygan, Michigan",25675,
1247,"Chippewa, Michigan",38321,
1248,"Clare, Michigan",30652,
1249,"Clinton, Michigan",77297,
1250,"Crawford, Michigan",13745,
1251,"Delta, Michigan",36559,
1252,"Dickinson, Michigan",25957,
1253,"Eaton, Michigan",108579,
1254,"Emmet, Michigan",33204,
1255,"Genesee, Michigan",412895,
1256,"Gladwin, Michigan",25411,
1257,"Gogebic, Michigan",15737,
1258,"Grand Traverse, Michigan",90782,
1259,"Gratiot, Michigan",41665,
1260,"Hillsdale, Michigan",45830,
1261,"Houghton, Michigan",36495,
1262,"Huron, Michigan",32065,
1263,"Ingham, Michigan",284582,
1264,"Ionia, Michigan",64294,
1265,"Iosco, Michigan",25420,
1266,"Iron, Michigan",11387,
1267,"Isabella, Michigan",70616,
1268,"Jackson, Michigan",159741,
1269,"Kalamazoo, Michigan",258818,
1270,"Kalkaska, Michigan",17394,
1271,"Kent, Michigan",629237,
1272,"Keweenaw, Michigan",2217,
1273,"Lake, Michigan",11341,
1274,"Lapeer, Michigan",88153,
1275,"Leelanau, Michigan",21915,
1276,"Lenawee, Michigan",99047,
1277,"Livingston, Michigan",185596,
1278,"Luce, Michigan",6426,
1279,"Mackinac, Michigan",11042,
1280,"Macomb, Michigan",860112,
1281,"Manistee, Michigan",24420,
1282,"Marquette, Michigan",67676,
1283,"Mason, Michigan",28824,
1284,"Mecosta, Michigan",43186,
1285,"Menominee, Michigan",23714,
1286,"Midland, Michigan",83427,
1287,"Missaukee, Michigan",15037,
1288,"Monroe, Michigan",149824,
1289,"Montcalm, Michigan",62893,
1290,"Montmorency, Michigan",9300,
1291,"Muskegon, Michigan",172344,
1292,"Newaygo, Michigan",47900,
1293,"Oakland, Michigan",1237868,
1294,"Oceana, Michigan",26221,
1295,"Ogemaw, Michigan",21039,
1296,"Ontonagon, Michigan",6172,
1297,"Osceola, Michigan",23169,
1298,"Oscoda, Michigan",8371,
1299,"Otsego, Michigan",24158,
1300,"Ottawa, Michigan",276292,
1301,"Presque Isle, Michigan",13004,
1302,"Roscommon, Michigan",23955,
1303,"Saginaw, Michigan",195012,
1304,"Sanilac, Michigan",41587,
1305,"Schoolcraft, Michigan",8171,
1306,"Shiawassee, Michigan",68933,
1307,"St. Clair, Michigan",160078,
1308,"St. Joseph, Michigan",60946,
1309,"Tuscola, Michigan",54000,
1310,"Van Buren, Michigan",75199,
1311,"Washtenaw, Michigan",356874,
1312,"Wayne, Michigan",1764804,
1313,"Wexford, Michigan",32886,
1314,"Aitkin, Minnesota",15771,
1315,"Anoka, Minnesota",341864,
1316,"Becker, Minnesota",33259,
1317,"Beltrami, Minnesota",45664,
1318,"Benton, Minnesota",39506,
1319,"Big Stone, Minnesota",5127,
1320,"Blue Earth, Minnesota",65385,
1321,"Brown, Minnesota",25292,
1322,"Carlton, Minnesota",35571,
1323,"Carver, Minnesota",97338,
1324,"Cass, Minnesota",28559,
1325,"Chippewa, Minnesota",12110,
1326,"Chisago, Minnesota",54025,
1327,"Clay, Minnesota",61286,
1328,"Clearwater, Minnesota",8791,
1329,"Cook, Minnesota",5233,
1330,"Cottonwood, Minnesota",11633,
1331,"Crow Wing, Minnesota",63265,
1332,"Dakota, Minnesota",412529,
1333,"Dodge, Minnesota",20353,
1334,"Douglas, Minnesota",36790,
1335,"Faribault, Minnesota",14192,
1336,"Fillmore, Minnesota",20776,
1337,"Freeborn, Minnesota",30840,
1338,"Goodhue, Minnesota",46423,
1339,"Grant, Minnesota",5956,
1340,"Hennepin, Minnesota",1212064,
1341,"Houston, Minnesota",18738,
1342,"Hubbard, Minnesota",20573,
1343,"Isanti, Minnesota",38413,
1344,"Itasca, Minnesota",45589,
1345,"Jackson, Minnesota",10269,
1346,"Kanabec, Minnesota",15930,
1347,"Kandiyohi, Minnesota",42285,
1348,"Kittson, Minnesota",4435,
1349,"Koochiching, Minnesota",12856,
1350,"Lac qui Parle, Minnesota",6891,
1351,"Lake, Minnesota",10680,
1352,"Lake of the Woods, Minnesota",3918,
1353,"Le Sueur, Minnesota",27770,
1354,"Lincoln, Minnesota",5788,
1355,"Lyon, Minnesota",25665,
1356,"Mahnomen, Minnesota",5505,
1357,"Marshall, Minnesota",9417,
1358,"Martin, Minnesota",20220,
1359,"McLeod, Minnesota",35882,
1360,"Meeker, Minnesota",23107,
1361,"Mille Lacs, Minnesota",25884,
1362,"Morrison, Minnesota",32810,
1363,"Mower, Minnesota",39323,
1364,"Murray, Minnesota",8470,
1365,"Nicollet, Minnesota",33093,
1366,"Nobles, Minnesota",21590,
1367,"Norman, Minnesota",6639,
1368,"Olmsted, Minnesota",150287,
1369,"Otter Tail, Minnesota",57635,
1370,"Pennington, Minnesota",14058,
1371,"Pine, Minnesota",29095,
1372,"Pipestone, Minnesota",9281,
1373,"Polk, Minnesota",31704,
1374,"Pope, Minnesota",10984,
1375,"Ramsey, Minnesota",532655,
1376,"Red Lake, Minnesota",4043,
1377,"Redwood, Minnesota",15515,
1378,"Renville, Minnesota",15025,
1379,"Rice, Minnesota",65151,
1380,"Rock, Minnesota",9553,
1381,"Roseau, Minnesota",15679,
1382,"Scott, Minnesota",139672,
1383,"Sherburne, Minnesota",91126,
1384,"Sibley, Minnesota",14918,
1385,"Stearns, Minnesota",152912,
1386,"Steele, Minnesota",36573,
1387,"Stevens, Minnesota",9800,
1388,"St. Louis, Minnesota",200949,
1389,"Swift, Minnesota",9436,
1390,"Todd, Minnesota",24264,
1391,"Traverse, Minnesota",3387,
1392,"Wabasha, Minnesota",21362,
1393,"Wadena, Minnesota",13757,
1394,"Waseca, Minnesota",19025,
1395,"Washington, Minnesota",249283,
1396,"Watonwan, Minnesota",11083,
1397,"Wilkin, Minnesota",6495,
1398,"Winona, Minnesota",51097,
1399,"Wright, Minnesota",129918,
1400,"Yellow Medicine, Minnesota",10109,
1401,"Adams, Mississippi",31737,
1402,"Alcorn, Mississippi",37380,
1403,"Amite, Mississippi",12629,
1404,"Attala, Mississippi",19163,
1405,"Benton, Mississippi",8296,
1406,"Bolivar, Mississippi",33768,
1407,"Calhoun, Mississippi",14745,
1408,"Carroll, Mississippi",10254,
1409,"Chickasaw, Mississippi",17313,
1410,"Choctaw, Mississippi",8294,
1411,"Claiborne, Mississippi",9080,
1412,"Clarke, Mississippi",16299,
1413,"Clay, Mississippi",20225,
1414,"Coahoma, Mississippi",24807,
1415,"Copiah, Mississippi",28797,
1416,"Covington, Mississippi",19442,
1417,"DeSoto, Mississippi",170913,
1418,"Forrest, Mississippi",76330,
1419,"Franklin, Mississippi",7833,
1420,"George, Mississippi",23303,
1421,"Greene, Mississippi",14326,
1422,"Grenada, Mississippi",21666,
1423,"Hancock, Mississippi",45949,
1424,"Harrison, Mississippi",199058,
1425,"Hinds, Mississippi",243729,
1426,"Holmes, Mississippi",18459,
1427,"Humphreys, Mississippi",8741,
1428,"Issaquena, Mississippi",1397,
1429,"Itawamba, Mississippi",23527,
1430,"Jackson, Mississippi",141137,
1431,"Jasper, Mississippi",16601,
1432,"Jefferson, Mississippi",7599,
1433,"Jefferson Davis, Mississippi",11822,
1434,"Jones, Mississippi",68290,
1435,"Kemper, Mississippi",10163,
1436,"Lafayette, Mississippi",52930,
1437,"Lamar, Mississippi",60099,
1438,"Lauderdale, Mississippi",79739,
1439,"Lawrence, Mississippi",12502,
1440,"Leake, Mississippi",23193,
1441,"Lee, Mississippi",85246,
1442,"Leflore, Mississippi",31422,
1443,"Lincoln, Mississippi",34775,
1444,"Lowndes, Mississippi",59730,
1445,"Madison, Mississippi",101688,
1446,"Marion, Mississippi",25868,
1447,"Marshall, Mississippi",36234,
1448,"Monroe, Mississippi",36003,
1449,"Montgomery, Mississippi",10400,
1450,"Neshoba, Mississippi",29465,
1451,"Newton, Mississippi",21832,
1452,"Noxubee, Mississippi",11115,
1453,"Oktibbeha, Mississippi",49414,
1454,"Panola, Mississippi",34444,
1455,"Pearl River, Mississippi",55224,
1456,"Perry, Mississippi",12227,
1457,"Pike, Mississippi",40058,
1458,"Pontotoc, Mississippi",30950,
1459,"Prentiss, Mississippi",25428,
1460,"Quitman, Mississippi",7678,
1461,"Rankin, Mississippi",148070,
1462,"Scott, Mississippi",28461,
1463,"Sharkey, Mississippi",4647,
1464,"Simpson, Mississippi",27463,
1465,"Smith, Mississippi",16188,
1466,"Stone, Mississippi",17875,
1467,"Sunflower, Mississippi",27496,
1468,"Tallahatchie, Mississippi",14761,
1469,"Tate, Mississippi",28204,
1470,"Tippah, Mississippi",22039,
1471,"Tishomingo, Mississippi",19420,
1472,"Tunica, Mississippi",10598,
1473,"Union, Mississippi",28097,
1474,"Walthall, Mississippi",14859,
1475,"Warren, Mississippi",47983,
1476,"Washington, Mississippi",48958,
1477,"Wayne, Mississippi",20490,
1478,"Webster, Mississippi",9972,
1479,"Wilkinson, Mississippi",9191,
1480,"Winston, Mississippi",18478,
1481,"Yalobusha, Mississippi",12276,
1482,"Yazoo, Mississippi",27817,
1483,"Adair, Missouri",25602,
1484,"Andrew, Missouri",17379,
1485,"Atchison, Missouri",5382,
1486,"Audrain, Missouri",25887,
1487,"Barry, Missouri",35662,
1488,"Barton, Missouri",12057,
1489,"Bates, Missouri",16584,
1490,"Benton, Missouri",18806,
1491,"Bollinger, Missouri",12394,
1492,"Boone, Missouri",172717,
1493,"Buchanan, Missouri",89486,
1494,"Butler, Missouri",42972,
1495,"Caldwell, Missouri",9034,
1496,"Callaway, Missouri",44750,
1497,"Camden, Missouri",44021,
1498,"Cape Girardeau, Missouri",78043,
1499,"Carroll, Missouri",9043,
1500,"Carter, Missouri",6258,
1501,"Cass, Missouri",100889,
1502,"Cedar, Missouri",13952,
1503,"Chariton, Missouri",7694,
1504,"Christian, Missouri",82101,
1505,"Clark, Missouri",6917,
1506,"Clay, Missouri",233682,
1507,"Clinton, Missouri",20299,
1508,"Cole, Missouri",76557,
1509,"Cooper, Missouri",17585,
1510,"Crawford, Missouri",24650,
1511,"Dade, Missouri",7628,
1512,"Dallas, Missouri",16389,
1513,"Daviess, Missouri",8297,
1514,"DeKalb, Missouri",12692,
1515,"Dent, Missouri",15655,
1516,"Douglas, Missouri",13546,
1517,"Dunklin, Missouri",31344,
1518,"Franklin, Missouri",102084,
1519,"Gasconade, Missouri",14866,
1520,"Gentry, Missouri",6826,
1521,"Greene, Missouri",285865,
1522,"Grundy, Missouri",10197,
1523,"Harrison, Missouri",8639,
1524,"Henry, Missouri",22028,
1525,"Hickory, Missouri",9219,
1526,"Holt, Missouri",4516,
1527,"Howard, Missouri",10159,
1528,"Howell, Missouri",40173,
1529,"Iron, Missouri",10267,
1530,"Jackson, Missouri",683191,
1531,"Jasper, Missouri",117543,
1532,"Jefferson, Missouri",222716,
1533,"Johnson, Missouri",54362,
1534,"Knox, Missouri",4000,
1535,"Laclede, Missouri",35439,
1536,"Lafayette, Missouri",32688,
1537,"Lawrence, Missouri",38023,
1538,"Lewis, Missouri",10138,
1539,"Lincoln, Missouri",54249,
1540,"Linn, Missouri",12311,
1541,"Livingston, Missouri",15053,
1542,"Macon, Missouri",15479,
1543,"Madison, Missouri",12368,
1544,"Maries, Missouri",9013,
1545,"Marion, Missouri",28920,
1546,"McDonald, Missouri",22800,
1547,"Mercer, Missouri",3719,
1548,"Miller, Missouri",25141,
1549,"Mississippi, Missouri",14232,
1550,"Moniteau, Missouri",15856,
1551,"Monroe, Missouri",8707,
1552,"Montgomery, Missouri",11841,
1553,"Morgan, Missouri",20240,
1554,"New Madrid, Missouri",18272,
1555,"Newton, Missouri",58598,
1556,"Nodaway, Missouri",23081,
1557,"Oregon, Missouri",10911,
1558,"Osage, Missouri",13703,
1559,"Ozark, Missouri",9492,
1560,"Pemiscot, Missouri",17650,
1561,"Perry, Missouri",19202,
1562,"Pettis, Missouri",42225,
1563,"Phelps, Missouri",44847,
1564,"Pike, Missouri",18541,
1565,"Platte, Missouri",94788,
1566,"Polk, Missouri",31054,
1567,"Pulaski, Missouri",53436,
1568,"Putnam, Missouri",4829,
1569,"Ralls, Missouri",10255,
1570,"Randolph, Missouri",25072,
1571,"Ray, Missouri",22949,
1572,"Reynolds, Missouri",6565,
1573,"Ripley, Missouri",13969,
1574,"Saline, Missouri",23347,
1575,"Schuyler, Missouri",4370,
1576,"Scotland, Missouri",4863,
1577,"Scott, Missouri",38903,
