,naiseki
0,49184673.3889
1,615467.470828
2,1317419.68282
3,-2532861.05556
4,-1307444.94444
5,8868443.05556
6,746405.969034
7,-5432537.1393
8,-5860394.97574
9,-4838066.18702
10,2726009.62142
11,3532280.9681
12,1019997.36779
13,1532723.97965
14,-2574633.14452
15,-4166619.33915
16,4876158.47275
17,356280.052159
18,5561914.72035
19,931612.06627
20,-7050244.24793
21,-48756.5596854
22,-5394257.55803
23,-730317.749639
24,3500592.8805
25,-2717429.46811
26,207658.526718
27,3392303.85044
28,-429027.145077
29,3500170.71699
30,-3121803.95453
31,-3302813.91595
32,-3356955.36446
33,-2199518.01676
34,-1888572.34841
35,-2422461.82557
36,5503481.53157
37,803335.880785
38,-586256.850413
39,-4639110.7373
40,4230229.39176
41,2798019.47332
42,3108800.2275
43,-3302880.12997
44,-2460221.69597
45,443393.70537
46,2006313.23612
47,2009074.68498
48,2261994.6022
49,-2520248.42515
50,-822264.38452
51,4039346.70986
52,69232.7856622
53,-100246.252262
54,-1142292.64007
55,-2440137.48164
56,-2247985.92412
57,104537.118045
58,-3687144.39198
59,7405633.40453
60,-5310862.84028
61,2910943.79378
62,49032.7641875
63,-6843002.91876
64,-2221786.12039
65,-5911986.3842
66,-352113.603036
67,-2064414.76963
68,-2939223.65202
69,2410014.96727
70,-1520744.5001
71,2075458.54977
72,3165238.74485
73,-1228028.56447
74,-4641662.11689
75,9854608.37159
76,-4196343.98637
77,929929.932388
78,6438433.98246
79,525566.149724
80,-526943.278771
81,1269843.81037
82,4890260.30533
83,-9711677.89081
84,-2621371.17677
85,314118.089146
86,-1411287.4396
87,-4675511.39009
88,550984.683073
89,-514517.007008
90,5383733.96091
91,-775918.922419
92,5292241.89109
93,5116767.458
94,1489097.26266
95,-1148852.57929
96,483628.960865
97,-3503588.0278
98,342979.400802
99,-3170919.17838
100,-2961759.35584
101,5665260.90963
102,-4738605.79726
103,3569431.27411
104,-6284858.99416
105,3154471.36664
106,-2316255.81697
107,-1292072.43653
108,-4988548.58694
109,5683166.73337
110,-1587229.86181
111,-7146296.19644
112,1404031.11698
113,9962310.38301
114,-4648553.35701
115,-2644091.80596
116,4504829.95241
117,4857367.3558
118,4024477.5748
119,-2353577.47608
120,2895512.18669
121,-608336.238994
122,3080814.07567
123,-3492838.57105
124,1537079.64799
125,-471991.55968
126,288636.405731
127,265144.202984
128,5132037.35685
129,-121833.63163
130,-983922.280925
131,226945.088782
132,9729.39012948
133,4902518.98151
134,749347.12953
135,870712.558836
136,1729836.03953
137,1696582.0695
138,-4300486.04884
139,-2976377.17129
140,-3658867.7956
141,1421060.56525
142,-3388339.40353
143,2723976.75434
144,-7632399.37181
145,2588621.71876
146,4478734.41026
147,92720.7159672
148,-10242864.4151
149,362493.540251
150,1634377.41457
151,-375717.809666
152,1769302.55846
153,1628828.02562
154,1930300.06768
155,1950701.14142
156,4949573.51171
157,3189478.41669
158,397162.280778
159,-718027.606725
160,2285295.59465
161,-4998699.71557
162,-11829229.8775
163,5848749.39705
164,-15010398.767
165,-4492511.59879
166,-14858.1286397
167,-17786410.7859
168,123944.233263
169,-352799.195566
170,-2800127.08319
171,3222553.60989
172,1112110.34515
173,2415089.74346
174,207075.897654
175,-481407.677033
176,4411443.01657
177,-5474848.77043
178,2994671.60647
179,-3734494.17026
180,-294669.989874
181,-4108232.11331
182,14577749.9557
183,7342483.56611
184,3385573.14116
185,-3096837.9958
186,-5361638.85085
187,5112834.40982
188,-2100391.26592
189,-3346596.00914
190,10638566.9536
191,-9580595.00396
192,-3768162.4016
193,-419179.775913
194,-3747009.18168
195,-1712661.80637
196,292724.09258
197,62646.7024023
198,-394177.813214
199,-4346530.89612
200,-4189010.31774
201,-3998828.20498
202,-5117661.24019
203,65723.7001636
204,447540.428347
205,542443.406324
206,2821361.07326
207,2354190.67943
208,-1742092.73588
209,6858930.94191
210,2528157.69032
211,-4054541.96968
212,-143637.217556
213,-1076189.41925
214,3628016.85681
215,5599835.36356
216,-5406405.04216
217,1329806.32918
218,-3631989.85009
219,-7554074.469
220,5088459.10459
221,-1764115.90496
222,9337997.0987
223,3078103.2711
224,-72022.8877606
225,3407501.53731
226,-6273708.2556
227,3658950.39755
228,3576109.63981
229,2978285.67324
230,7826643.01504
231,-1251684.07241
232,2409421.5782
233,-2667332.72941
234,-7662697.3652
235,2154437.34812
236,188535.642277
237,-4192897.64794
238,-961781.993458
239,-3536575.29908
240,-1768438.04073
241,1766738.04262
242,3827792.06955
243,57063.9376993
244,-2929630.2599
245,639779.853058
246,-3001657.0168
247,2209269.59689
248,-7847462.12374
249,-2305100.18691
250,6190720.37396
251,4187291.86779
252,5119244.25193
253,5178618.58443
254,-2636051.63614
255,-5767073.01819
256,-247992.284511
257,4638677.30096
258,2069029.79064
259,-6245617.73304
260,415961.298641
261,-3961747.76581
262,-2061253.65953
263,-7314442.97868
264,-3404466.16754
265,4451643.66518
266,179192.39808
267,-2439265.4224
268,-4666261.0067
269,-1205122.61006
270,1148365.05368
271,-6243167.30243
272,-5093253.6258
273,-967776.522974
274,3120019.07912
275,-615611.188268
276,-672401.599196
277,-191278.265717
278,-1589429.1725
279,2666987.08549
280,564488.452818
281,723455.918624
282,-4791574.1254
283,356417.635518
284,4631702.31791
285,-4139658.41429
286,-5374571.14565
287,2187092.5794
288,-5030064.08302
289,-1032169.48328
