,D,norm
0,1,1.97441701446e+12
1,3,3809705046.16
2,4,39086954005.8
3,9,2.69154204293e+11
4,12,2.48940760565e+11
5,27(Ⅰ),2.90266988256e+11
6,27(Ⅱ),87928717891.6
7,27(Ⅲ),73643143949.6
8,36(Ⅰ),1.0437056139e+12
9,36(Ⅱ),1.70026390172e+11
10,81(Ⅰ),3.69821860324e+11
11,81(Ⅱ),86773695424.9
12,81(Ⅲ),2.13255758613e+11
13,81(Ⅳ),1.32461394618e+11
14,81(Ⅴ),3.67650401644e+11
15,81(Ⅵ),1.35976521383e+11
16,108(Ⅰ),5.78289947102e+11
17,108(Ⅱ),43333464564.3
18,108(Ⅲ),82243038963.7
19,108(Ⅳ),3.09242226263e+11
20,108(Ⅴ),1.65398264365e+11
21,108(Ⅵ),1.09390470592e+11
22,324(Ⅰ),5.81302640182e+11
23,324(Ⅱ),2.95884812322e+11
24,324(Ⅲ),1.10446675073e+11
25,324(Ⅳ),5.69579179913e+11
26,324(Ⅴ),2.83126974818e+11
27,324(Ⅵ),4.50039446729e+11
28,324(Ⅶ),1.528225649e+11
29,324(Ⅷ),3.11189674362e+11
30,324(Ⅸ),3.59319451339e+11
31,324(Ⅹ),1.37662434079e+11
32,324(ⅩⅠ),1.82320071853e+11
33,324(ⅩⅡ),2.22378297882e+11
34,324(ⅩⅢ),1.48690878214e+11
35,324(ⅩⅣ),2.35944333968e+11
36,324(ⅩⅤ),2.97163030617e+11
