,D,norm
0,1,1.61094524418e+14
1,3,1.1749834644e+12
2,4,3.79750420075e+12
3,9,6.70668710782e+12
4,12,1.18856250199e+13
5,27(Ⅰ),1.02698998422e+13
6,27(Ⅱ),2.18733484057e+13
7,27(Ⅲ),4.80797375985e+12
8,36(Ⅰ),2.10482110428e+13
9,36(Ⅱ),4.30326961436e+12
10,81(Ⅰ),5.01153471472e+13
11,81(Ⅱ),1.40312824869e+13
12,81(Ⅲ),5.26077391828e+12
13,81(Ⅳ),2.76028761341e+13
14,81(Ⅴ),1.43233465456e+13
15,81(Ⅵ),1.98247578211e+13
16,108(Ⅰ),5.9464781682e+12
17,108(Ⅱ),3.77356286808e+12
18,108(Ⅲ),1.22637039871e+13
19,108(Ⅳ),2.36180864241e+13
20,108(Ⅴ),1.14541497331e+13
21,108(Ⅵ),1.49189529503e+13
22,324(Ⅰ),4.62436009646e+13
23,324(Ⅱ),4.91286927095e+12
24,324(Ⅲ),6.48899334862e+12
25,324(Ⅳ),2.96386750498e+13
26,324(Ⅴ),3.26502798096e+13
27,324(Ⅵ),2.06955723375e+13
28,324(Ⅶ),1.58919693119e+13
29,324(Ⅷ),1.84176319923e+13
30,324(Ⅸ),2.17772322149e+13
31,324(Ⅹ),9.62557202425e+12
32,324(ⅩⅠ),1.51921552083e+13
33,324(ⅩⅡ),6.95811239022e+12
34,324(ⅩⅢ),1.82543214447e+13
35,324(ⅩⅣ),1.19804280083e+13
36,324(ⅩⅤ),7.21252476153e+12
