,D,norm
0,1,1.08932244637e+12
1,3,6457854691.3
2,4,16155765993.3
3,9,54858069687.1
4,12,36338866534.0
5,27(Ⅰ),1.78746831743e+11
6,27(Ⅱ),63564966786.9
7,27(Ⅲ),12537780709.8
8,36(Ⅰ),2.3196543654e+11
9,36(Ⅱ),77144938757.4
10,81(Ⅰ),3.70367968502e+11
11,81(Ⅱ),1.63633036162e+11
12,81(Ⅲ),37285589367.2
13,81(Ⅳ),1.37425805428e+11
14,81(Ⅴ),49854842552.3
15,81(Ⅵ),86279846318.1
16,108(Ⅰ),2.52872265043e+11
17,108(Ⅱ),45212616696.2
18,108(Ⅲ),47218606972.7
19,108(Ⅳ),1.46275720175e+11
20,108(Ⅴ),1.0223214868e+11
21,108(Ⅵ),1.10178056436e+11
22,324(Ⅰ),4.45337170087e+11
23,324(Ⅱ),80112532427.3
24,324(Ⅲ),22737168677.4
25,324(Ⅳ),4.99600455355e+11
26,324(Ⅴ),2.7505160502e+11
27,324(Ⅵ),2.62614949858e+11
28,324(Ⅶ),69755709878.1
29,324(Ⅷ),1.03125287755e+11
30,324(Ⅸ),67421181024.2
31,324(Ⅹ),1.2546437708e+11
32,324(ⅩⅠ),1.50179433893e+11
33,324(ⅩⅡ),84652527337.8
34,324(ⅩⅢ),1.59174381053e+11
35,324(ⅩⅣ),1.54177426246e+11
36,324(ⅩⅤ),53759632063.9
