,lt_x,lt_y,rb_x,rb_y,target_norm
3679,18847036.83,20390813.2757,19248430.17,20521091.7243,1.24405799304e+12
3680,18847086.83,20390793.2757,19248480.17,20521071.7243,1.24405799304e+12
3681,18847056.83,20390803.2757,19248450.17,20521081.7243,1.24405799304e+12
3682,18847046.83,20390793.2757,19248440.17,20521071.7243,1.24405799304e+12
3683,18846996.83,20390803.2757,19248390.17,20521081.7243,1.24405799304e+12
3684,18847056.83,20390763.2757,19248450.17,20521041.7243,1.24405799304e+12
3685,18847006.83,20390773.2757,19248400.17,20521051.7243,1.24405799304e+12
3686,18847016.83,20390753.2757,19248410.17,20521031.7243,1.24405799304e+12
3687,18847056.83,20390753.2757,19248450.17,20521031.7243,1.24405799304e+12
3688,18847026.83,20390723.2757,19248420.17,20521001.7243,1.24405799304e+12
3689,18847096.83,20390793.2757,19248490.17,20521071.7243,1.24405799304e+12
3690,18847006.83,20390713.2757,19248400.17,20520991.7243,1.24405799304e+12
3691,18847046.83,20390803.2757,19248440.17,20521081.7243,1.24405799304e+12
3692,18847046.83,20390783.2757,19248440.17,20521061.7243,1.24405799304e+12
3693,18847066.83,20390813.2757,19248460.17,20521091.7243,1.24405799304e+12
3694,18847056.83,20390783.2757,19248450.17,20521061.7243,1.24405799304e+12
3695,18847006.83,20390743.2757,19248400.17,20521021.7243,1.24405799304e+12
3696,18847006.83,20390803.2757,19248400.17,20521081.7243,1.24405799304e+12
3697,18847066.83,20390803.2757,19248460.17,20521081.7243,1.24405799304e+12
3698,18847036.83,20390723.2757,19248430.17,20521001.7243,1.24405799304e+12
3699,18847016.83,20390773.2757,19248410.17,20521051.7243,1.24405799304e+12
3700,18847036.83,20390803.2757,19248430.17,20521081.7243,1.24405799304e+12
3701,18847066.83,20390783.2757,19248460.17,20521061.7243,1.24405799304e+12
3702,18847076.83,20390793.2757,19248470.17,20521071.7243,1.24405799304e+12
3703,18847066.83,20390753.2757,19248460.17,20521031.7243,1.24405799304e+12
3704,18847006.83,20390783.2757,19248400.17,20521061.7243,1.24405799304e+12
3705,18847016.83,20390783.2757,19248410.17,20521061.7243,1.24405799304e+12
3706,18847006.83,20390753.2757,19248400.17,20521031.7243,1.24405799304e+12
3707,18847026.83,20390743.2757,19248420.17,20521021.7243,1.24405799304e+12
3708,18847066.83,20390763.2757,19248460.17,20521041.7243,1.24405799304e+12
3709,18847026.83,20390813.2757,19248420.17,20521091.7243,1.24405799304e+12
3710,18847016.83,20390723.2757,19248410.17,20521001.7243,1.24405799304e+12
3711,18847046.83,20390723.2757,19248440.17,20521001.7243,1.24405799304e+12
3712,18847016.83,20390763.2757,19248410.17,20521041.7243,1.24405799304e+12
3713,18846996.83,20390813.2757,19248390.17,20521091.7243,1.24405799304e+12
3714,18847006.83,20390763.2757,19248400.17,20521041.7243,1.24405799304e+12
3715,18847036.83,20390713.2757,19248430.17,20520991.7243,1.24405799304e+12
3716,18847046.83,20390773.2757,19248440.17,20521051.7243,1.24405799304e+12
3717,18847086.83,20390753.2757,19248480.17,20521031.7243,1.24405799304e+12
3718,18847056.83,20390743.2757,19248450.17,20521021.7243,1.24405799304e+12
3719,18847026.83,20390783.2757,19248420.17,20521061.7243,1.24405799304e+12
3720,18847046.83,20390813.2757,19248440.17,20521091.7243,1.24405799304e+12
3721,18847026.83,20390713.2757,19248420.17,20520991.7243,1.24405799304e+12
3722,18846996.83,20390793.2757,19248390.17,20521071.7243,1.24405799304e+12
3723,18846996.83,20390713.2757,19248390.17,20520991.7243,1.24405799304e+12
3724,18847076.83,20390783.2757,19248470.17,20521061.7243,1.24405799304e+12
3725,18847076.83,20390773.2757,19248470.17,20521051.7243,1.24405799304e+12
3726,18847026.83,20390793.2757,19248420.17,20521071.7243,1.24405799304e+12
3727,18847026.83,20390733.2757,19248420.17,20521011.7243,1.24405799304e+12
3728,18847056.83,20390733.2757,19248450.17,20521011.7243,1.24405799304e+12
3729,18847046.83,20390733.2757,19248440.17,20521011.7243,1.24405799304e+12
3730,18847036.83,20390783.2757,19248430.17,20521061.7243,1.24405799304e+12
3731,18847056.83,20390773.2757,19248450.17,20521051.7243,1.24405799304e+12
3732,18847006.83,20390793.2757,19248400.17,20521071.7243,1.24405799304e+12
3733,18847066.83,20390743.2757,19248460.17,20521021.7243,1.24405799304e+12
3734,18847076.83,20390743.2757,19248470.17,20521021.7243,1.24405799304e+12
3735,18847016.83,20390713.2757,19248410.17,20520991.7243,1.24405799304e+12
3736,18847056.83,20390813.2757,19248450.17,20521091.7243,1.24405799304e+12
3737,18847076.83,20390813.2757,19248470.17,20521091.7243,1.24405799304e+12
3738,18847016.83,20390813.2757,19248410.17,20521091.7243,1.24405799304e+12
3739,18847066.83,20390773.2757,19248460.17,20521051.7243,1.24405799304e+12
3740,18847096.83,20390803.2757,19248490.17,20521081.7243,1.24405799304e+12
3741,18847016.83,20390793.2757,19248410.17,20521071.7243,1.24405799304e+12
3742,18847026.83,20390763.2757,19248420.17,20521041.7243,1.24405799304e+12
3743,18847036.83,20390733.2757,19248430.17,20521011.7243,1.24405799304e+12
3744,18846996.83,20390783.2757,19248390.17,20521061.7243,1.24405799304e+12
3745,18847046.83,20390743.2757,19248440.17,20521021.7243,1.24405799304e+12
3746,18846996.83,20390763.2757,19248390.17,20521041.7243,1.24405799304e+12
3747,18847086.83,20390783.2757,19248480.17,20521061.7243,1.24405799304e+12
3748,18847006.83,20390813.2757,19248400.17,20521091.7243,1.24405799304e+12
3749,18847016.83,20390733.2757,19248410.17,20521011.7243,1.24405799304e+12
3750,18847066.83,20390733.2757,19248460.17,20521011.7243,1.24405799304e+12
3751,18847036.83,20390793.2757,19248430.17,20521071.7243,1.24405799304e+12
3752,18847096.83,20390783.2757,19248490.17,20521061.7243,1.24405799304e+12
3753,18847086.83,20390803.2757,19248480.17,20521081.7243,1.24405799304e+12
3754,18847086.83,20390773.2757,19248480.17,20521051.7243,1.24405799304e+12
3755,18847096.83,20390773.2757,19248490.17,20521051.7243,1.24405799304e+12
3756,18847036.83,20390743.2757,19248430.17,20521021.7243,1.24405799304e+12
3757,18846996.83,20390723.2757,19248390.17,20521001.7243,1.24405799304e+12
3758,18847066.83,20390713.2757,19248460.17,20520991.7243,1.24244615651e+12
3759,18847096.83,20390743.2757,19248490.17,20521021.7243,1.24244615651e+12
3760,18847086.83,20390713.2757,19248480.17,20520991.7243,1.24244615651e+12
3761,18847086.83,20390723.2757,19248480.17,20521001.7243,1.24244615651e+12
3762,18847076.83,20390723.2757,19248470.17,20521001.7243,1.24244615651e+12
3763,18847086.83,20390733.2757,19248480.17,20521011.7243,1.24244615651e+12
3764,18847056.83,20390713.2757,19248450.17,20520991.7243,1.24244615651e+12
3765,18847096.83,20390713.2757,19248490.17,20520991.7243,1.24244615651e+12
3766,18847076.83,20390733.2757,19248470.17,20521011.7243,1.24244615651e+12
3767,18847096.83,20390723.2757,19248490.17,20521001.7243,1.24244615651e+12
3768,18847096.83,20390753.2757,19248490.17,20521031.7243,1.24244615651e+12
3769,18847096.83,20390733.2757,19248490.17,20521011.7243,1.24244615651e+12
3770,18847066.83,20390723.2757,19248460.17,20521001.7243,1.24244615651e+12
3771,18847076.83,20390713.2757,19248470.17,20520991.7243,1.24244615651e+12
3772,18847096.83,20390763.2757,19248490.17,20521041.7243,1.24244615651e+12
3773,18847086.83,20390743.2757,19248480.17,20521021.7243,1.24244615651e+12
3774,18858448.32,20346733.72,19237038.68,20565151.28,1.23781871192e+12
3775,18858478.32,20346693.72,19237068.68,20565111.28,1.23781871192e+12
3776,18858468.32,20346673.72,19237058.68,20565091.28,1.23781871192e+12
3777,18858488.32,20346723.72,19237078.68,20565141.28,1.23781871192e+12
3778,18858468.32,20346703.72,19237058.68,20565121.28,1.23781871192e+12
3779,18858468.32,20346743.72,19237058.68,20565161.28,1.23781871192e+12
3780,18858438.32,20346683.72,19237028.68,20565101.28,1.23781871192e+12
3781,18858458.32,20346743.72,19237048.68,20565161.28,1.23781871192e+12
3782,18858488.32,20346713.72,19237078.68,20565131.28,1.23781871192e+12
3783,18858428.32,20346683.72,19237018.68,20565101.28,1.23781871192e+12
3784,18858448.32,20346673.72,19237038.68,20565091.28,1.23781871192e+12
3785,18858498.32,20346693.72,19237088.68,20565111.28,1.23781871192e+12
3786,18858498.32,20346713.72,19237088.68,20565131.28,1.23781871192e+12
3787,18858448.32,20346683.72,19237038.68,20565101.28,1.23781871192e+12
3788,18858488.32,20346743.72,19237078.68,20565161.28,1.23781871192e+12
3789,18858458.32,20346673.72,19237048.68,20565091.28,1.23781871192e+12
3790,18858498.32,20346733.72,19237088.68,20565151.28,1.23781871192e+12
3791,18858478.32,20346703.72,19237068.68,20565121.28,1.23781871192e+12
3792,18858488.32,20346693.72,19237078.68,20565111.28,1.23781871192e+12
3793,18858498.32,20346703.72,19237088.68,20565121.28,1.23781871192e+12
3794,18858428.32,20346673.72,19237018.68,20565091.28,1.23781871192e+12
3795,18858448.32,20346713.72,19237038.68,20565131.28,1.23781871192e+12
3796,18858498.32,20346683.72,19237088.68,20565101.28,1.23781871192e+12
3797,18858468.32,20346693.72,19237058.68,20565111.28,1.23781871192e+12
3798,18858498.32,20346723.72,19237088.68,20565141.28,1.23781871192e+12
3799,18858458.32,20346683.72,19237048.68,20565101.28,1.23781871192e+12
3800,18858488.32,20346703.72,19237078.68,20565121.28,1.23781871192e+12
3801,18858458.32,20346693.72,19237048.68,20565111.28,1.23781871192e+12
3802,18858458.32,20346713.72,19237048.68,20565131.28,1.23781871192e+12
3803,18858438.32,20346703.72,19237028.68,20565121.28,1.23781871192e+12
3804,18858488.32,20346673.72,19237078.68,20565091.28,1.23781871192e+12
3805,18858448.32,20346693.72,19237038.68,20565111.28,1.23781871192e+12
3806,18858418.32,20346673.72,19237008.68,20565091.28,1.23781871192e+12
3807,18858478.32,20346723.72,19237068.68,20565141.28,1.23781871192e+12
3808,18858468.32,20346683.72,19237058.68,20565101.28,1.23781871192e+12
3809,18858478.32,20346673.72,19237068.68,20565091.28,1.23781871192e+12
3810,18858428.32,20346693.72,19237018.68,20565111.28,1.23781871192e+12
3811,18858498.32,20346673.72,19237088.68,20565091.28,1.23781871192e+12
3812,18858488.32,20346683.72,19237078.68,20565101.28,1.23781871192e+12
3813,18858438.32,20346673.72,19237028.68,20565091.28,1.23781871192e+12
3814,18858498.32,20346743.72,19237088.68,20565161.28,1.23781871192e+12
3815,18858468.32,20346723.72,19237058.68,20565141.28,1.23781871192e+12
3816,18858468.32,20346733.72,19237058.68,20565151.28,1.23781871192e+12
3817,18858468.32,20346713.72,19237058.68,20565131.28,1.23781871192e+12
3818,18858448.32,20346703.72,19237038.68,20565121.28,1.23781871192e+12
3819,18858488.32,20346733.72,19237078.68,20565151.28,1.23781871192e+12
3820,18858458.32,20346723.72,19237048.68,20565141.28,1.23781871192e+12
3821,18858478.32,20346743.72,19237068.68,20565161.28,1.23781871192e+12
3822,18858438.32,20346713.72,19237028.68,20565131.28,1.23781871192e+12
3823,18858458.32,20346733.72,19237048.68,20565151.28,1.23781871192e+12
3824,18858438.32,20346693.72,19237028.68,20565111.28,1.23781871192e+12
3825,18858448.32,20346723.72,19237038.68,20565141.28,1.23781871192e+12
3826,18858458.32,20346703.72,19237048.68,20565121.28,1.23781871192e+12
3827,18858478.32,20346683.72,19237068.68,20565101.28,1.23781871192e+12
3828,18858478.32,20346713.72,19237068.68,20565131.28,1.23781871192e+12
3829,18858478.32,20346733.72,19237068.68,20565151.28,1.23781871192e+12
3830,18858408.32,20346723.72,19236998.68,20565141.28,1.23069278961e+12
3831,18858408.32,20346693.72,19236998.68,20565111.28,1.23069278961e+12
3832,18858408.32,20346713.72,19236998.68,20565131.28,1.23069278961e+12
3833,18858398.32,20346713.72,19236988.68,20565131.28,1.23069278961e+12
3834,18858398.32,20346743.72,19236988.68,20565161.28,1.23069278961e+12
3835,18858428.32,20346723.72,19237018.68,20565141.28,1.23069278961e+12
3836,18858428.32,20346743.72,19237018.68,20565161.28,1.23069278961e+12
3837,18858438.32,20346733.72,19237028.68,20565151.28,1.23069278961e+12
3838,18858428.32,20346733.72,19237018.68,20565151.28,1.23069278961e+12
3839,18858418.32,20346743.72,19237008.68,20565161.28,1.23069278961e+12
3840,18858398.32,20346733.72,19236988.68,20565151.28,1.23069278961e+12
3841,18858398.32,20346693.72,19236988.68,20565111.28,1.23069278961e+12
3842,18858428.32,20346703.72,19237018.68,20565121.28,1.23069278961e+12
3843,18858448.32,20346743.72,19237038.68,20565161.28,1.23069278961e+12
3844,18858418.32,20346723.72,19237008.68,20565141.28,1.23069278961e+12
3845,18858408.32,20346733.72,19236998.68,20565151.28,1.23069278961e+12
3846,18858418.32,20346693.72,19237008.68,20565111.28,1.23069278961e+12
3847,18858418.32,20346713.72,19237008.68,20565131.28,1.23069278961e+12
3848,18858418.32,20346733.72,19237008.68,20565151.28,1.23069278961e+12
3849,18858398.32,20346673.72,19236988.68,20565091.28,1.23069278961e+12
3850,18858398.32,20346683.72,19236988.68,20565101.28,1.23069278961e+12
3851,18858398.32,20346703.72,19236988.68,20565121.28,1.23069278961e+12
3852,18858418.32,20346683.72,19237008.68,20565101.28,1.23069278961e+12
3853,18858408.32,20346703.72,19236998.68,20565121.28,1.23069278961e+12
3854,18858428.32,20346713.72,19237018.68,20565131.28,1.23069278961e+12
3855,18858408.32,20346683.72,19236998.68,20565101.28,1.23069278961e+12
3856,18858418.32,20346703.72,19237008.68,20565121.28,1.23069278961e+12
3857,18858408.32,20346673.72,19236998.68,20565091.28,1.23069278961e+12
3858,18858438.32,20346723.72,19237028.68,20565141.28,1.23069278961e+12
3859,18858408.32,20346743.72,19236998.68,20565161.28,1.23069278961e+12
3860,18858438.32,20346743.72,19237028.68,20565161.28,1.23069278961e+12
3861,18858398.32,20346723.72,19236988.68,20565141.28,1.23069278961e+12
3862,18856110.6597,20415267.4775,19239436.3403,20496617.5225,1.2282166989e+12
3863,18856120.6597,20415217.4775,19239446.3403,20496567.5225,1.2282166989e+12
3864,18856030.6597,20415227.4775,19239356.3403,20496577.5225,1.2282166989e+12
3865,18856060.6597,20415267.4775,19239386.3403,20496617.5225,1.2282166989e+12
3866,18856030.6597,20415187.4775,19239356.3403,20496537.5225,1.2282166989e+12
3867,18856100.6597,20415177.4775,19239426.3403,20496527.5225,1.2282166989e+12
3868,18856110.6597,20415177.4775,19239436.3403,20496527.5225,1.2282166989e+12
3869,18856080.6597,20415187.4775,19239406.3403,20496537.5225,1.2282166989e+12
3870,18856080.6597,20415217.4775,19239406.3403,20496567.5225,1.2282166989e+12
3871,18856070.6597,20415227.4775,19239396.3403,20496577.5225,1.2282166989e+12
3872,18856120.6597,20415267.4775,19239446.3403,20496617.5225,1.2282166989e+12
3873,18856110.6597,20415227.4775,19239436.3403,20496577.5225,1.2282166989e+12
3874,18856040.6597,20415207.4775,19239366.3403,20496557.5225,1.2282166989e+12
3875,18856100.6597,20415217.4775,19239426.3403,20496567.5225,1.2282166989e+12
3876,18856100.6597,20415227.4775,19239426.3403,20496577.5225,1.2282166989e+12
3877,18856040.6597,20415277.4775,19239366.3403,20496627.5225,1.2282166989e+12
3878,18856130.6597,20415217.4775,19239456.3403,20496567.5225,1.2282166989e+12
3879,18856060.6597,20415277.4775,19239386.3403,20496627.5225,1.2282166989e+12
3880,18856130.6597,20415267.4775,19239456.3403,20496617.5225,1.2282166989e+12
3881,18856080.6597,20415247.4775,19239406.3403,20496597.5225,1.2282166989e+12
3882,18856100.6597,20415277.4775,19239426.3403,20496627.5225,1.2282166989e+12
3883,18856050.6597,20415227.4775,19239376.3403,20496577.5225,1.2282166989e+12
3884,18856070.6597,20415247.4775,19239396.3403,20496597.5225,1.2282166989e+12
3885,18856050.6597,20415247.4775,19239376.3403,20496597.5225,1.2282166989e+12
3886,18856070.6597,20415187.4775,19239396.3403,20496537.5225,1.2282166989e+12
3887,18856060.6597,20415247.4775,19239386.3403,20496597.5225,1.2282166989e+12
3888,18856090.6597,20415227.4775,19239416.3403,20496577.5225,1.2282166989e+12
3889,18856090.6597,20415267.4775,19239416.3403,20496617.5225,1.2282166989e+12
3890,18856130.6597,20415277.4775,19239456.3403,20496627.5225,1.2282166989e+12
3891,18856050.6597,20415187.4775,19239376.3403,20496537.5225,1.2282166989e+12
3892,18856030.6597,20415177.4775,19239356.3403,20496527.5225,1.2282166989e+12
3893,18856130.6597,20415177.4775,19239456.3403,20496527.5225,1.2282166989e+12
3894,18856100.6597,20415267.4775,19239426.3403,20496617.5225,1.2282166989e+12
3895,18856060.6597,20415187.4775,19239386.3403,20496537.5225,1.2282166989e+12
3896,18856080.6597,20415267.4775,19239406.3403,20496617.5225,1.2282166989e+12
3897,18856080.6597,20415227.4775,19239406.3403,20496577.5225,1.2282166989e+12
3898,18856120.6597,20415177.4775,19239446.3403,20496527.5225,1.2282166989e+12
3899,18856030.6597,20415277.4775,19239356.3403,20496627.5225,1.2282166989e+12
3900,18856050.6597,20415277.4775,19239376.3403,20496627.5225,1.2282166989e+12
3901,18856060.6597,20415227.4775,19239386.3403,20496577.5225,1.2282166989e+12
3902,18856090.6597,20415217.4775,19239416.3403,20496567.5225,1.2282166989e+12
3903,18856060.6597,20415177.4775,19239386.3403,20496527.5225,1.2282166989e+12
3904,18856040.6597,20415187.4775,19239366.3403,20496537.5225,1.2282166989e+12
3905,18856030.6597,20415207.4775,19239356.3403,20496557.5225,1.2282166989e+12
3906,18856050.6597,20415207.4775,19239376.3403,20496557.5225,1.2282166989e+12
3907,18856040.6597,20415227.4775,19239366.3403,20496577.5225,1.2282166989e+12
3908,18856110.6597,20415217.4775,19239436.3403,20496567.5225,1.2282166989e+12
3909,18856070.6597,20415267.4775,19239396.3403,20496617.5225,1.2282166989e+12
3910,18856090.6597,20415277.4775,19239416.3403,20496627.5225,1.2282166989e+12
3911,18856060.6597,20415217.4775,19239386.3403,20496567.5225,1.2282166989e+12
3912,18856050.6597,20415237.4775,19239376.3403,20496587.5225,1.2282166989e+12
3913,18856090.6597,20415237.4775,19239416.3403,20496587.5225,1.2282166989e+12
3914,18856110.6597,20415197.4775,19239436.3403,20496547.5225,1.2282166989e+12
3915,18856120.6597,20415277.4775,19239446.3403,20496627.5225,1.2282166989e+12
3916,18856110.6597,20415207.4775,19239436.3403,20496557.5225,1.2282166989e+12
3917,18856100.6597,20415247.4775,19239426.3403,20496597.5225,1.2282166989e+12
3918,18856120.6597,20415257.4775,19239446.3403,20496607.5225,1.2282166989e+12
3919,18856120.6597,20415187.4775,19239446.3403,20496537.5225,1.2282166989e+12
3920,18856050.6597,20415177.4775,19239376.3403,20496527.5225,1.2282166989e+12
3921,18856040.6597,20415237.4775,19239366.3403,20496587.5225,1.2282166989e+12
3922,18856050.6597,20415257.4775,19239376.3403,20496607.5225,1.2282166989e+12
3923,18856070.6597,20415197.4775,19239396.3403,20496547.5225,1.2282166989e+12
3924,18856070.6597,20415237.4775,19239396.3403,20496587.5225,1.2282166989e+12
3925,18856130.6597,20415257.4775,19239456.3403,20496607.5225,1.2282166989e+12
3926,18856050.6597,20415217.4775,19239376.3403,20496567.5225,1.2282166989e+12
3927,18856100.6597,20415207.4775,19239426.3403,20496557.5225,1.2282166989e+12
3928,18856110.6597,20415187.4775,19239436.3403,20496537.5225,1.2282166989e+12
3929,18856030.6597,20415237.4775,19239356.3403,20496587.5225,1.2282166989e+12
3930,18856040.6597,20415257.4775,19239366.3403,20496607.5225,1.2282166989e+12
3931,18856080.6597,20415197.4775,19239406.3403,20496547.5225,1.2282166989e+12
3932,18856070.6597,20415277.4775,19239396.3403,20496627.5225,1.2282166989e+12
3933,18856040.6597,20415217.4775,19239366.3403,20496567.5225,1.2282166989e+12
3934,18856060.6597,20415257.4775,19239386.3403,20496607.5225,1.2282166989e+12
3935,18856110.6597,20415237.4775,19239436.3403,20496587.5225,1.2282166989e+12
3936,18856060.6597,20415197.4775,19239386.3403,20496547.5225,1.2282166989e+12
3937,18856040.6597,20415197.4775,19239366.3403,20496547.5225,1.2282166989e+12
3938,18856090.6597,20415257.4775,19239416.3403,20496607.5225,1.2282166989e+12
3939,18856080.6597,20415177.4775,19239406.3403,20496527.5225,1.2282166989e+12
3940,18856080.6597,20415257.4775,19239406.3403,20496607.5225,1.2282166989e+12
3941,18856080.6597,20415277.4775,19239406.3403,20496627.5225,1.2282166989e+12
3942,18856030.6597,20415197.4775,19239356.3403,20496547.5225,1.2282166989e+12
3943,18856060.6597,20415237.4775,19239386.3403,20496587.5225,1.2282166989e+12
3944,18856100.6597,20415257.4775,19239426.3403,20496607.5225,1.2282166989e+12
3945,18856030.6597,20415217.4775,19239356.3403,20496567.5225,1.2282166989e+12
3946,18856050.6597,20415197.4775,19239376.3403,20496547.5225,1.2282166989e+12
3947,18856070.6597,20415207.4775,19239396.3403,20496557.5225,1.2282166989e+12
3948,18856080.6597,20415237.4775,19239406.3403,20496587.5225,1.2282166989e+12
3949,18856030.6597,20415247.4775,19239356.3403,20496597.5225,1.2282166989e+12
3950,18856110.6597,20415247.4775,19239436.3403,20496597.5225,1.2282166989e+12
3951,18856130.6597,20415187.4775,19239456.3403,20496537.5225,1.2282166989e+12
3952,18856120.6597,20415207.4775,19239446.3403,20496557.5225,1.2282166989e+12
3953,18856110.6597,20415257.4775,19239436.3403,20496607.5225,1.2282166989e+12
3954,18856070.6597,20415257.4775,19239396.3403,20496607.5225,1.2282166989e+12
3955,18856120.6597,20415197.4775,19239446.3403,20496547.5225,1.2282166989e+12
3956,18856110.6597,20415277.4775,19239436.3403,20496627.5225,1.2282166989e+12
3957,18856100.6597,20415237.4775,19239426.3403,20496587.5225,1.2282166989e+12
3958,18856130.6597,20415207.4775,19239456.3403,20496557.5225,1.2282166989e+12
3959,18856090.6597,20415197.4775,19239416.3403,20496547.5225,1.2282166989e+12
3960,18856030.6597,20415257.4775,19239356.3403,20496607.5225,1.2282166989e+12
3961,18856090.6597,20415247.4775,19239416.3403,20496597.5225,1.2282166989e+12
3962,18856070.6597,20415217.4775,19239396.3403,20496567.5225,1.2282166989e+12
3963,18856090.6597,20415207.4775,19239416.3403,20496557.5225,1.2282166989e+12
3964,18856120.6597,20415247.4775,19239446.3403,20496597.5225,1.2282166989e+12
3965,18856130.6597,20415227.4775,19239456.3403,20496577.5225,1.2282166989e+12
3966,18856040.6597,20415177.4775,19239366.3403,20496527.5225,1.2282166989e+12
3967,18856120.6597,20415227.4775,19239446.3403,20496577.5225,1.2282166989e+12
3968,18856120.6597,20415237.4775,19239446.3403,20496587.5225,1.2282166989e+12
3969,18856060.6597,20415207.4775,19239386.3403,20496557.5225,1.2282166989e+12
3970,18856090.6597,20415187.4775,19239416.3403,20496537.5225,1.2282166989e+12
3971,18856040.6597,20415267.4775,19239366.3403,20496617.5225,1.2282166989e+12
3972,18856070.6597,20415177.4775,19239396.3403,20496527.5225,1.2282166989e+12
3973,18856130.6597,20415247.4775,19239456.3403,20496597.5225,1.2282166989e+12
3974,18856100.6597,20415197.4775,19239426.3403,20496547.5225,1.2282166989e+12
3975,18856130.6597,20415237.4775,19239456.3403,20496587.5225,1.2282166989e+12
3976,18856050.6597,20415267.4775,19239376.3403,20496617.5225,1.2282166989e+12
3977,18856090.6597,20415177.4775,19239416.3403,20496527.5225,1.2282166989e+12
3978,18856100.6597,20415187.4775,19239426.3403,20496537.5225,1.2282166989e+12
3979,18856040.6597,20415247.4775,19239366.3403,20496597.5225,1.2282166989e+12
3980,18856130.6597,20415197.4775,19239456.3403,20496547.5225,1.2282166989e+12
3981,18856030.6597,20415267.4775,19239356.3403,20496617.5225,1.2282166989e+12
3982,18856080.6597,20415207.4775,19239406.3403,20496557.5225,1.2282166989e+12
3983,18871493.16,20354255.36,19223973.84,20557609.64,1.22749451754e+12
3984,18871533.16,20354265.36,19224013.84,20557619.64,1.22749451754e+12
3985,18871543.16,20354265.36,19224023.84,20557619.64,1.22749451754e+12
3986,18871473.16,20354195.36,19223953.84,20557549.64,1.22749451754e+12
3987,18871453.16,20354185.36,19223933.84,20557539.64,1.22749451754e+12
3988,18871543.16,20354235.36,19224023.84,20557589.64,1.22749451754e+12
3989,18871493.16,20354245.36,19223973.84,20557599.64,1.22749451754e+12
3990,18871483.16,20354245.36,19223963.84,20557599.64,1.22749451754e+12
3991,18871533.16,20354195.36,19224013.84,20557549.64,1.22749451754e+12
3992,18871463.16,20354275.36,19223943.84,20557629.64,1.22749451754e+12
3993,18871503.16,20354205.36,19223983.84,20557559.64,1.22749451754e+12
3994,18871453.16,20354225.36,19223933.84,20557579.64,1.22749451754e+12
3995,18871473.16,20354275.36,19223953.84,20557629.64,1.22749451754e+12
3996,18871483.16,20354225.36,19223963.84,20557579.64,1.22749451754e+12
3997,18871503.16,20354255.36,19223983.84,20557609.64,1.22749451754e+12
3998,18871543.16,20354205.36,19224023.84,20557559.64,1.22749451754e+12
3999,18871463.16,20354195.36,19223943.84,20557549.64,1.22749451754e+12
4000,18871493.16,20354235.36,19223973.84,20557589.64,1.22749451754e+12
4001,18871543.16,20354245.36,19224023.84,20557599.64,1.22749451754e+12
4002,18871503.16,20354235.36,19223983.84,20557589.64,1.22749451754e+12
4003,18871553.16,20354275.36,19224033.84,20557629.64,1.22749451754e+12
4004,18871453.16,20354205.36,19223933.84,20557559.64,1.22749451754e+12
4005,18871503.16,20354195.36,19223983.84,20557549.64,1.22749451754e+12
4006,18871533.16,20354275.36,19224013.84,20557629.64,1.22749451754e+12
4007,18871473.16,20354225.36,19223953.84,20557579.64,1.22749451754e+12
4008,18871553.16,20354215.36,19224033.84,20557569.64,1.22749451754e+12
4009,18871453.16,20354255.36,19223933.84,20557609.64,1.22749451754e+12
4010,18871533.16,20354235.36,19224013.84,20557589.64,1.22749451754e+12
4011,18871493.16,20354175.36,19223973.84,20557529.64,1.22749451754e+12
4012,18871453.16,20354275.36,19223933.84,20557629.64,1.22749451754e+12
4013,18871553.16,20354235.36,19224033.84,20557589.64,1.22749451754e+12
4014,18871463.16,20354255.36,19223943.84,20557609.64,1.22749451754e+12
4015,18871543.16,20354175.36,19224023.84,20557529.64,1.22749451754e+12
4016,18871523.16,20354235.36,19224003.84,20557589.64,1.22749451754e+12
4017,18871523.16,20354205.36,19224003.84,20557559.64,1.22749451754e+12
4018,18871513.16,20354205.36,19223993.84,20557559.64,1.22749451754e+12
4019,18871493.16,20354195.36,19223973.84,20557549.64,1.22749451754e+12
4020,18871473.16,20354175.36,19223953.84,20557529.64,1.22749451754e+12
4021,18871463.16,20354225.36,19223943.84,20557579.64,1.22749451754e+12
4022,18871553.16,20354265.36,19224033.84,20557619.64,1.22749451754e+12
4023,18871523.16,20354195.36,19224003.84,20557549.64,1.22749451754e+12
4024,18871503.16,20354275.36,19223983.84,20557629.64,1.22749451754e+12
4025,18871533.16,20354175.36,19224013.84,20557529.64,1.22749451754e+12
4026,18871473.16,20354255.36,19223953.84,20557609.64,1.22749451754e+12
4027,18871533.16,20354245.36,19224013.84,20557599.64,1.22749451754e+12
4028,18871513.16,20354235.36,19223993.84,20557589.64,1.22749451754e+12
4029,18871483.16,20354195.36,19223963.84,20557549.64,1.22749451754e+12
4030,18871553.16,20354245.36,19224033.84,20557599.64,1.22749451754e+12
4031,18871533.16,20354205.36,19224013.84,20557559.64,1.22749451754e+12
4032,18871463.16,20354205.36,19223943.84,20557559.64,1.22749451754e+12
4033,18871513.16,20354195.36,19223993.84,20557549.64,1.22749451754e+12
4034,18871523.16,20354175.36,19224003.84,20557529.64,1.22749451754e+12
4035,18871483.16,20354255.36,19223963.84,20557609.64,1.22749451754e+12
4036,18871553.16,20354175.36,19224033.84,20557529.64,1.22749451754e+12
4037,18871493.16,20354205.36,19223973.84,20557559.64,1.22749451754e+12
