,naiseki
0,2957558.33333
1,55628.2083271
2,-219304.517706
3,-62732.3333333
4,-408089.666667
5,195589.0
6,150001.507771
7,-237553.21629
8,-113704.891735
9,136339.41558
10,-2928.60058542
11,72076.5078471
12,176841.395567
13,-90751.62177
14,231636.985659
15,192813.013972
16,376398.242926
17,30156.5527614
18,158096.716989
19,-57948.8315251
20,326496.217445
21,-163541.936204
22,477823.926554
23,321283.74019
24,-275120.74807
25,6269.33405625
26,112003.075306
27,155274.537846
28,111521.206931
29,-2378.03774983
30,298390.910048
31,107982.178195
32,-298832.621991
33,16684.3658513
34,-30544.1001566
35,-20858.7136744
36,64209.6562236
37,-90377.6663365
38,326504.19919
39,249754.19274
40,415521.636172
41,445712.963914
42,-108470.887341
43,106286.898091
44,-52640.210772
45,205494.02237
46,297251.663057
47,495779.309512
48,143570.607299
49,128649.854905
50,-163415.441262
51,-27984.331649
52,19363.1763938
53,331681.867919
54,-623185.682161
55,659586.206628
56,-100719.877049
57,676699.39541
58,-440488.781246
59,63004.8429468
60,-219447.972632
61,185243.059932
62,-210074.537704
63,-12246.7129719
64,154815.449424
65,29958.0911679
66,31191.5002752
67,178535.480256
68,232125.014109
69,-232630.664199
70,155252.317929
71,-63503.9113648
72,259376.329015
73,7244.19033789
74,-91740.7259188
75,-232786.954483
76,-217201.656046
77,-94478.5365573
78,70500.1951779
79,176635.159815
80,-117171.349014
81,263355.861639
82,-6232.04061715
83,-85477.8088748
84,-195615.402214
85,-2251.45021942
86,-78208.8706746
87,65128.6672763
88,-117354.808335
89,149556.534121
90,-124318.858289
91,-143354.589663
92,62741.8100849
93,-67012.6665993
94,7056.64636889
95,-42635.3147355
96,-154034.713933
97,-141021.173954
98,-86279.0203798
99,279512.192255
100,174493.340783
101,-1807.17162018
102,-211622.10484
103,147885.370443
104,-89800.2699206
105,170298.752087
106,160601.52634
107,325826.050027
108,880227.260561
109,-68494.9398116
110,35941.7201105
111,476556.947011
112,212871.400935
113,-278696.29855
114,-257584.368211
115,-201515.451801
116,-258632.696395
117,548136.39338
118,265791.289293
119,-166709.719464
120,75506.6136854
121,42174.9552564
122,136351.941939
123,173942.193851
124,-441483.958481
125,159127.417434
126,-395467.596034
127,20212.2683487
128,13949.3809613
129,22117.9039689
130,445768.162903
131,27865.3620423
132,451574.478678
133,175727.123733
134,235652.105605
135,-183303.388606
136,350116.937789
137,298213.04145
138,-429406.969776
139,-61408.2797145
140,623464.480615
141,6541.78719678
142,-83418.1451399
143,6047.93583725
144,-160630.768298
145,314114.755092
146,-33256.5473106
147,63221.2649254
148,-77752.391249
149,-63660.7076433
150,-20048.734813
151,-115046.698636
152,226803.277638
153,-187101.28109
154,429588.345682
155,-1987.92587406
156,378342.732378
157,-227008.985326
158,316926.284892
159,-162573.421902
160,28986.7750142
161,-138694.700591
162,226042.354099
163,1308921.05114
164,-134737.79732
165,94095.8454891
166,227589.224482
167,-372503.540591
168,194570.760014
169,-127806.031854
170,-20145.5092914
171,-74593.8894298
172,95447.7016725
173,-274619.206557
174,88732.2816832
175,7530.24056558
176,-155391.613439
177,212823.599747
178,-2366.00435602
179,87574.2275817
180,257945.463389
181,668561.357749
182,-102019.943058
183,-65020.5197746
184,-252921.667459
185,360598.025053
186,-585533.155957
187,-264990.124332
188,602166.333193
