,D,norm
0,1,1.9269178528e+12
1,3,8674510919.39
2,4,37667105057.1
3,9,1.35094132239e+11
4,12,1.30151110247e+11
5,27(Ⅰ),2.37643927583e+11
6,27(Ⅱ),68413433930.6
7,27(Ⅲ),53309964482.3
8,36(Ⅰ),2.48868861248e+11
9,36(Ⅱ),1.07542203114e+11
10,81(Ⅰ),3.87259559533e+11
11,81(Ⅱ),1.57753113265e+11
12,81(Ⅲ),23449750942.7
13,81(Ⅳ),4.25739978483e+11
14,81(Ⅴ),1.54414599988e+11
15,81(Ⅵ),1.66096846971e+11
16,108(Ⅰ),3.41053921879e+11
17,108(Ⅱ),53602382515.7
18,108(Ⅲ),1.02034454602e+11
19,108(Ⅳ),3.86187474918e+11
20,108(Ⅴ),3.34949540842e+11
21,108(Ⅵ),1.4196273925e+11
22,324(Ⅰ),6.16402956731e+11
23,324(Ⅱ),1.44467815809e+11
24,324(Ⅲ),71345791296.6
25,324(Ⅳ),1.10086789696e+12
26,324(Ⅴ),4.07226342796e+11
27,324(Ⅵ),2.95933858565e+11
28,324(Ⅶ),1.96433308645e+11
29,324(Ⅷ),3.54404566655e+11
30,324(Ⅸ),1.70623884382e+11
31,324(Ⅹ),1.51365991265e+11
32,324(ⅩⅠ),1.89494382743e+11
33,324(ⅩⅡ),1.23860425174e+11
34,324(ⅩⅢ),1.07129349569e+11
35,324(ⅩⅣ),1.4946989916e+11
36,324(ⅩⅤ),1.08614038638e+11
