,D,norm
0,1,5.86440701943e+12
1,3,1.85912879137e+11
2,4,97076906188.5
3,9,3.35326754677e+11
4,12,1.05382827137e+12
5,27(Ⅰ),1.1318844464e+12
6,27(Ⅱ),9.97268078968e+11
7,27(Ⅲ),3.87801807269e+11
8,36(Ⅰ),3.10764295424e+12
9,36(Ⅱ),8.37308169076e+11
10,81(Ⅰ),7.97766600442e+11
11,81(Ⅱ),1.01671318712e+12
12,81(Ⅲ),9.07730778111e+11
13,81(Ⅳ),2.97975201048e+12
14,81(Ⅴ),1.43468122418e+12
15,81(Ⅵ),1.04456548072e+12
16,108(Ⅰ),7.30141683598e+11
17,108(Ⅱ),1.27434475948e+11
18,108(Ⅲ),8.86614569571e+11
19,108(Ⅳ),2.15399381759e+12
20,108(Ⅴ),1.30697370243e+12
21,108(Ⅵ),2.63491345756e+12
22,324(Ⅰ),1.60752529544e+12
23,324(Ⅱ),8.25562747403e+11
24,324(Ⅲ),6.9958175426e+11
25,324(Ⅳ),3.10767526061e+12
26,324(Ⅴ),2.23471921192e+12
27,324(Ⅵ),3.00528806624e+12
28,324(Ⅶ),1.66854384266e+12
29,324(Ⅷ),2.25358174922e+12
30,324(Ⅸ),1.73361326574e+12
31,324(Ⅹ),1.6190358099e+12
32,324(ⅩⅠ),7.5334196715e+11
33,324(ⅩⅡ),1.3918528852e+12
34,324(ⅩⅢ),1.57994548761e+12
35,324(ⅩⅣ),1.23659303078e+12
36,324(ⅩⅤ),7.52360346547e+11
