,D,norm
0,1,1.1428366627e+12
1,3,98681314271.3
2,4,49507298385.0
3,9,2.30005625377e+11
4,12,2.06596155994e+11
5,27(Ⅰ),1.20548318877e+11
6,27(Ⅱ),1.81023168226e+11
7,27(Ⅲ),79943638745.3
8,36(Ⅰ),99900925138.6
9,36(Ⅱ),1.81884420777e+11
10,81(Ⅰ),1.19284674992e+11
11,81(Ⅱ),2.75288941784e+11
12,81(Ⅲ),29296581244.3
13,81(Ⅳ),2.94427753925e+11
14,81(Ⅴ),3.33759925033e+11
15,81(Ⅵ),1.23926204076e+11
16,108(Ⅰ),3.85666227546e+11
17,108(Ⅱ),1.21901901548e+11
18,108(Ⅲ),74091016251.9
19,108(Ⅳ),2.28055005851e+11
20,108(Ⅴ),2.41800867185e+11
21,108(Ⅵ),2.03174848491e+11
22,324(Ⅰ),1.97320687042e+11
23,324(Ⅱ),1.45274824392e+11
24,324(Ⅲ),1.43945950432e+11
25,324(Ⅳ),6.67051239622e+11
26,324(Ⅴ),4.14808823637e+11
27,324(Ⅵ),4.45471469121e+11
28,324(Ⅶ),3.73528354924e+11
29,324(Ⅷ),3.33039062973e+11
30,324(Ⅸ),1.87790367281e+11
31,324(Ⅹ),4.79652330833e+11
32,324(ⅩⅠ),2.70967088263e+11
33,324(ⅩⅡ),93740700160.3
34,324(ⅩⅢ),1.59448754427e+11
35,324(ⅩⅣ),2.95653122387e+11
36,324(ⅩⅤ),2.89768808101e+11
