,D,norm
0,1,2.97973450378e+11
1,3,27962813154.3
2,4,42730024343.6
3,9,37888102787.6
4,12,23014418952.9
5,27(Ⅰ),31559375451.2
6,27(Ⅱ),41061645524.0
7,27(Ⅲ),34621034641.1
8,36(Ⅰ),41490746272.4
9,36(Ⅱ),1.20429971502e+11
10,81(Ⅰ),40596027813.4
11,81(Ⅱ),34211739124.7
12,81(Ⅲ),61686056014.2
13,81(Ⅳ),73951907745.9
14,81(Ⅴ),1.02012121497e+11
15,81(Ⅵ),1.01186080482e+11
16,108(Ⅰ),26845000878.4
17,108(Ⅱ),25193090621.5
18,108(Ⅲ),21890692199.4
19,108(Ⅳ),59649169834.9
20,108(Ⅴ),86715414913.6
21,108(Ⅵ),1.21207479953e+11
22,324(Ⅰ),65357953335.9
23,324(Ⅱ),14481050262.5
24,324(Ⅲ),50137891429.6
25,324(Ⅳ),1.82532067302e+11
26,324(Ⅴ),57365567948.3
27,324(Ⅵ),49945151296.2
28,324(Ⅶ),66661007108.1
29,324(Ⅷ),1.27240418321e+11
30,324(Ⅸ),94857976763.0
31,324(Ⅹ),1.47133883854e+11
32,324(ⅩⅠ),1.08426621721e+11
33,324(ⅩⅡ),1.18635516673e+11
34,324(ⅩⅢ),96674287256.1
35,324(ⅩⅣ),1.49916631836e+11
36,324(ⅩⅤ),68531382419.9
