,D,norm
0,1,1.59245843532e+14
1,3,2.72169495454e+12
2,4,3.06282286825e+12
3,9,1.50421490326e+13
4,12,1.22228560482e+13
5,27(Ⅰ),1.0353295803e+13
6,27(Ⅱ),1.07411512844e+13
7,27(Ⅲ),1.27746459395e+13
8,36(Ⅰ),2.11448985219e+13
9,36(Ⅱ),1.09995360751e+13
10,81(Ⅰ),5.91680807308e+13
11,81(Ⅱ),1.73002130649e+13
12,81(Ⅲ),8.7387627886e+12
13,81(Ⅳ),2.80146539879e+13
14,81(Ⅴ),1.9643296521e+13
15,81(Ⅵ),2.03082131673e+13
16,108(Ⅰ),9.61067935171e+12
17,108(Ⅱ),6.96556945062e+12
18,108(Ⅲ),8.79256918813e+12
19,108(Ⅳ),2.50773914706e+13
20,108(Ⅴ),2.18512622857e+13
21,108(Ⅵ),1.94723100561e+13
22,324(Ⅰ),3.9544817028e+13
23,324(Ⅱ),3.85413002399e+12
24,324(Ⅲ),3.53695744485e+12
25,324(Ⅳ),4.14062582368e+13
26,324(Ⅴ),2.70469364881e+13
27,324(Ⅵ),1.37672136444e+13
28,324(Ⅶ),2.01298434992e+13
29,324(Ⅷ),2.33591332618e+13
30,324(Ⅸ),2.6074886674e+13
31,324(Ⅹ),1.42727280445e+13
32,324(ⅩⅠ),1.84183618751e+13
33,324(ⅩⅡ),1.77984118971e+13
34,324(ⅩⅢ),1.10573131009e+13
35,324(ⅩⅣ),1.65614193323e+13
36,324(ⅩⅤ),1.57563416448e+13
