,lt_x,lt_y,rb_x,rb_y,target
0,19405880.7773,20906946.1768,20180182.2802,20132644.6739,0.0880667139788
1,19475880.7773,20976946.1768,20250182.2802,20202644.6739,0.0873188885246
2,19318870.6315,20723552.347,20267192.426,20176038.5037,0.0845549030466
3,19388870.6315,20723552.347,20337192.426,20176038.5037,0.0840237886244
4,19519274.6071,20923956.3226,20066788.4504,19975634.5281,0.0744129890619
5,19318870.6315,20793552.347,20267192.426,20246038.5037,0.0743106071919
6,19318870.6315,20863552.347,20267192.426,20316038.5037,0.0737355548379
7,19475880.7773,20906946.1768,20250182.2802,20132644.6739,0.0732339861248
8,19405880.7773,20976946.1768,20180182.2802,20202644.6739,0.0732103372112
9,19519274.6071,21063956.3226,20066788.4504,20115634.5281,0.0714543181769
10,19458870.6315,20723552.347,20407192.426,20176038.5037,0.0700722410033
11,19388870.6315,20793552.347,20337192.426,20246038.5037,0.069937179488
12,19519274.6071,20993956.3226,20066788.4504,20045634.5281,0.0667333145613
13,19458870.6315,20793552.347,20407192.426,20246038.5037,0.0665646792503
14,19589274.6071,20923956.3226,20136788.4504,19975634.5281,0.0625027713489
15,19475880.7773,20836946.1768,20250182.2802,20062644.6739,0.0620250548297
16,19545880.7773,20906946.1768,20320182.2802,20132644.6739,0.0576818942032
17,19589274.6071,21063956.3226,20136788.4504,20115634.5281,0.0576795442048
18,19428292.377,20660377.6728,20157770.6805,20239213.1779,0.0573370136493
19,19589274.6071,20993956.3226,20136788.4504,20045634.5281,0.0564090874296
20,19545880.7773,20836946.1768,20320182.2802,20062644.6739,0.053914682335
21,19659274.6071,21063956.3226,20206788.4504,20115634.5281,0.0512636067809
22,19388870.6315,20863552.347,20337192.426,20316038.5037,0.0509451356208
23,19405880.7773,20836946.1768,20180182.2802,20062644.6739,0.0505599772658
24,19498292.377,20660377.6728,20227770.6805,20239213.1779,0.0486870954284
25,19659274.6071,20923956.3226,20206788.4504,19975634.5281,0.0471560558123
26,19545880.7773,20976946.1768,20320182.2802,20202644.6739,0.045551147253
