,D,norm
0,1,1.55553403131e+12
1,3,713128590.908
2,4,34720935494.4
3,9,66135763633.0
4,12,1.46855887865e+11
5,27(Ⅰ),1.95482556819e+11
6,27(Ⅱ),11215991012.2
7,27(Ⅲ),1.11214353742e+11
8,36(Ⅰ),2.76638950926e+11
9,36(Ⅱ),93209685884.3
10,81(Ⅰ),3.26197401484e+11
11,81(Ⅱ),55511131423.1
12,81(Ⅲ),55340542871.6
13,81(Ⅳ),2.06167955612e+11
14,81(Ⅴ),1.16190927185e+11
15,81(Ⅵ),3.33351290879e+11
16,108(Ⅰ),5.72071198871e+11
17,108(Ⅱ),56227238981.8
18,108(Ⅲ),1.30668077668e+11
19,108(Ⅳ),1.88523744086e+11
20,108(Ⅴ),2.02675797332e+11
21,108(Ⅵ),1.18634545648e+11
22,324(Ⅰ),2.15133091983e+11
23,324(Ⅱ),1.84422941531e+11
24,324(Ⅲ),2.14608055754e+11
25,324(Ⅳ),7.17291256943e+11
26,324(Ⅴ),5.13210280726e+11
27,324(Ⅵ),1.49146742739e+11
28,324(Ⅶ),1.64004632612e+11
29,324(Ⅷ),1.52142379919e+11
30,324(Ⅸ),3.88380438031e+11
31,324(Ⅹ),1.00305846968e+11
32,324(ⅩⅠ),93200942231.4
33,324(ⅩⅡ),1.80704771734e+11
34,324(ⅩⅢ),3.26019579982e+11
35,324(ⅩⅣ),50109909567.1
36,324(ⅩⅤ),2.29781767611e+11
