,D,norm
0,1,3.80200355793e+11
1,3,18869532864.1
2,4,20763541055.2
3,9,62193860177.3
4,12,37209739823.4
5,27(Ⅰ),32225689719.5
6,27(Ⅱ),40511147476.1
7,27(Ⅲ),1.25643351024e+11
8,36(Ⅰ),18242335414.4
9,36(Ⅱ),1.01665318217e+11
10,81(Ⅰ),25412368111.2
11,81(Ⅱ),20194892884.9
12,81(Ⅲ),52368608924.8
13,81(Ⅳ),71813709597.5
14,81(Ⅴ),1.22050287905e+11
15,81(Ⅵ),89899790103.5
16,108(Ⅰ),35643869576.8
17,108(Ⅱ),28264933013.5
18,108(Ⅲ),27881407419.6
19,108(Ⅳ),73678873807.1
20,108(Ⅴ),85283727509.9
21,108(Ⅵ),91346504549.6
22,324(Ⅰ),61094577199.6
23,324(Ⅱ),24129510368.1
24,324(Ⅲ),1.16645781952e+11
25,324(Ⅳ),1.68638628699e+11
26,324(Ⅴ),40753375512.4
27,324(Ⅵ),1.07768675515e+11
28,324(Ⅶ),61916084795.3
29,324(Ⅷ),84447633686.7
30,324(Ⅸ),1.32034322459e+11
31,324(Ⅹ),96844070856.2
32,324(ⅩⅠ),85486583717.2
33,324(ⅩⅡ),97284691951.5
34,324(ⅩⅢ),96004023449.0
35,324(ⅩⅣ),82546099303.4
36,324(ⅩⅤ),83541414653.0
