,D,norm
0,1,1.96450903476e+12
1,3,1.18503189612e+11
2,4,44307341102.5
3,9,1.10436874762e+11
4,12,1.60669850585e+11
5,27(Ⅰ),5.37691624723e+11
6,27(Ⅱ),71016376043.3
7,27(Ⅲ),97321981856.6
8,36(Ⅰ),2.47608112241e+11
9,36(Ⅱ),1.85298581022e+11
10,81(Ⅰ),2.52755179012e+11
11,81(Ⅱ),1.65842878212e+11
12,81(Ⅲ),1.77529507272e+11
13,81(Ⅳ),3.28254652677e+11
14,81(Ⅴ),2.24181904007e+11
15,81(Ⅵ),3.0450993477e+11
16,108(Ⅰ),4.57398631338e+11
17,108(Ⅱ),2.86743076083e+11
18,108(Ⅲ),1.2139668824e+11
19,108(Ⅳ),4.41681770766e+11
20,108(Ⅴ),2.14299694234e+11
21,108(Ⅵ),1.26944708476e+11
22,324(Ⅰ),5.74420001461e+11
23,324(Ⅱ),4.19653100179e+11
24,324(Ⅲ),58069245202.5
25,324(Ⅳ),1.63297009702e+12
26,324(Ⅴ),5.3153138879e+11
27,324(Ⅵ),3.56937989847e+11
28,324(Ⅶ),5.28308035289e+11
29,324(Ⅷ),3.22743342766e+11
30,324(Ⅸ),2.79634261882e+11
31,324(Ⅹ),2.50119548401e+11
32,324(ⅩⅠ),2.26938919447e+11
33,324(ⅩⅡ),1.34592847023e+11
34,324(ⅩⅢ),2.01049976717e+11
35,324(ⅩⅣ),2.91879622508e+11
36,324(ⅩⅤ),3.08100367748e+11
