,D,norm
0,1,1.81150191755e+14
1,3,2.81490481606e+12
2,4,2.86713820063e+12
3,9,8.59282001116e+12
4,12,7.29559214467e+12
5,27(Ⅰ),2.74406228347e+13
6,27(Ⅱ),1.27825989312e+13
7,27(Ⅲ),1.10160514623e+13
8,36(Ⅰ),1.77434592188e+13
9,36(Ⅱ),1.445263415e+13
10,81(Ⅰ),7.32089467804e+13
11,81(Ⅱ),3.17718114209e+13
12,81(Ⅲ),2.09603343491e+12
13,81(Ⅳ),4.03550132852e+13
14,81(Ⅴ),1.96328275531e+13
15,81(Ⅵ),3.24579096803e+13
16,108(Ⅰ),4.53023001509e+13
17,108(Ⅱ),4.936694916e+12
18,108(Ⅲ),4.79419626173e+12
19,108(Ⅳ),2.91040986511e+13
20,108(Ⅴ),1.54109408608e+13
21,108(Ⅵ),8.41123498182e+12
22,324(Ⅰ),9.2440860563e+13
23,324(Ⅱ),4.44107022572e+12
24,324(Ⅲ),8.86827038785e+12
25,324(Ⅳ),4.15702477109e+13
26,324(Ⅴ),3.41507031519e+13
27,324(Ⅵ),1.67847267472e+13
28,324(Ⅶ),1.70631286679e+13
29,324(Ⅷ),1.84934335547e+13
30,324(Ⅸ),1.98646199284e+13
31,324(Ⅹ),1.27170791914e+13
32,324(ⅩⅠ),1.64598410014e+13
33,324(ⅩⅡ),1.23492428614e+13
34,324(ⅩⅢ),1.23401259736e+13
35,324(ⅩⅣ),5.49494096139e+12
36,324(ⅩⅤ),1.01533993766e+13
