,D,norm
0,1,1.14833906203e+12
1,3,4367012156.25
2,4,28790941951.0
3,9,1.35416863822e+11
4,12,68982198686.8
5,27(Ⅰ),86559933453.8
6,27(Ⅱ),16163446500.0
7,27(Ⅲ),1.06052880433e+11
8,36(Ⅰ),2.73963867236e+11
9,36(Ⅱ),89431730193.8
10,81(Ⅰ),4.39098402474e+11
11,81(Ⅱ),1.28952949171e+11
12,81(Ⅲ),38828673866.4
13,81(Ⅳ),1.47963368069e+11
14,81(Ⅴ),1.37579002717e+11
15,81(Ⅵ),2.34443559115e+11
16,108(Ⅰ),2.67420878355e+11
17,108(Ⅱ),23917168365.1
18,108(Ⅲ),1.23890172147e+11
19,108(Ⅳ),2.57700908641e+11
20,108(Ⅴ),82655384674.5
21,108(Ⅵ),74341555134.7
22,324(Ⅰ),4.01139989096e+11
23,324(Ⅱ),48384218801.7
24,324(Ⅲ),39250849568.5
25,324(Ⅳ),6.01832112929e+11
26,324(Ⅴ),4.58126349856e+11
27,324(Ⅵ),2.90431816303e+11
28,324(Ⅶ),1.79322512692e+11
29,324(Ⅷ),1.27865690687e+11
30,324(Ⅸ),1.57128970333e+11
31,324(Ⅹ),1.27720740047e+11
32,324(ⅩⅠ),1.89041738825e+11
33,324(ⅩⅡ),1.59922845032e+11
34,324(ⅩⅢ),2.34165310593e+11
35,324(ⅩⅣ),1.00213235301e+11
36,324(ⅩⅤ),1.05051812634e+11
