,D,norm
0,1,7.94780281125e+12
1,3,44109851601.7
2,4,2.13978907449e+11
3,9,1.50645702459e+12
4,12,6.04631101707e+11
5,27(Ⅰ),3.10305924599e+12
6,27(Ⅱ),5.75243759778e+11
7,27(Ⅲ),8.72718662369e+11
8,36(Ⅰ),2.19972257036e+12
9,36(Ⅱ),7.53828679305e+11
10,81(Ⅰ),1.48539250307e+12
11,81(Ⅱ),1.04853900654e+12
12,81(Ⅲ),2.61339922423e+11
13,81(Ⅳ),1.8242934853e+12
14,81(Ⅴ),1.10622608243e+12
15,81(Ⅵ),9.27167935092e+11
16,108(Ⅰ),9.4083424138e+12
17,108(Ⅱ),6.02939410657e+11
18,108(Ⅲ),6.27845615353e+11
19,108(Ⅳ),1.78503533658e+12
20,108(Ⅴ),2.34957253577e+12
21,108(Ⅵ),1.45810969407e+12
22,324(Ⅰ),3.78959920338e+12
23,324(Ⅱ),1.50435688538e+12
24,324(Ⅲ),7.77448523166e+11
25,324(Ⅳ),3.13496855521e+12
26,324(Ⅴ),3.27601628522e+12
27,324(Ⅵ),2.96569088425e+12
28,324(Ⅶ),1.55219948729e+12
29,324(Ⅷ),2.7324017341e+12
30,324(Ⅸ),1.24452724361e+12
31,324(Ⅹ),7.31705112122e+11
32,324(ⅩⅠ),2.0216483463e+12
33,324(ⅩⅡ),6.77963104916e+11
34,324(ⅩⅢ),1.3577577655e+12
35,324(ⅩⅣ),9.72038992854e+11
36,324(ⅩⅤ),8.33007680014e+11
