,D,norm
0,1,2.02382964459e+12
1,3,1.21209728461e+11
2,4,50621167990.9
3,9,78934389983.8
4,12,1.71777131827e+11
5,27(Ⅰ),3.71926228846e+11
6,27(Ⅱ),77848179305.5
7,27(Ⅲ),2.76368325738e+11
8,36(Ⅰ),2.29173633852e+11
9,36(Ⅱ),1.01602236323e+11
10,81(Ⅰ),5.38048956353e+11
11,81(Ⅱ),3.23992903429e+11
12,81(Ⅲ),1.08062769054e+11
13,81(Ⅳ),1.17977154942e+11
14,81(Ⅴ),4.87612095423e+11
15,81(Ⅵ),6.5792691478e+11
16,108(Ⅰ),4.98944562587e+11
17,108(Ⅱ),4.13742751309e+11
18,108(Ⅲ),2.65660171021e+11
19,108(Ⅳ),2.06287083303e+11
20,108(Ⅴ),1.76926801994e+11
21,108(Ⅵ),2.08643188688e+11
22,324(Ⅰ),7.92641729157e+11
23,324(Ⅱ),1.14644412163e+11
24,324(Ⅲ),1.35048625046e+11
25,324(Ⅳ),1.00306775722e+12
26,324(Ⅴ),4.84914485355e+11
27,324(Ⅵ),1.54891752913e+11
28,324(Ⅶ),2.09241098207e+11
29,324(Ⅷ),1.66905566779e+11
30,324(Ⅸ),2.49613300253e+11
31,324(Ⅹ),4.16425512216e+11
32,324(ⅩⅠ),3.2774614997e+11
33,324(ⅩⅡ),5.73901113162e+11
34,324(ⅩⅢ),2.05913303908e+11
35,324(ⅩⅣ),4.35854120053e+11
36,324(ⅩⅤ),2.22948230257e+11
