,D,norm
0,1,1.64453048901e+11
1,3,11096412571.7
2,4,24423923086.4
3,9,9176755379.85
4,12,22545630620.0
5,27(Ⅰ),61023719472.8
6,27(Ⅱ),19641403247.7
7,27(Ⅲ),30328628840.9
8,36(Ⅰ),53751457749.4
9,36(Ⅱ),55592799350.8
10,81(Ⅰ),1.62016075424e+11
11,81(Ⅱ),32790394789.1
12,81(Ⅲ),24722500522.6
13,81(Ⅳ),43189923501.1
14,81(Ⅴ),42573589612.0
15,81(Ⅵ),57568442613.1
16,108(Ⅰ),90786876485.0
17,108(Ⅱ),23107322044.3
18,108(Ⅲ),33352847641.8
19,108(Ⅳ),82997032567.5
20,108(Ⅴ),58708125026.5
21,108(Ⅵ),42508538833.9
22,324(Ⅰ),44798253890.6
23,324(Ⅱ),17209589898.0
24,324(Ⅲ),24711231240.5
25,324(Ⅳ),1.24786440456e+11
26,324(Ⅴ),83985281741.3
27,324(Ⅵ),87914664775.2
28,324(Ⅶ),73746413829.3
29,324(Ⅷ),88599043799.3
30,324(Ⅸ),46638592463.2
31,324(Ⅹ),63812466394.8
32,324(ⅩⅠ),42167430124.5
33,324(ⅩⅡ),68241212981.4
34,324(ⅩⅢ),50778030467.4
35,324(ⅩⅣ),46786293345.5
36,324(ⅩⅤ),38354748394.9
