,D,norm
0,1,6.73189709513e+11
1,3,30799480997.1
2,4,1.00142661452e+11
3,9,1.17770539022e+11
4,12,1.78019664914e+11
5,27(Ⅰ),80999183245.7
6,27(Ⅱ),73898297182.1
7,27(Ⅲ),1.14556208832e+11
8,36(Ⅰ),85870064124.6
9,36(Ⅱ),2.96934209252e+11
10,81(Ⅰ),60910394296.7
11,81(Ⅱ),75844537936.8
12,81(Ⅲ),1.2943319522e+11
13,81(Ⅳ),2.6283676097e+11
14,81(Ⅴ),1.75200875633e+11
15,81(Ⅵ),2.96803032308e+11
16,108(Ⅰ),1.03524345635e+11
17,108(Ⅱ),1.45297414217e+11
18,108(Ⅲ),45886870780.6
19,108(Ⅳ),2.78463680909e+11
20,108(Ⅴ),1.50994191115e+11
21,108(Ⅵ),2.80639149431e+11
22,324(Ⅰ),4.5138908427e+11
23,324(Ⅱ),78783840393.2
24,324(Ⅲ),20450516682.9
25,324(Ⅳ),68324459206.1
26,324(Ⅴ),87825903062.7
27,324(Ⅵ),2.14067617586e+11
28,324(Ⅶ),2.9232143566e+11
29,324(Ⅷ),2.85300415916e+11
30,324(Ⅸ),70137445342.0
31,324(Ⅹ),3.04763440733e+11
32,324(ⅩⅠ),95853021156.6
33,324(ⅩⅡ),1.96339259741e+11
34,324(ⅩⅢ),2.47290707634e+11
35,324(ⅩⅣ),1.99095615957e+11
36,324(ⅩⅤ),1.97590306772e+11
