,D,norm
0,1,9.81329745503e+11
1,3,52731398452.5
2,4,9849261976.35
3,9,1.72007372968e+11
4,12,42919119988.0
5,27(Ⅰ),1.553727857e+11
6,27(Ⅱ),1.03713240967e+11
7,27(Ⅲ),75845799927.5
8,36(Ⅰ),2.48581055744e+11
9,36(Ⅱ),1.61363540097e+11
10,81(Ⅰ),3.28266781468e+11
11,81(Ⅱ),1.66059513166e+11
12,81(Ⅲ),61500465463.2
13,81(Ⅳ),1.86168360671e+11
14,81(Ⅴ),1.28703955328e+11
15,81(Ⅵ),2.2425150744e+11
16,108(Ⅰ),3.3189884472e+11
17,108(Ⅱ),43196058963.9
18,108(Ⅲ),95604474337.6
19,108(Ⅳ),2.2678718752e+11
20,108(Ⅴ),2.52534658762e+11
21,108(Ⅵ),1.63489342056e+11
22,324(Ⅰ),4.18094745719e+11
23,324(Ⅱ),82121128579.5
24,324(Ⅲ),39096494936.2
25,324(Ⅳ),7.40580747494e+11
26,324(Ⅴ),3.80864989051e+11
27,324(Ⅵ),4.11796957106e+11
28,324(Ⅶ),1.67398130982e+11
29,324(Ⅷ),1.77666429063e+11
30,324(Ⅸ),2.02126719181e+11
31,324(Ⅹ),1.74064112686e+11
32,324(ⅩⅠ),1.18130516868e+11
33,324(ⅩⅡ),1.18494142718e+11
34,324(ⅩⅢ),2.0252427297e+11
35,324(ⅩⅣ),94080774248.9
36,324(ⅩⅤ),1.98596697922e+11
