,D,norm
0,1,6.89765777402e+11
1,3,14253564816.8
2,4,36228485250.9
3,9,9934157438.09
4,12,22992513394.3
5,27(Ⅰ),1.12529861401e+11
6,27(Ⅱ),72104128090.2
7,27(Ⅲ),1.33819407319e+11
8,36(Ⅰ),1.81309442273e+11
9,36(Ⅱ),75367632295.8
10,81(Ⅰ),2.2097755935e+11
11,81(Ⅱ),1.50148184693e+11
12,81(Ⅲ),1.27865775284e+11
13,81(Ⅳ),1.19206309274e+11
14,81(Ⅴ),1.89482190446e+11
15,81(Ⅵ),1.99696086194e+11
16,108(Ⅰ),4.90323706668e+11
17,108(Ⅱ),42869456289.1
18,108(Ⅲ),30368314135.1
19,108(Ⅳ),73000844224.8
20,108(Ⅴ),85488196491.4
21,108(Ⅵ),76604816456.9
22,324(Ⅰ),3.0101691553e+11
23,324(Ⅱ),68350045249.3
24,324(Ⅲ),1.62260886165e+11
25,324(Ⅳ),2.95060906654e+11
26,324(Ⅴ),2.21137136782e+11
27,324(Ⅵ),1.24963757136e+11
28,324(Ⅶ),1.4646909372e+11
29,324(Ⅷ),2.04528355645e+11
30,324(Ⅸ),1.78377939384e+11
31,324(Ⅹ),1.58326396028e+11
32,324(ⅩⅠ),1.29215619933e+11
33,324(ⅩⅡ),1.47186584025e+11
34,324(ⅩⅢ),1.71648697994e+11
35,324(ⅩⅣ),96335471191.2
36,324(ⅩⅤ),2.16463482239e+11
