,D,norm
0,1,2.77728238778e+11
1,3,8892660566.54
2,4,37640343714.0
3,9,18289110254.7
4,12,51084622821.7
5,27(Ⅰ),43819765514.4
6,27(Ⅱ),51098924443.9
7,27(Ⅲ),57125432555.4
8,36(Ⅰ),66175622867.1
9,36(Ⅱ),1.53789152874e+11
10,81(Ⅰ),1.18423449217e+11
11,81(Ⅱ),80267341071.7
12,81(Ⅲ),61130879288.4
13,81(Ⅳ),76219820042.0
14,81(Ⅴ),1.06282556268e+11
15,81(Ⅵ),1.15106633458e+11
16,108(Ⅰ),1.91629642778e+11
17,108(Ⅱ),62253310156.9
18,108(Ⅲ),23567901866.1
19,108(Ⅳ),1.11759333998e+11
20,108(Ⅴ),1.04133920194e+11
21,108(Ⅵ),48789440831.2
22,324(Ⅰ),1.44511705488e+11
23,324(Ⅱ),54725088608.0
24,324(Ⅲ),68574576007.9
25,324(Ⅳ),2.07762974966e+11
26,324(Ⅴ),85188838193.4
27,324(Ⅵ),82929016560.1
28,324(Ⅶ),41171225316.4
29,324(Ⅷ),78007739430.7
30,324(Ⅸ),1.11772910126e+11
31,324(Ⅹ),82520151762.3
32,324(ⅩⅠ),1.38153081434e+11
33,324(ⅩⅡ),1.25675366889e+11
34,324(ⅩⅢ),1.38565267369e+11
35,324(ⅩⅣ),1.58028961511e+11
36,324(ⅩⅤ),84024073189.8
