,D,norm
0,1,5.13195736789e+12
1,3,4.45878150722e+11
2,4,2.11023506045e+11
3,9,3.11462025469e+11
4,12,1.32472648745e+11
5,27(Ⅰ),1.27901912989e+12
6,27(Ⅱ),9.93364947837e+11
7,27(Ⅲ),7.77376839035e+11
8,36(Ⅰ),9.13615671312e+11
9,36(Ⅱ),1.65048686512e+12
10,81(Ⅰ),1.00644448137e+12
11,81(Ⅱ),2.65018863117e+11
12,81(Ⅲ),6.17711915222e+11
13,81(Ⅳ),1.73206324834e+12
14,81(Ⅴ),8.96296834966e+11
15,81(Ⅵ),1.53528763665e+12
16,108(Ⅰ),8.25367467695e+11
17,108(Ⅱ),1.11038300036e+12
18,108(Ⅲ),6.2134102112e+11
19,108(Ⅳ),1.87130330305e+12
20,108(Ⅴ),1.12622764986e+12
21,108(Ⅵ),1.37054228129e+12
22,324(Ⅰ),1.48318255417e+12
23,324(Ⅱ),8.23539116643e+11
24,324(Ⅲ),8.17449083241e+11
25,324(Ⅳ),3.1302662492e+12
26,324(Ⅴ),2.34504924453e+12
27,324(Ⅵ),1.7970778284e+12
28,324(Ⅶ),1.26144863831e+12
29,324(Ⅷ),1.24446330629e+12
30,324(Ⅸ),1.30407764692e+12
31,324(Ⅹ),1.56964750194e+12
32,324(ⅩⅠ),2.42749736174e+12
33,324(ⅩⅡ),1.66967697537e+12
34,324(ⅩⅢ),1.181038513e+12
35,324(ⅩⅣ),1.43476879529e+12
36,324(ⅩⅤ),9.61494890089e+11
