,D,norm
0,1,8.37682257417e+11
1,3,25684994742.6
2,4,8909227821.81
3,9,1.52626471696e+11
4,12,1.51292795166e+11
5,27(Ⅰ),65003038011.2
6,27(Ⅱ),67570971690.8
7,27(Ⅲ),85438865900.0
8,36(Ⅰ),2.51003992226e+11
9,36(Ⅱ),1.49617258295e+11
10,81(Ⅰ),1.62713830416e+11
11,81(Ⅱ),2.99685907549e+11
12,81(Ⅲ),1.60258512711e+11
13,81(Ⅳ),1.59278179821e+11
14,81(Ⅴ),98043345546.2
15,81(Ⅵ),1.87084496025e+11
16,108(Ⅰ),1.91308346697e+11
17,108(Ⅱ),79213777108.3
18,108(Ⅲ),71524526393.7
19,108(Ⅳ),2.47318682768e+11
20,108(Ⅴ),3.35577702968e+11
21,108(Ⅵ),1.67437311082e+11
22,324(Ⅰ),1.38120710288e+11
23,324(Ⅱ),89957311203.5
24,324(Ⅲ),93031359192.9
25,324(Ⅳ),5.41921338584e+11
26,324(Ⅴ),3.01931041231e+11
27,324(Ⅵ),3.05466417409e+11
28,324(Ⅶ),2.73908297709e+11
29,324(Ⅷ),1.93267447209e+11
30,324(Ⅸ),1.40686722433e+11
31,324(Ⅹ),1.34457130748e+11
32,324(ⅩⅠ),99145874016.8
33,324(ⅩⅡ),1.31648706623e+11
34,324(ⅩⅢ),2.26389063806e+11
35,324(ⅩⅣ),1.97220684485e+11
36,324(ⅩⅤ),1.84938943488e+11
